nav,cumulative_nav_withdrawal,cumulative_nav,price_change,price_date,our_name,full_name,reg_code
1.2138,1.4632,1.52540038,-0.0007409237,2025-05-26,转债多头集中类（赢仕安盈）,赢仕安盈二号,SLQ349
1.2147,1.4641,1.52653142,-0.0033639646,2025-05-23,转债多头集中类（赢仕安盈）,赢仕安盈二号,SLQ349
1.2188,1.4682,1.53168395,-0.0065210303,2025-05-22,转债多头集中类（赢仕安盈）,赢仕安盈二号,SLQ349
1.2268,1.4762,1.54173767,-0.0031689283,2025-05-21,转债多头集中类（赢仕安盈）,赢仕安盈二号,SLQ349
1.2307,1.4801,1.54663886,0.0051453773,2025-05-20,转债多头集中类（赢仕安盈）,赢仕安盈二号,SLQ349
1.2244,1.4738,1.53872156,0.002948886,2025-05-19,转债多头集中类（赢仕安盈）,赢仕安盈二号,SLQ349
1.2208,1.4702,1.53419738,0.0024634587,2025-05-16,转债多头集中类（赢仕安盈）,赢仕安盈二号,SLQ349
1.2178,1.4672,1.53042724,-0.0040889761,2025-05-15,转债多头集中类（赢仕安盈）,赢仕安盈二号,SLQ349
1.2228,1.4722,1.53671081,-0.0022031824,2025-05-14,转债多头集中类（赢仕安盈）,赢仕安盈二号,SLQ349
1.2255,1.4749,1.54010394,0.0017984141,2025-05-13,转债多头集中类（赢仕安盈）,赢仕安盈二号,SLQ349
1.2233,1.4727,1.53733917,0.0069970365,2025-05-12,转债多头集中类（赢仕安盈）,赢仕安盈二号,SLQ349
1.2148,1.4642,1.5266571,-0.0059733246,2025-05-09,转债多头集中类（赢仕安盈）,赢仕安盈二号,SLQ349
1.2221,1.4715,1.53583111,0.0070039552,2025-05-08,转债多头集中类（赢仕安盈）,赢仕安盈二号,SLQ349
1.2136,1.463,1.52514904,0.003141015,2025-05-07,转债多头集中类（赢仕安盈）,赢仕安盈二号,SLQ349
1.2098,1.4592,1.52037352,0.0117922556,2025-05-06,转债多头集中类（赢仕安盈）,赢仕安盈二号,SLQ349
1.1957,1.4451,1.50265384,0.0010884126,2025-04-30,转债多头集中类（赢仕安盈）,赢仕安盈二号,SLQ349
1.1944,1.4438,1.50102011,0.0062342039,2025-04-29,转债多头集中类（赢仕安盈）,赢仕安盈二号,SLQ349
1.187,1.4364,1.49172043,-0.0089337898,2025-04-28,转债多头集中类（赢仕安盈）,赢仕安盈二号,SLQ349
1.1977,1.4471,1.50516727,0.0019240422,2025-04-25,转债多头集中类（赢仕安盈）,赢仕安盈二号,SLQ349
1.1954,1.4448,1.50227683,-0.0047456498,2025-04-24,转债多头集中类（赢仕安盈）,赢仕安盈二号,SLQ349
1.2011,1.4505,1.5094401,0.0051887187,2025-04-23,转债多头集中类（赢仕安盈）,赢仕安盈二号,SLQ349
1.1949,1.4443,1.50164847,0.0027693857,2025-04-22,转债多头集中类（赢仕安盈）,赢仕安盈二号,SLQ349
1.1916,1.441,1.49750131,0.0075251543,2025-04-21,转债多头集中类（赢仕安盈）,赢仕安盈二号,SLQ349
1.1827,1.4321,1.48631655,0.0013546694,2025-04-18,转债多头集中类（赢仕安盈）,赢仕安盈二号,SLQ349
1.1811,1.4305,1.48430581,0.0045075693,2025-04-17,转债多头集中类（赢仕安盈）,赢仕安盈二号,SLQ349
1.1758,1.4252,1.47764522,-0.0091016349,2025-04-16,转债多头集中类（赢仕安盈）,赢仕安盈二号,SLQ349
1.1866,1.436,1.49121774,-0.0045302013,2025-04-15,转债多头集中类（赢仕安盈）,赢仕安盈二号,SLQ349
1.192,1.4414,1.498004,0.0026074523,2025-04-14,转债多头集中类（赢仕安盈）,赢仕安盈二号,SLQ349
1.1889,1.4383,1.49410818,-0.0018470322,2025-04-11,转债多头集中类（赢仕安盈）,赢仕安盈二号,SLQ349
1.1911,1.4405,1.49687296,0.015776906,2025-04-10,转债多头集中类（赢仕安盈）,赢仕安盈二号,SLQ349
1.1726,1.422,1.47362373,0.0148866194,2025-04-09,转债多头集中类（赢仕安盈）,赢仕安盈二号,SLQ349
1.1554,1.4048,1.45200824,0.0091711066,2025-04-08,转债多头集中类（赢仕安盈）,赢仕安盈二号,SLQ349
1.1449,1.3943,1.43881273,-0.0516855794,2025-04-07,转债多头集中类（赢仕安盈）,赢仕安盈二号,SLQ349
1.2073,1.4567,1.51723173,-0.0020664573,2025-04-03,转债多头集中类（赢仕安盈）,赢仕安盈二号,SLQ349
1.2098,1.4592,1.52037352,0.0036502406,2025-04-02,转债多头集中类（赢仕安盈）,赢仕安盈二号,SLQ349
1.2054,1.4548,1.51484398,0.0051701134,2025-04-01,转债多头集中类（赢仕安盈）,赢仕安盈二号,SLQ349
1.1992,1.4486,1.50705235,-0.0019142738,2025-03-31,转债多头集中类（赢仕安盈）,赢仕安盈二号,SLQ349
1.2015,1.4509,1.50994279,-0.0057100298,2025-03-28,转债多头集中类（赢仕安盈）,赢仕安盈二号,SLQ349
1.2084,1.4578,1.51861412,0.0015748031,2025-03-27,转债多头集中类（赢仕安盈）,赢仕安盈二号,SLQ349
1.2065,1.4559,1.51622636,0.0055004584,2025-03-26,转债多头集中类（赢仕安盈）,赢仕安盈二号,SLQ349
1.1999,1.4493,1.50793205,0.0057837385,2025-03-25,转债多头集中类（赢仕安盈）,赢仕安盈二号,SLQ349
1.193,1.4424,1.49926071,-0.0085597939,2025-03-24,转债多头集中类（赢仕安盈）,赢仕安盈二号,SLQ349
1.0041,2.1678,2.57955933,-0.0251456311,2026-01-16,量化打板（特夫）,特夫郁金香全量化,SQX078
1.03,2.1937,2.64609711,0.0110390748,2026-01-09,量化打板（特夫）,特夫郁金香全量化,SQX078
1.1414,2.1811,2.61720559,8.76194e-05,2025-12-31,量化打板（特夫）,特夫郁金香全量化,SQX078
1.1413,2.181,2.61697629,0.0075924781,2025-12-26,量化打板（特夫）,特夫郁金香全量化,SQX078
1.1327,2.1724,2.59725667,0.0052360667,2025-12-19,量化打板（特夫）,特夫郁金香全量化,SQX078
1.1268,2.1665,2.5837281,-0.0007980846,2025-12-12,量化打板（特夫）,特夫郁金香全量化,SQX078
1.1277,2.1674,2.58579178,-0.0039745628,2025-12-05,量化打板（特夫）,特夫郁金香全量化,SQX078
1.1322,2.1719,2.59611018,-0.0019393512,2025-11-28,量化打板（特夫）,特夫郁金香全量化,SQX078
1.1344,2.1741,2.60115474,-0.0085649362,2025-11-21,量化打板（特夫）,特夫郁金香全量化,SQX078
1.1442,2.1839,2.62362593,0.000787195,2025-11-14,量化打板（特夫）,特夫郁金香全量化,SQX078
1.1433,2.183,2.62156225,0.0016646224,2025-11-07,量化打板（特夫）,特夫郁金香全量化,SQX078
1.1414,2.1811,2.61720559,0.0038698329,2025-10-31,量化打板（特夫）,特夫郁金香全量化,SQX078
1.137,2.1767,2.60711648,0.001409195,2025-10-24,量化打板（特夫）,特夫郁金香全量化,SQX078
1.1354,2.1751,2.60344772,-0.0217971914,2025-10-17,量化打板（特夫）,特夫郁金香全量化,SQX078
1.1607,2.2004,2.66146007,0.0003447384,2025-10-10,量化打板（特夫）,特夫郁金香全量化,SQX078
1.1603,2.2,2.66054288,-0.0007750603,2025-09-30,量化打板（特夫）,特夫郁金香全量化,SQX078
1.1612,2.2009,2.66260656,-0.0046288359,2025-09-26,量化打板（特夫）,特夫郁金香全量化,SQX078
1.1666,2.2063,2.67498864,-0.0076556652,2025-09-19,量化打板（特夫）,特夫郁金香全量化,SQX078
1.1756,2.2153,2.69562545,0.0151986183,2025-09-12,量化打板（特夫）,特夫郁金香全量化,SQX078
1.158,2.1977,2.65526903,-0.0075419952,2025-09-05,量化打板（特夫）,特夫郁金香全量化,SQX078
1.1668,2.2065,2.67544724,0.0012872222,2025-08-29,量化打板（特夫）,特夫郁金香全量化,SQX078
1.1653,2.205,2.67200777,0.0227312621,2025-08-22,量化打板（特夫）,特夫郁金香全量化,SQX078
1.1394,2.1791,2.61261963,0.0200537153,2025-08-15,量化打板（特夫）,特夫郁金香全量化,SQX078
1.117,2.1567,2.56125691,0.0057626508,2025-08-08,量化打板（特夫）,特夫郁金香全量化,SQX078
1.1106,2.1503,2.54658185,0.00081103,2025-08-01,量化打板（特夫）,特夫郁金香全量化,SQX078
1.1097,2.1494,2.54451817,-0.0023374989,2025-07-31,量化打板（特夫）,特夫郁金香全量化,SQX078
1.1123,2.152,2.55047991,0.0076093849,2025-07-25,量化打板（特夫）,特夫郁金香全量化,SQX078
1.1039,2.1436,2.53121889,-0.001627928,2025-07-18,量化打板（特夫）,特夫郁金香全量化,SQX078
1.1057,2.1454,2.53534626,0.0018120866,2025-07-11,量化打板（特夫）,特夫郁金香全量化,SQX078
