基金代码,基金名称,基金公司,固收+类型,股票仓位(%),债券贡献(%),加的贡献(%),90天规模变化(%),易方达/鹏华
023539.OF,华夏安和C,华夏基金,纯债/其他,0.0,0,0,0.0,否
023991.OF,华富恒利E,华富基金,纯债/其他,0.0,0,0,0.0,否
023992.OF,前海开源可转债C,前海开源基金,纯债/其他,0.0,0,0,0.0,否
023061.OF,宝盈中债绿色普惠金融优选指数A,宝盈基金,纯债/其他,0.0,0,0,0.0,否
023062.OF,宝盈中债绿色普惠金融优选指数C,宝盈基金,纯债/其他,0.0,0,0,0.0,否
023964.OF,金鹰优选配置三个月持有D,金鹰基金,纯债/其他,0.0,0,0,0.0,否
023985.OF,恒生前海恒利纯债E,恒生前海基金,纯债/其他,0.0,0,0,0.0,否
023983.OF,南方浩祥3个月持有C,南方基金,纯债/其他,0.0,0,0,0.0,否
023987.OF,恒生前海恒润纯债E,恒生前海基金,纯债/其他,0.0,0,0,0.0,否
023988.OF,恒生前海恒源昭利E,恒生前海基金,纯债/其他,0.0,0,0,0.0,否
023986.OF,恒生前海恒悦纯债E,恒生前海基金,纯债/其他,0.0,0,0,0.0,否
023356.OF,博道和盈利率债A,博道基金,纯债/其他,0.0,0,0,0.0,否
023357.OF,博道和盈利率债C,博道基金,纯债/其他,0.0,0,0,0.0,否
023963.OF,金鹰优选配置三个月持有B,金鹰基金,纯债/其他,0.0,0,0,0.0,否
022101.OF,嘉实彭博国开债1-5年D,嘉实基金,纯债/其他,0.0,0,0,0.0,否
023640.OF,银华季季丰90天滚动持有A,银华基金,纯债/其他,0.0,0,0,0.0,否
023641.OF,银华季季丰90天滚动持有C,银华基金,纯债/其他,0.0,0,0,0.0,否
023977.OF,中欧优享E,中欧基金,纯债/其他,0.0,0,0,0.0,否
023936.OF,嘉实中债3-5年国开行D,嘉实基金,纯债/其他,0.0,0,0,0.0,否
023973.OF,平安惠泽C,平安基金,纯债/其他,0.0,0,0,0.0,否
023972.OF,博时天颐E,博时基金,纯债/其他,0.0,0,0,0.0,否
023974.OF,平安惠泽E,平安基金,纯债/其他,0.0,0,0,0.0,否
023966.OF,大成元辰招利D,大成基金,纯债/其他,0.0,0,0,0.0,否
023460.OF,广发安盈F,广发基金,纯债/其他,0.0,0,0,0.0,否
021401.OF,嘉实稳祥纯债E,嘉实基金,纯债/其他,0.0,0,0,0.0,否
023888.OF,交银裕道纯债一年定开C,交银施罗德基金,纯债/其他,0.0,0,0,0.0,否
021935.OF,嘉实中债1-3政策金融债D,嘉实基金,纯债/其他,0.0,0,0,0.0,否
023954.OF,富国天瑞强势精选C,富国基金,纯债/其他,0.0,0,0,0.0,否
023317.OF,华泰保兴开元3个月持有A,华泰保兴基金,纯债/其他,0.0,0,0,0.0,否
023878.OF,国联安增瑞政策性金融债D,国联安基金,纯债/其他,0.0,0,0,0.0,否
023692.OF,诺德安悦,诺德基金,纯债/其他,0.0,0,0,0.0,否
023318.OF,华泰保兴开元3个月持有C,华泰保兴基金,纯债/其他,0.0,0,0,0.0,否
023875.OF,兴全合润C,兴证全球基金,纯债/其他,0.0,0,0,0.0,否
023881.OF,兴全商业模式优选C,兴证全球基金,纯债/其他,0.0,0,0,0.0,否
023928.OF,中欧可转债E,中欧基金,纯债/其他,0.0,0,0,0.0,否
023585.OF,中欧红利智选C,中欧基金,纯债/其他,0.0,0,0,0.0,否
023584.OF,中欧红利智选A,中欧基金,纯债/其他,0.0,0,0,0.0,否
023924.OF,国泰招享添利六个月持有E,国泰基金,纯债/其他,0.0,0,0,0.0,否
023907.OF,富国全球健康生活人民币C,富国基金,纯债/其他,0.0,0,0,0.0,否
023770.OF,平安鼎弘E,平安基金,纯债/其他,0.0,0,0,0.0,否
018912.OF,东方养老目标2040三年持有,东方基金,纯债/其他,0.0,0,0,0.0,否
023844.OF,交银增利增强D,交银施罗德基金,纯债/其他,0.0,0,0,0.0,否
023354.OF,汇添富添福吉祥C,汇添富基金,纯债/其他,0.0,0,0,0.0,否
023868.OF,华宝安盈C,华宝基金,纯债/其他,0.0,0,0,0.0,否
023690.OF,中信保诚稳利D,中信保诚基金,纯债/其他,0.0,0,0,0.0,否
023691.OF,中信保诚稳益D,中信保诚基金,纯债/其他,0.0,0,0,0.0,否
023632.OF,景顺长城新兴产业A,景顺长城基金,纯债/其他,0.0,0,0,0.0,否
023689.OF,中信保诚稳丰D,中信保诚基金,纯债/其他,0.0,0,0,0.0,否
023633.OF,景顺长城新兴产业C,景顺长城基金,纯债/其他,0.0,0,0,0.0,否
023045.OF,太平科技先锋C,太平基金,纯债/其他,0.0,0,0,0.0,否
023044.OF,太平科技先锋A,太平基金,纯债/其他,0.0,0,0,0.0,否
023688.OF,中信保诚优质纯债D,中信保诚基金,纯债/其他,0.0,0,0,0.0,否
023783.OF,山证资管裕享增强E,山证资管,纯债/其他,0.0,0,0,0.0,否
022879.OF,汇泉均衡智选A,汇泉基金,纯债/其他,0.0,0,0,0.0,否
023823.OF,银华增强收益C,银华基金,纯债/其他,0.0,0,0,0.0,否
022880.OF,汇泉均衡智选C,汇泉基金,纯债/其他,0.0,0,0,0.0,否
023841.OF,交银增利债券D,交银施罗德基金,纯债/其他,0.0,0,0,0.0,否
023867.OF,安信永利信用D,安信基金,纯债/其他,0.0,0,0,0.0,否
023219.OF,国寿安保尊富30天持有C,国寿安保基金,纯债/其他,0.0,0,0,0.0,否
023789.OF,国投瑞银优化增强D,国投瑞银基金,纯债/其他,0.0,0,0,0.0,否
023792.OF,国投瑞银双债增利D,国投瑞银基金,纯债/其他,0.0,0,0,0.0,否
023768.OF,国投瑞银中高等级D,国投瑞银基金,纯债/其他,0.0,0,0,0.0,否
023790.OF,国投瑞银优化增强E,国投瑞银基金,纯债/其他,0.0,0,0,0.0,否
023218.OF,国寿安保尊富30天持有A,国寿安保基金,纯债/其他,0.0,0,0,0.0,否
023793.OF,国投瑞银双债增利E,国投瑞银基金,纯债/其他,0.0,0,0,0.0,否
023808.OF,交银安心收益D,交银施罗德基金,纯债/其他,0.0,0,0,0.0,否
023529.OF,摩根60天持有C,摩根基金,纯债/其他,0.0,0,0,0.0,否
023658.OF,大成元鸿锦利C,大成基金,纯债/其他,0.0,0,0,0.0,否
023528.OF,摩根60天持有A,摩根基金,纯债/其他,0.0,0,0,0.0,否
023657.OF,大成元鸿锦利A,大成基金,纯债/其他,0.0,0,0,0.0,否
023257.OF,国融同业存单指数7天持有,国融基金,纯债/其他,0.0,0,0,0.0,否
023114.OF,施罗德添源纯债C,施罗德基金,纯债/其他,0.0,0,0,0.0,否
023813.OF,摩根双债增利D,摩根基金,纯债/其他,0.0,0,0,0.0,否
023113.OF,施罗德添源纯债A,施罗德基金,纯债/其他,0.0,0,0,0.0,否
023751.OF,百嘉百瑞C,百嘉基金,纯债/其他,0.0,0,0,0.0,否
023603.OF,泰信优势领航D,泰信基金,纯债/其他,0.0,0,0,0.0,否
023753.OF,永赢信息产业智选A,永赢基金,纯债/其他,0.0,0,0,0.0,否
023816.OF,兴业天禧C,兴业基金,纯债/其他,0.0,0,0,0.0,否
023784.OF,中欧增强回报D,中欧基金,纯债/其他,0.0,0,0,0.0,否
023750.OF,国富兴海回报C,国海富兰克林基金,纯债/其他,0.0,0,0,0.0,否
023717.OF,中泰福瑞稳健养老一年持有Y,中泰证券资管,纯债/其他,0.0,0,0,0.0,否
023754.OF,永赢信息产业智选C,永赢基金,纯债/其他,0.0,0,0,0.0,否
023602.OF,泰信优势领航C,泰信基金,纯债/其他,0.0,0,0,0.0,否
023067.OF,安联安裕C,安联基金,纯债/其他,0.0,0,0,0.0,否
023009.OF,海富通配置优选三个月持有A,海富通基金,纯债/其他,0.0,0,0,0.0,否
022237.OF,融通央企精选A,融通基金,纯债/其他,0.0,0,0,0.0,否
023066.OF,安联安裕A,安联基金,纯债/其他,0.0,0,0,0.0,否
022394.OF,华泰柏瑞锦华C,华泰柏瑞基金,纯债/其他,0.0,0,0,0.0,否
023675.OF,德邦新兴产业C,德邦基金,纯债/其他,0.0,0,0,0.0,否
022816.OF,浙商汇金聚沣30天持有高等级C,浙商资管,纯债/其他,0.0,0,0,0.0,否
023282.OF,永赢多元增利A,永赢基金,纯债/其他,0.0,0,0,0.0,否
023642.OF,合煦智远欣悦利率债A,合煦智远基金,纯债/其他,0.0,0,0,0.0,否
023283.OF,永赢多元增利C,永赢基金,纯债/其他,0.0,0,0,0.0,否
023107.OF,光大红利量化选股C,光大保德信基金,纯债/其他,0.0,0,0,0.0,否
022238.OF,融通央企精选C,融通基金,纯债/其他,0.0,0,0,0.0,否
023643.OF,合煦智远欣悦利率债C,合煦智远基金,纯债/其他,0.0,0,0,0.0,否
023560.OF,富达创新驱动A,富达基金,纯债/其他,0.0,0,0,0.0,否
023010.OF,海富通配置优选三个月持有C,海富通基金,纯债/其他,0.0,0,0,0.0,否
023561.OF,富达创新驱动C,富达基金,纯债/其他,0.0,0,0,0.0,否
023106.OF,光大红利量化选股A,光大保德信基金,纯债/其他,0.0,0,0,0.0,否
015726.OF,银河致远养老目标日期2045三年持有,银河基金,纯债/其他,0.0,0,0,0.0,否
023574.OF,长信利众E,长信基金,纯债/其他,0.0,0,0,0.0,否
022393.OF,华泰柏瑞锦华A,华泰柏瑞基金,纯债/其他,0.0,0,0,0.0,否
021104.OF,华泰紫金中债1-5年国开行D,华泰证券资管,纯债/其他,0.0,0,0,0.0,否
023674.OF,德邦新兴产业A,德邦基金,纯债/其他,0.0,0,0,0.0,否
022815.OF,浙商汇金聚沣30天持有高等级A,浙商资管,纯债/其他,0.0,0,0,0.0,否
023338.OF,兴银鑫裕丰六个月持有C,兴银基金,纯债/其他,0.0,0,0,0.0,否
023716.OF,嘉实致盈D,嘉实基金,纯债/其他,0.0,0,0,0.0,否
023337.OF,兴银鑫裕丰六个月持有A,兴银基金,纯债/其他,0.0,0,0,0.0,否
023718.OF,嘉实商业银行精选D,嘉实基金,纯债/其他,0.0,0,0,0.0,否
023449.OF,上银资源精选C,上银基金,纯债/其他,0.0,0,0,0.0,否
023448.OF,上银资源精选A,上银基金,纯债/其他,0.0,0,0,0.0,否
023027.OF,大成景苏利率债C,大成基金,纯债/其他,0.0,0,0,0.0,否
023058.OF,富国安怡120天持有C,富国基金,纯债/其他,0.0,0,0,0.0,否
023057.OF,富国安怡120天持有A,富国基金,纯债/其他,0.0,0,0,0.0,否
023026.OF,大成景苏利率债A,大成基金,纯债/其他,0.0,0,0,0.0,否
023713.OF,国联安主题驱动C,国联安基金,纯债/其他,0.0,0,0,0.0,否
023258.OF,宏利悦利利率债A,宏利基金,纯债/其他,0.0,0,0,0.0,否
023259.OF,宏利悦利利率债C,宏利基金,纯债/其他,0.0,0,0,0.0,否
021727.OF,泓德智选启诚C,泓德基金,纯债/其他,0.0,0,0,0.0,否
023344.OF,信澳星瑞智选A,信达澳亚基金,纯债/其他,0.0,0,0,0.0,否
023471.OF,南方泽享稳健添利A,南方基金,纯债/其他,0.0,0,0,0.0,否
022560.OF,万家启源稳健三个月持有A,万家基金,纯债/其他,0.0,0,0,0.0,否
022847.OF,富国景气优选C,富国基金,纯债/其他,0.0,0,0,0.0,否
022998.OF,平安元享90天持有C,平安基金,纯债/其他,0.0,0,0,0.0,否
022059.OF,信澳鑫怡A,信达澳亚基金,纯债/其他,0.0,0,0,0.0,否
022997.OF,平安元享90天持有A,平安基金,纯债/其他,0.0,0,0,0.0,否
022561.OF,万家启源稳健三个月持有C,万家基金,纯债/其他,0.0,0,0,0.0,否
021726.OF,泓德智选启诚A,泓德基金,纯债/其他,0.0,0,0,0.0,否
022846.OF,富国景气优选A,富国基金,纯债/其他,0.0,0,0,0.0,否
023472.OF,南方泽享稳健添利C,南方基金,纯债/其他,0.0,0,0,0.0,否
022562.OF,万家启源稳健三个月持有E,万家基金,纯债/其他,0.0,0,0,0.0,否
022314.OF,惠升和荣90天滚动持有C,惠升基金,纯债/其他,0.0,0,0,0.0,否
022060.OF,信澳鑫怡C,信达澳亚基金,纯债/其他,0.0,0,0,0.0,否
022313.OF,惠升和荣90天滚动持有A,惠升基金,纯债/其他,0.0,0,0,0.0,否
023345.OF,信澳星瑞智选C,信达澳亚基金,纯债/其他,0.0,0,0,0.0,否
023702.OF,银华可转债D,银华基金,纯债/其他,0.0,0,0,0.0,否
022985.OF,诺安鼎利D,诺安基金,纯债/其他,0.0,0,0,0.0,否
023296.OF,富国安阳90天持有A,富国基金,纯债/其他,0.0,0,0,0.0,否
023297.OF,富国安阳90天持有C,富国基金,纯债/其他,0.0,0,0,0.0,否
022308.OF,摩根90天持有C,摩根基金,纯债/其他,0.0,0,0,0.0,否
023232.OF,国泰合利6个月持有A,国泰基金,纯债/其他,0.0,0,0,0.0,否
023628.OF,平安鼎信F,平安基金,纯债/其他,0.0,0,0,0.0,否
023697.OF,银河久泰纯债C,银河基金,纯债/其他,0.0,0,0,0.0,否
023700.OF,招商中债1-5年进出口行D,招商基金,纯债/其他,0.0,0,0,0.0,否
023233.OF,国泰合利6个月持有C,国泰基金,纯债/其他,0.0,0,0,0.0,否
023567.OF,德邦高端装备C,德邦基金,纯债/其他,0.0,0,0,0.0,否
023566.OF,德邦高端装备A,德邦基金,纯债/其他,0.0,0,0,0.0,否
022307.OF,摩根90天持有A,摩根基金,纯债/其他,0.0,0,0,0.0,否
023612.OF,蜂巢丰嘉E,蜂巢基金,纯债/其他,0.0,0,0,0.0,否
023629.OF,平安鑫享F,平安基金,纯债/其他,0.0,0,0,0.0,否
023676.OF,长盛盛和D,长盛基金,纯债/其他,0.0,0,0,0.0,否
023589.OF,长城中短债A,长城基金,纯债/其他,0.0,0,0,0.0,否
023667.OF,汇丰晋信2016D,汇丰晋信基金,纯债/其他,0.0,0,0,0.0,否
023558.OF,富安达上清所0-3年政金债指数D,富安达基金,纯债/其他,0.0,0,0,0.0,否
023590.OF,长城中短债C,长城基金,纯债/其他,0.0,0,0,0.0,否
023268.OF,合煦智远同业存单指数7天持有,合煦智远基金,纯债/其他,0.0,0,0,0.0,否
023586.OF,长城三个月滚动持有A,长城基金,纯债/其他,0.0,0,0,0.0,否
023587.OF,长城三个月滚动持有B,长城基金,纯债/其他,0.0,0,0,0.0,否
023588.OF,长城三个月滚动持有C,长城基金,纯债/其他,0.0,0,0,0.0,否
023031.OF,招商稳嘉120天滚动持有纯债C,招商基金,纯债/其他,0.0,0,0,0.0,否
023030.OF,招商稳嘉120天滚动持有纯债A,招商基金,纯债/其他,0.0,0,0,0.0,否
022031.OF,华安安恒回报A,华安基金,纯债/其他,0.0,0,0,0.0,否
019357.OF,大成兴远启航A,大成基金,纯债/其他,0.0,0,0,0.0,否
023615.OF,银华远景D,银华基金,纯债/其他,0.0,0,0,0.0,否
019358.OF,大成兴远启航C,大成基金,纯债/其他,0.0,0,0,0.0,否
022032.OF,华安安恒回报C,华安基金,纯债/其他,0.0,0,0,0.0,否
022092.OF,华商研究驱动A,华商基金,纯债/其他,0.0,0,0,0.0,否
023358.OF,中欧稳添90天滚动持有A,中欧基金,纯债/其他,0.0,0,0,0.0,否
020497.OF,安信均衡增长A,安信基金,纯债/其他,0.0,0,0,0.0,否
022093.OF,华商研究驱动C,华商基金,纯债/其他,0.0,0,0,0.0,否
023359.OF,中欧稳添90天滚动持有C,中欧基金,纯债/其他,0.0,0,0,0.0,否
020498.OF,安信均衡增长C,安信基金,纯债/其他,0.0,0,0,0.0,否
023509.OF,金鹰同业存单指数7天持有,金鹰基金,纯债/其他,0.0,0,0,0.0,否
023671.OF,华商收益增强C,华商基金,纯债/其他,0.0,0,0,0.0,否
023618.OF,富国天丰强化收益C,富国基金,纯债/其他,0.0,0,0,0.0,否
023626.OF,南方崇元E,南方基金,纯债/其他,0.0,0,0,0.0,否
023459.OF,交银安悦平衡养老目标三年持有Y,交银施罗德基金,纯债/其他,0.0,0,0,0.0,否
023310.OF,博时恒泰E,博时基金,纯债/其他,0.0,0,0,0.0,否
023366.OF,南华丰利量化选股C,南华基金,纯债/其他,0.0,0,0,0.0,否
023365.OF,南华丰利量化选股A,南华基金,纯债/其他,0.0,0,0,0.0,否
023646.OF,前海开源鼎瑞D,前海开源基金,纯债/其他,0.0,0,0,0.0,否
023527.OF,凯石元鑫C,凯石基金,纯债/其他,0.0,0,0,0.0,否
022669.OF,尚正正达C,尚正基金,纯债/其他,0.0,0,0,0.0,否
023284.OF,华夏聚益优选三个月持有A,华夏基金,纯债/其他,0.0,0,0,0.0,否
023285.OF,华夏聚益优选三个月持有C,华夏基金,纯债/其他,0.0,0,0,0.0,否
023605.OF,申万菱信量化对冲策略C,申万菱信基金,纯债/其他,0.0,0,0,0.0,否
022154.OF,华泰柏瑞红利精选C,华泰柏瑞基金,纯债/其他,0.0,0,0,0.0,否
022153.OF,华泰柏瑞红利精选A,华泰柏瑞基金,纯债/其他,0.0,0,0,0.0,否
023606.OF,平安鑫瑞F,平安基金,纯债/其他,0.0,0,0,0.0,否
022333.OF,广发同远回报C,广发基金,纯债/其他,0.0,0,0,0.0,否
022332.OF,广发同远回报A,广发基金,纯债/其他,0.0,0,0,0.0,否
018006.OF,前海开源沪港深龙头精选C,前海开源基金,纯债/其他,0.0,0,0,0.0,否
023526.OF,凯石元鑫A,凯石基金,纯债/其他,0.0,0,0,0.0,否
022668.OF,尚正正达A,尚正基金,纯债/其他,0.0,0,0,0.0,否
023611.OF,中信保诚双盈C,中信保诚基金,纯债/其他,0.0,0,0,0.0,否
023557.OF,富安达富祥利率债D,富安达基金,纯债/其他,0.0,0,0,0.0,否
006866.OF,汇安嘉鑫纯债C,汇安基金,纯债/其他,0.0,0,0,0.0,否
021857.OF,东方红远见精选A,东方红资产管理,纯债/其他,0.0,0,0,0.0,否
021858.OF,东方红远见精选C,东方红资产管理,纯债/其他,0.0,0,0,0.0,否
023599.OF,中信保诚安鑫回报D,中信保诚基金,纯债/其他,0.0,0,0,0.0,否
023600.OF,中信保诚安鑫回报E,中信保诚基金,纯债/其他,0.0,0,0,0.0,否
023604.OF,景顺长城景泰益利C,景顺长城基金,纯债/其他,0.0,0,0,0.0,否
022492.OF,金元顺安鑫怡A,金元顺安基金,纯债/其他,0.0,0,0,0.0,否
022493.OF,金元顺安鑫怡C,金元顺安基金,纯债/其他,0.0,0,0,0.0,否
021095.OF,东方低碳经济C,东方基金,纯债/其他,0.0,0,0,0.0,否
022491.OF,华商恒鑫回报C,华商基金,纯债/其他,0.0,0,0,0.0,否
021094.OF,东方低碳经济A,东方基金,纯债/其他,0.0,0,0,0.0,否
022843.OF,摩根恒鑫C,摩根基金,纯债/其他,0.0,0,0,0.0,否
018797.OF,海富通远见回报C,海富通基金,纯债/其他,0.0,0,0,0.0,否
022842.OF,摩根恒鑫A,摩根基金,纯债/其他,0.0,0,0,0.0,否
018796.OF,海富通远见回报A,海富通基金,纯债/其他,0.0,0,0,0.0,否
022490.OF,华商恒鑫回报A,华商基金,纯债/其他,0.0,0,0,0.0,否
023591.OF,南方全球精选C,南方基金,纯债/其他,0.0,0,0,0.0,否
023559.OF,招商普盛全球配置C,招商基金,纯债/其他,0.0,0,0,0.0,否
022636.OF,宏利同业存单指数7天持有,宏利基金,纯债/其他,0.0,0,0,0.0,否
023409.OF,银河强化收益C,银河基金,纯债/其他,0.0,0,0,0.0,否
023465.OF,国投瑞银和兴E,国投瑞银基金,纯债/其他,0.0,0,0,0.0,否
023581.OF,金鹰民族新兴C,金鹰基金,纯债/其他,0.0,0,0,0.0,否
023489.OF,国投瑞银恒泽中短债E,国投瑞银基金,纯债/其他,0.0,0,0,0.0,否
023578.OF,平安添裕E,平安基金,纯债/其他,0.0,0,0,0.0,否
015400.OF,弘毅远方甄选A,弘毅远方基金,纯债/其他,0.0,0,0,0.0,否
023289.OF,国泰多策略收益灵活C,国泰基金,纯债/其他,0.0,0,0,0.0,否
015401.OF,弘毅远方甄选C,弘毅远方基金,纯债/其他,0.0,0,0,0.0,否
022657.OF,建信丰融A,建信基金,纯债/其他,0.0,0,0,0.0,否
023542.OF,平安恒泽E,平安基金,纯债/其他,0.0,0,0,0.0,否
022658.OF,建信丰融C,建信基金,纯债/其他,0.0,0,0,0.0,否
023216.OF,华安众利120天持有A,华安基金,纯债/其他,0.0,0,0,0.0,否
023452.OF,中欧信息科技C,中欧基金,纯债/其他,0.0,0,0,0.0,否
023543.OF,平安恒鑫E,平安基金,纯债/其他,0.0,0,0,0.0,否
023546.OF,永赢悦享B,永赢基金,纯债/其他,0.0,0,0,0.0,否
023513.OF,银华增强收益D,银华基金,纯债/其他,0.0,0,0,0.0,否
023533.OF,鑫元中债3-5年国开行D,鑫元基金,纯债/其他,0.0,0,0,0.0,否
023451.OF,中欧信息科技A,中欧基金,纯债/其他,0.0,0,0,0.0,否
023217.OF,华安众利120天持有C,华安基金,纯债/其他,0.0,0,0,0.0,否
022836.OF,建信中债0-3年政金债指数A,建信基金,纯债/其他,0.0,0,0,0.0,否
022624.OF,万家鑫明C,万家基金,纯债/其他,0.0,0,0,0.0,否
022623.OF,万家鑫明A,万家基金,纯债/其他,0.0,0,0,0.0,否
023470.OF,国投瑞银稳定增利E,国投瑞银基金,纯债/其他,0.0,0,0,0.0,否
022837.OF,建信中债0-3年政金债指数C,建信基金,纯债/其他,0.0,0,0,0.0,否
023490.OF,国投瑞银中高等级E,国投瑞银基金,纯债/其他,0.0,0,0,0.0,否
021899.OF,融通品质优选A,融通基金,纯债/其他,0.0,0,0,0.0,否
023511.OF,华商瑞丰短债F,华商基金,纯债/其他,0.0,0,0,0.0,否
021900.OF,融通品质优选C,融通基金,纯债/其他,0.0,0,0,0.0,否
023510.OF,博时中债7-10年政策性金融债D,博时基金,纯债/其他,0.0,0,0,0.0,否
019627.OF,中邮定期开放E,中邮基金,纯债/其他,0.0,0,0,0.0,否
023512.OF,景顺长城景颐丰利F,景顺长城基金,纯债/其他,0.0,0,0,0.0,否
022203.OF,富国盈和臻选3个月持有C,富国基金,纯债/其他,0.0,0,0,0.0,否
023450.OF,博时稳定价值E,博时基金,纯债/其他,0.0,0,0,0.0,否
022202.OF,富国盈和臻选3个月持有A,富国基金,纯债/其他,0.0,0,0,0.0,否
023276.OF,中银淳利三个月持有C,中银基金,纯债/其他,0.0,0,0,0.0,否
023100.OF,金信周期价值C,金信基金,纯债/其他,0.0,0,0,0.0,否
023275.OF,中银淳利三个月持有A,中银基金,纯债/其他,0.0,0,0,0.0,否
023099.OF,金信周期价值A,金信基金,纯债/其他,0.0,0,0,0.0,否
023398.OF,尚正研究睿选C,尚正基金,纯债/其他,0.0,0,0,0.0,否
022192.OF,华宝稳健优选三个月持有C,华宝基金,纯债/其他,0.0,0,0,0.0,否
023309.OF,博时宏观回报E,博时基金,纯债/其他,0.0,0,0,0.0,否
023443.OF,永赢鑫辰E,永赢基金,纯债/其他,0.0,0,0,0.0,否
022191.OF,华宝稳健优选三个月持有A,华宝基金,纯债/其他,0.0,0,0,0.0,否
023397.OF,尚正研究睿选A,尚正基金,纯债/其他,0.0,0,0,0.0,否
023237.OF,富国安嘉60天滚动持有A,富国基金,纯债/其他,0.0,0,0,0.0,否
022595.OF,金鹰安荣配置两年持有D,金鹰基金,纯债/其他,0.0,0,0,0.0,否
023238.OF,富国安嘉60天滚动持有C,富国基金,纯债/其他,0.0,0,0,0.0,否
023428.OF,南方养老目标日期2050五年持有Y,南方基金,纯债/其他,0.0,0,0,0.0,否
023406.OF,汇添富纯债B,汇添富基金,纯债/其他,0.0,0,0,0.0,否
023270.OF,景顺长城量化对冲策略三个月C,景顺长城基金,纯债/其他,0.0,0,0,0.0,否
023245.OF,东海启元添益6个月持有C,东海基金,纯债/其他,0.0,0,0,0.0,否
023244.OF,东海启元添益6个月持有A,东海基金,纯债/其他,0.0,0,0,0.0,否
023350.OF,诺安多策略C,诺安基金,纯债/其他,0.0,0,0,0.0,否
023417.OF,天弘荣创一年持有E,天弘基金,纯债/其他,0.0,0,0,0.0,否
023416.OF,天弘丰益E,天弘基金,纯债/其他,0.0,0,0,0.0,否
023403.OF,前海开源鼎裕D,前海开源基金,纯债/其他,0.0,0,0,0.0,否
023364.OF,平安添悦E,平安基金,纯债/其他,0.0,0,0,0.0,否
020985.OF,汇安景气成长A,汇安基金,纯债/其他,0.0,0,0,0.0,否
020986.OF,汇安景气成长C,汇安基金,纯债/其他,0.0,0,0,0.0,否
022547.OF,泓德悦享一年持有A,泓德基金,纯债/其他,0.0,0,0,0.0,否
022548.OF,泓德悦享一年持有C,泓德基金,纯债/其他,0.0,0,0,0.0,否
021965.OF,泓德智选启鑫A,泓德基金,纯债/其他,0.0,0,0,0.0,否
021966.OF,泓德智选启鑫C,泓德基金,纯债/其他,0.0,0,0,0.0,否
023391.OF,天弘合利E,天弘基金,纯债/其他,0.0,0,0,0.0,否
023392.OF,景顺长城稳健增益F,景顺长城基金,纯债/其他,0.0,0,0,0.0,否
021967.OF,西部利得均衡优选A,西部利得基金,纯债/其他,0.0,0,0,0.0,否
022320.OF,汇添富弘瑞回报A,汇添富基金,纯债/其他,0.0,0,0,0.0,否
023346.OF,博时裕新纯债C,博时基金,纯债/其他,0.0,0,0,0.0,否
023269.OF,景顺长城量化成长演化C,景顺长城基金,纯债/其他,0.0,0,0,0.0,否
021431.OF,景顺长城精锐成长A,景顺长城基金,纯债/其他,0.0,0,0,0.0,否
021814.OF,华泰柏瑞红利量化选股A,华泰柏瑞基金,纯债/其他,0.0,0,0,0.0,否
022321.OF,汇添富弘瑞回报C,汇添富基金,纯债/其他,0.0,0,0,0.0,否
022197.OF,华富鼎信3个月持有A,华富基金,纯债/其他,0.0,0,0,0.0,否
022198.OF,华富鼎信3个月持有C,华富基金,纯债/其他,0.0,0,0,0.0,否
021968.OF,西部利得均衡优选C,西部利得基金,纯债/其他,0.0,0,0,0.0,否
022803.OF,西部利得消费精选C,西部利得基金,纯债/其他,0.0,0,0,0.0,否
021815.OF,华泰柏瑞红利量化选股C,华泰柏瑞基金,纯债/其他,0.0,0,0,0.0,否
021432.OF,景顺长城精锐成长C,景顺长城基金,纯债/其他,0.0,0,0,0.0,否
022802.OF,西部利得消费精选A,西部利得基金,纯债/其他,0.0,0,0,0.0,否
023040.OF,中欧多利A,中欧基金,纯债/其他,0.0,0,0,0.0,否
023210.OF,国泰海通君得盈D,国泰海通资管,纯债/其他,0.0,0,0,0.0,否
023256.OF,东海增益E,东海基金,纯债/其他,0.0,0,0,0.0,否
023263.OF,景顺长城内需增长C,景顺长城基金,纯债/其他,0.0,0,0,0.0,否
023264.OF,景顺长城内需增长贰号C,景顺长城基金,纯债/其他,0.0,0,0,0.0,否
023041.OF,中欧多利C,中欧基金,纯债/其他,0.0,0,0,0.0,否
023159.OF,上银先进制造C,上银基金,纯债/其他,0.0,0,0,0.0,否
023158.OF,上银先进制造A,上银基金,纯债/其他,0.0,0,0,0.0,否
023004.OF,兴全盈鑫多元配置三个月持有C,兴证全球基金,纯债/其他,0.0,0,0,0.0,否
021747.OF,南方悦享稳健添利C,南方基金,纯债/其他,0.0,0,0,0.0,否
021746.OF,南方悦享稳健添利A,南方基金,纯债/其他,0.0,0,0,0.0,否
023135.OF,农银创新驱动A,农银汇理基金,纯债/其他,0.0,0,0,0.0,否
023136.OF,农银创新驱动C,农银汇理基金,纯债/其他,0.0,0,0,0.0,否
023277.OF,华夏鼎合A,华夏基金,纯债/其他,0.0,0,0,0.0,否
023278.OF,华夏鼎合C,华夏基金,纯债/其他,0.0,0,0,0.0,否
022718.OF,永赢锐见进取C,永赢基金,纯债/其他,0.0,0,0,0.0,否
022717.OF,永赢锐见进取A,永赢基金,纯债/其他,0.0,0,0,0.0,否
022682.OF,平安盈弘6个月持有A,平安基金,纯债/其他,0.0,0,0,0.0,否
