基金代码,基金名称,基金公司,固收+类型,股票仓位(%),债券贡献(%),加的贡献(%),90天规模变化(%),易方达/鹏华
016200.OF,汇添富全球汽车产业升级美元现汇,汇添富基金,纯债/其他,0.0,0,0,0.0,否
016201.OF,汇添富全球汽车产业升级美元现钞,汇添富基金,纯债/其他,0.0,0,0,0.0,否
016199.OF,汇添富全球汽车产业升级A,汇添富基金,纯债/其他,0.0,0,0,0.0,否
016202.OF,汇添富全球汽车产业升级C,汇添富基金,纯债/其他,0.0,0,0,0.0,否
013783.OF,兴银竞争优势A,兴银基金,纯债/其他,0.0,0,0,0.0,否
016604.OF,国泰嘉睿纯债C,国泰基金,纯债/其他,0.0,0,0,0.0,否
015986.OF,中海新兴成长六个月持有,中海基金,纯债/其他,0.0,0,0,0.0,否
016438.OF,鑫元惠丰纯债A,鑫元基金,纯债/其他,0.0,0,0,0.0,否
016494.OF,农银汇理新能源主题C,农银汇理基金,纯债/其他,0.0,0,0,0.0,否
015220.OF,鹏扬产业智选一年持有C,鹏扬基金,纯债/其他,0.0,0,0,0.0,否
015343.OF,长安优势行业A,长安基金,纯债/其他,0.0,0,0,0.0,否
016439.OF,鑫元惠丰纯债C,鑫元基金,纯债/其他,0.0,0,0,0.0,否
015344.OF,长安优势行业C,长安基金,纯债/其他,0.0,0,0,0.0,否
015219.OF,鹏扬产业智选一年持有A,鹏扬基金,纯债/其他,0.0,0,0,0.0,否
015478.OF,国联融盛双盈C,国联基金,纯债/其他,0.0,0,0,0.0,否
016338.OF,财通资管通达稳利3个月持有A,财通证券资管,纯债/其他,0.0,0,0,0.0,否
016118.OF,贝莱德先进制造一年持有C,贝莱德基金,纯债/其他,0.0,0,0,0.0,否
016146.OF,工银安裕积极一年持有A,工银瑞信基金,纯债/其他,0.0,0,0,0.0,否
016117.OF,贝莱德先进制造一年持有A,贝莱德基金,纯债/其他,0.0,0,0,0.0,否
013246.OF,宏利养老目标2030一年持有A,宏利基金,纯债/其他,0.0,0,0,0.0,否
015477.OF,国联融盛双盈A,国联基金,纯债/其他,0.0,0,0,0.0,否
015418.OF,银华华利均衡优选一年持有,银华基金,纯债/其他,0.0,0,0,0.0,否
016339.OF,财通资管通达稳利3个月持有C,财通证券资管,纯债/其他,0.0,0,0,0.0,否
016147.OF,工银安裕积极一年持有C,工银瑞信基金,纯债/其他,0.0,0,0,0.0,否
015963.OF,汇安品质优选A,汇安基金,纯债/其他,0.0,0,0,0.0,否
016192.OF,永赢安悦60天持有中短债C,永赢基金,纯债/其他,0.0,0,0,0.0,否
015571.OF,创金合信医药优选3个月持有C,创金合信基金,纯债/其他,0.0,0,0,0.0,否
015964.OF,汇安品质优选C,汇安基金,纯债/其他,0.0,0,0,0.0,否
016166.OF,万家颐远均衡一年持有A,万家基金,纯债/其他,0.0,0,0,0.0,否
015445.OF,申万菱信绿色纯债A,申万菱信基金,纯债/其他,0.0,0,0,0.0,否
015446.OF,申万菱信绿色纯债C,申万菱信基金,纯债/其他,0.0,0,0,0.0,否
016022.OF,华安优嘉精选C,华安基金,纯债/其他,0.0,0,0,0.0,否
015570.OF,创金合信医药优选3个月持有A,创金合信基金,纯债/其他,0.0,0,0,0.0,否
016247.OF,天弘裕享一年定开,天弘基金,纯债/其他,0.0,0,0,0.0,否
016021.OF,华安优嘉精选A,华安基金,纯债/其他,0.0,0,0,0.0,否
016162.OF,天弘永利优享C,天弘基金,纯债/其他,0.0,0,0,0.0,否
015476.OF,广发景阳纯债,广发基金,纯债/其他,0.0,0,0,0.0,否
016191.OF,永赢安悦60天持有中短债A,永赢基金,纯债/其他,0.0,0,0,0.0,否
016161.OF,天弘永利优享A,天弘基金,纯债/其他,0.0,0,0,0.0,否
016362.OF,建信同业存单指数7天持有,建信基金,纯债/其他,0.0,0,0,0.0,否
016167.OF,万家颐远均衡一年持有C,万家基金,纯债/其他,0.0,0,0,0.0,否
016557.OF,长盛安鑫中短债E,长盛基金,纯债/其他,0.0,0,0,0.0,否
159650.SZ,国开债ETF博时,博时基金,纯债/其他,0.0,0,0,0.0,否
016213.OF,中银证券安添3个月定开C,中银证券,纯债/其他,0.0,0,0,0.0,否
016580.OF,万家双利C,万家基金,纯债/其他,0.0,0,0,0.0,否
016370.OF,信澳业绩驱动A,信达澳亚基金,纯债/其他,0.0,0,0,0.0,否
016003.OF,广发集远A,广发基金,纯债/其他,0.0,0,0,0.0,否
016556.OF,万家量化睿选C,万家基金,纯债/其他,0.0,0,0,0.0,否
016371.OF,信澳业绩驱动C,信达澳亚基金,纯债/其他,0.0,0,0,0.0,否
016004.OF,广发集远C,广发基金,纯债/其他,0.0,0,0,0.0,否
016520.OF,中银稳进策略C,中银基金,纯债/其他,0.0,0,0,0.0,否
016212.OF,中银证券安添3个月定开A,中银证券,纯债/其他,0.0,0,0,0.0,否
015925.OF,万家鑫融纯债A,万家基金,纯债/其他,0.0,0,0,0.0,否
016126.OF,景顺长城景泰永利纯债A,景顺长城基金,纯债/其他,0.0,0,0,0.0,否
016127.OF,景顺长城景泰永利纯债C,景顺长城基金,纯债/其他,0.0,0,0,0.0,否
015926.OF,万家鑫融纯债C,万家基金,纯债/其他,0.0,0,0,0.0,否
016563.OF,金鹰红利价值C,金鹰基金,纯债/其他,0.0,0,0,0.0,否
015698.OF,华夏磐润两年定开C,华夏基金,纯债/其他,0.0,0,0,0.0,否
014969.OF,中信建投景润3个月定开C,中信建投基金,纯债/其他,0.0,0,0,0.0,否
016461.OF,华宝核心优势C,华宝基金,纯债/其他,0.0,0,0,0.0,否
016106.OF,申万菱信兴乐优选C,申万菱信基金,纯债/其他,0.0,0,0,0.0,否
014452.OF,天弘惠享一年定开,天弘基金,纯债/其他,0.0,0,0,0.0,否
014968.OF,中信建投景润3个月定开A,中信建投基金,纯债/其他,0.0,0,0,0.0,否
016105.OF,申万菱信兴乐优选A,申万菱信基金,纯债/其他,0.0,0,0,0.0,否
016540.OF,中加颐鑫纯债C,中加基金,纯债/其他,0.0,0,0,0.0,否
015697.OF,华夏磐润两年定开A,华夏基金,纯债/其他,0.0,0,0,0.0,否
015357.OF,摩根慧享成长A,摩根基金,纯债/其他,0.0,0,0,0.0,否
014947.OF,南方高质量优选C,南方基金,纯债/其他,0.0,0,0,0.0,否
016311.OF,中欧优质企业A,中欧基金,纯债/其他,0.0,0,0,0.0,否
015358.OF,摩根慧享成长C,摩根基金,纯债/其他,0.0,0,0,0.0,否
015228.OF,华夏创新研选C,华夏基金,纯债/其他,0.0,0,0,0.0,否
016313.OF,富国研究精选C,富国基金,纯债/其他,0.0,0,0,0.0,否
015227.OF,华夏创新研选A,华夏基金,纯债/其他,0.0,0,0,0.0,否
015288.OF,永赢优质生活C,永赢基金,纯债/其他,0.0,0,0,0.0,否
009819.OF,嘉实鑫福一年持有,嘉实基金,纯债/其他,0.0,0,0,0.0,否
016312.OF,中欧优质企业C,中欧基金,纯债/其他,0.0,0,0,0.0,否
014783.OF,招商远见成长A,招商基金,纯债/其他,0.0,0,0,0.0,否
016308.OF,景顺长城北交所精选两年定开C,景顺长城基金,纯债/其他,0.0,0,0,0.0,否
014946.OF,南方高质量优选A,南方基金,纯债/其他,0.0,0,0,0.0,否
016307.OF,景顺长城北交所精选两年定开A,景顺长城基金,纯债/其他,0.0,0,0,0.0,否
016142.OF,华安沣悦A,华安基金,纯债/其他,0.0,0,0,0.0,否
015287.OF,永赢优质生活A,永赢基金,纯债/其他,0.0,0,0,0.0,否
014784.OF,招商远见成长C,招商基金,纯债/其他,0.0,0,0,0.0,否
016143.OF,华安沣悦C,华安基金,纯债/其他,0.0,0,0,0.0,否
015902.OF,博时优质精选A,博时基金,纯债/其他,0.0,0,0,0.0,否
014474.OF,中欧安悦一年定开,中欧基金,纯债/其他,0.0,0,0,0.0,否
016235.OF,浦银安盛普诚纯债A,浦银安盛基金,纯债/其他,0.0,0,0,0.0,否
016536.OF,中加颐享纯债C,中加基金,纯债/其他,0.0,0,0,0.0,否
015903.OF,博时优质精选C,博时基金,纯债/其他,0.0,0,0,0.0,否
016236.OF,浦银安盛普诚纯债C,浦银安盛基金,纯债/其他,0.0,0,0,0.0,否
016418.OF,摩根创新商业模式C,摩根基金,纯债/其他,0.0,0,0,0.0,否
014778.OF,国寿安保安和纯债,国寿安保基金,纯债/其他,0.0,0,0,0.0,否
511520.SH,政金债ETF富国,富国基金,纯债/其他,0.0,0,0,0.0,否
016466.OF,国泰海通量化选股A,国泰海通资管,纯债/其他,0.0,0,0,0.0,否
015092.OF,汇安远见成长A,汇安基金,纯债/其他,0.0,0,0,0.0,否
008569.OF,中航瑞智纯债A,中航基金,纯债/其他,0.0,0,0,0.0,否
015094.OF,华商300智选A,华商基金,纯债/其他,0.0,0,0,0.0,否
008570.OF,中航瑞智纯债C,中航基金,纯债/其他,0.0,0,0,0.0,否
015095.OF,华商300智选C,华商基金,纯债/其他,0.0,0,0,0.0,否
016467.OF,国泰海通量化选股C,国泰海通资管,纯债/其他,0.0,0,0,0.0,否
015035.OF,银华核心动力精选A,银华基金,纯债/其他,0.0,0,0,0.0,否
015093.OF,汇安远见成长C,汇安基金,纯债/其他,0.0,0,0,0.0,否
016497.OF,建信鑫享短债D,建信基金,纯债/其他,0.0,0,0,0.0,否
015036.OF,银华核心动力精选C,银华基金,纯债/其他,0.0,0,0,0.0,否
016462.OF,华宝生态中国C,华宝基金,纯债/其他,0.0,0,0,0.0,否
016296.OF,英大通佑一年定开纯债,英大基金,纯债/其他,0.0,0,0,0.0,否
016302.OF,兴业180天持有C,兴业基金,纯债/其他,0.0,0,0,0.0,否
016427.OF,汇添富丰利短债D,汇添富基金,纯债/其他,0.0,0,0,0.0,否
016301.OF,兴业180天持有A,兴业基金,纯债/其他,0.0,0,0,0.0,否
016474.OF,交银稳固收益C,交银施罗德基金,纯债/其他,0.0,0,0,0.0,否
016303.OF,中信建投北交所精选两年定开A,中信建投基金,纯债/其他,0.0,0,0,0.0,否
015381.OF,东方兴瑞趋势领航A,东方基金,纯债/其他,0.0,0,0,0.0,否
015382.OF,东方兴瑞趋势领航C,东方基金,纯债/其他,0.0,0,0,0.0,否
014444.OF,汇丰晋信丰盈C,汇丰晋信基金,纯债/其他,0.0,0,0,0.0,否
014992.OF,嘉合磐恒C,嘉合基金,纯债/其他,0.0,0,0,0.0,否
014443.OF,汇丰晋信丰盈A,汇丰晋信基金,纯债/其他,0.0,0,0,0.0,否
016304.OF,中信建投北交所精选两年定开C,中信建投基金,纯债/其他,0.0,0,0,0.0,否
014991.OF,嘉合磐恒A,嘉合基金,纯债/其他,0.0,0,0,0.0,否
016025.OF,工银稳健丰瑞90天持有C,工银瑞信基金,纯债/其他,0.0,0,0,0.0,否
016024.OF,工银稳健丰瑞90天持有A,工银瑞信基金,纯债/其他,0.0,0,0,0.0,否
015730.OF,东海鑫宁利率债三个月定开,东海基金,纯债/其他,0.0,0,0,0.0,否
016241.OF,嘉实稳泽纯债C,嘉实基金,纯债/其他,0.0,0,0,0.0,否
015335.OF,上银慧信利三个月定开,上银基金,纯债/其他,0.0,0,0,0.0,否
016294.OF,华安宏利C,华安基金,纯债/其他,0.0,0,0,0.0,否
016290.OF,华安国企改革C,华安基金,纯债/其他,0.0,0,0,0.0,否
015464.OF,兴全兴益A,兴证全球基金,纯债/其他,0.0,0,0,0.0,否
016293.OF,华安核心优选C,华安基金,固收+股票(低),0.29,0,0,0.0,否
015465.OF,兴全兴益C,兴证全球基金,纯债/其他,0.0,0,0,0.0,否
016289.OF,华安沪港深通精选C,华安基金,纯债/其他,0.0,0,0,0.0,否
014785.OF,华安添顺,华安基金,纯债/其他,0.0,0,0,0.0,否
014391.OF,华安添信,华安基金,纯债/其他,0.0,0,0,0.0,否
016472.OF,天弘增益回报D,天弘基金,纯债/其他,0.0,0,0,0.0,否
016099.OF,华安成长创新C,华安基金,纯债/其他,0.0,0,0,0.0,否
014803.OF,汇安添利18个月持有A,汇安基金,纯债/其他,0.0,0,0,0.0,否
016402.OF,摩根内需动力C,摩根基金,纯债/其他,0.0,0,0,0.0,否
015732.OF,尚正新能源产业A,尚正基金,纯债/其他,0.0,0,0,0.0,否
016081.OF,财通资管通达稳健3个月持有C,财通证券资管,纯债/其他,0.0,0,0,0.0,否
014804.OF,汇安添利18个月持有C,汇安基金,纯债/其他,0.0,0,0,0.0,否
016403.OF,财通多利E,财通基金,纯债/其他,0.0,0,0,0.0,否
015733.OF,尚正新能源产业C,尚正基金,纯债/其他,0.0,0,0,0.0,否
016080.OF,财通资管通达稳健3个月持有A,财通证券资管,纯债/其他,0.0,0,0,0.0,否
016400.OF,摩根智选30C,摩根基金,纯债/其他,0.0,0,0,0.0,否
015611.OF,万家匠心致远一年持有C,万家基金,纯债/其他,0.0,0,0,0.0,否
014945.OF,蜂巢润和六个月持有C,蜂巢基金,纯债/其他,0.0,0,0,0.0,否
015938.OF,平安盈福6个月持有A,平安基金,纯债/其他,0.0,0,0,0.0,否
015939.OF,平安盈福6个月持有C,平安基金,纯债/其他,0.0,0,0,0.0,否
014944.OF,蜂巢润和六个月持有A,蜂巢基金,纯债/其他,0.0,0,0,0.0,否
015610.OF,万家匠心致远一年持有A,万家基金,纯债/其他,0.0,0,0,0.0,否
014593.OF,西部利得聚优一年持有,西部利得基金,纯债/其他,0.0,0,0,0.0,否
016015.OF,博远利兴纯债一年定开,博远基金,纯债/其他,0.0,0,0,0.0,否
970185.OF,招商资管核心优势C,招商资管,纯债/其他,0.0,0,0,0.0,否
016190.OF,国联恒通纯债C,国联基金,纯债/其他,0.0,0,0,0.0,否
880006.OF,招商资管核心优势D,招商资管,纯债/其他,0.0,0,0,0.0,否
016189.OF,国联恒通纯债A,国联基金,纯债/其他,0.0,0,0,0.0,否
970184.OF,招商资管核心优势A,招商资管,纯债/其他,0.0,0,0,0.0,否
015606.OF,广发集祥A,广发基金,纯债/其他,0.0,0,0,0.0,否
016238.OF,华夏数字经济龙头C,华夏基金,纯债/其他,0.0,0,0,0.0,否
016322.OF,嘉实安益A,嘉实基金,纯债/其他,0.0,0,0,0.0,否
015607.OF,广发集祥C,广发基金,纯债/其他,0.0,0,0,0.0,否
016237.OF,华夏数字经济龙头A,华夏基金,纯债/其他,0.0,0,0,0.0,否
016374.OF,华泰柏瑞新金融地产C,华泰柏瑞基金,纯债/其他,0.0,0,0,0.0,否
016295.OF,新华利率债E,新华基金,纯债/其他,0.0,0,0,0.0,否
014962.OF,国联兴鸿优选C,国联基金,纯债/其他,0.0,0,0,0.0,否
014961.OF,国联兴鸿优选A,国联基金,纯债/其他,0.0,0,0,0.0,否
016398.OF,九泰锐益C,九泰基金,纯债/其他,0.0,0,0,0.0,否
014987.OF,华安产业趋势A,华安基金,纯债/其他,0.0,0,0,0.0,否
014988.OF,华安产业趋势C,华安基金,纯债/其他,0.0,0,0,0.0,否
015579.OF,南方宝祥C,南方基金,纯债/其他,0.0,0,0,0.0,否
015578.OF,南方宝祥A,南方基金,纯债/其他,0.0,0,0,0.0,否
014040.OF,民生加银金融优选A,民生加银基金,纯债/其他,0.0,0,0,0.0,否
016160.OF,天弘安恒60天滚动持有C,天弘基金,纯债/其他,0.0,0,0,0.0,否
015137.OF,国富均衡增长A,国海富兰克林基金,纯债/其他,0.0,0,0,0.0,否
015664.OF,易米开鑫价值优选C,易米基金,纯债/其他,0.0,0,0,0.0,否
015264.OF,中泰星汇平衡三个月持有A,中泰证券资管,纯债/其他,0.0,0,0,0.0,否
014788.OF,长城产业趋势A,长城基金,纯债/其他,0.0,0,0,0.0,否
015750.OF,博时优享回报C,博时基金,纯债/其他,0.0,0,0,0.0,否
014409.OF,创金合信兴选产业趋势C,创金合信基金,纯债/其他,0.0,0,0,0.0,否
014789.OF,长城产业趋势C,长城基金,纯债/其他,0.0,0,0,0.0,否
016263.OF,银华高端制造业C,银华基金,纯债/其他,0.0,0,0,0.0,否
015696.OF,农银汇理绿色能源精选,农银汇理基金,纯债/其他,0.0,0,0,0.0,否
015100.OF,华泰柏瑞低碳经济智选A,华泰柏瑞基金,纯债/其他,0.0,0,0,0.0,否
015265.OF,中泰星汇平衡三个月持有C,中泰证券资管,纯债/其他,0.0,0,0,0.0,否
014408.OF,创金合信兴选产业趋势A,创金合信基金,纯债/其他,0.0,0,0,0.0,否
015138.OF,国富均衡增长C,国海富兰克林基金,纯债/其他,0.0,0,0,0.0,否
015269.OF,招商瑞联1年持有C,招商基金,纯债/其他,0.0,0,0,0.0,否
015132.OF,鹏扬稳健优选一年持有C,鹏扬基金,纯债/其他,0.0,0,0,0.0,否
015749.OF,博时优享回报A,博时基金,纯债/其他,0.0,0,0,0.0,否
015101.OF,华泰柏瑞低碳经济智选C,华泰柏瑞基金,纯债/其他,0.0,0,0,0.0,否
015131.OF,鹏扬稳健优选一年持有A,鹏扬基金,纯债/其他,0.0,0,0,0.0,否
015663.OF,易米开鑫价值优选A,易米基金,纯债/其他,0.0,0,0,0.0,否
015268.OF,招商瑞联1年持有A,招商基金,纯债/其他,0.0,0,0,0.0,否
014041.OF,民生加银金融优选C,民生加银基金,纯债/其他,0.0,0,0,0.0,否
016335.OF,汇丰晋信动态策略C,汇丰晋信基金,纯债/其他,0.0,0,0,0.0,否
015135.OF,工银专精特新A,工银瑞信基金,纯债/其他,0.0,0,0,0.0,否
014487.OF,汇添富淳享一年定开C,汇添富基金,纯债/其他,0.0,0,0,0.0,否
015136.OF,工银专精特新C,工银瑞信基金,纯债/其他,0.0,0,0,0.0,否
014486.OF,汇添富淳享一年定开A,汇添富基金,纯债/其他,0.0,0,0,0.0,否
014343.OF,泰康丰盛纯债一年定开,泰康基金,纯债/其他,0.0,0,0,0.0,否
013214.OF,大摩安盈稳固六个月持有A,摩根士丹利基金,纯债/其他,0.0,0,0,0.0,否
014823.OF,长信稳兴三个月定开A,长信基金,纯债/其他,0.0,0,0,0.0,否
011563.OF,淳厚利加A,淳厚基金,纯债/其他,0.0,0,0,0.0,否
011564.OF,淳厚利加C,淳厚基金,纯债/其他,0.0,0,0,0.0,否
880002.OF,招商资管招朝鑫中短债A,招商资管,纯债/其他,0.0,0,0,0.0,否
970182.OF,招商资管招朝鑫中短债C,招商资管,纯债/其他,0.0,0,0,0.0,否
014824.OF,长信稳兴三个月定开C,长信基金,纯债/其他,0.0,0,0,0.0,否
013215.OF,大摩安盈稳固六个月持有C,摩根士丹利基金,纯债/其他,0.0,0,0,0.0,否
014462.OF,光大汇佳A,光大保德信基金,纯债/其他,0.0,0,0,0.0,否
015909.OF,方正富邦鸿远C,方正富邦基金,纯债/其他,0.0,0,0,0.0,否
015908.OF,方正富邦鸿远A,方正富邦基金,纯债/其他,0.0,0,0,0.0,否
014463.OF,光大汇佳C,光大保德信基金,纯债/其他,0.0,0,0,0.0,否
014312.OF,大成优质精选C,大成基金,纯债/其他,0.0,0,0,0.0,否
016282.OF,建信内生动力C,建信基金,纯债/其他,0.0,0,0,0.0,否
014311.OF,大成优质精选A,大成基金,纯债/其他,0.0,0,0,0.0,否
016030.OF,湘财成长优选一年持有C,湘财基金,纯债/其他,0.0,0,0,0.0,否
016029.OF,湘财成长优选一年持有A,湘财基金,纯债/其他,0.0,0,0,0.0,否
014679.OF,永赢添添悦6个月持有C,永赢基金,纯债/其他,0.0,0,0,0.0,否
016034.OF,建信鑫福60天持有中短债A,建信基金,纯债/其他,0.0,0,0,0.0,否
014678.OF,永赢添添悦6个月持有A,永赢基金,纯债/其他,0.0,0,0,0.0,否
015805.OF,景顺长城景颐尊利A,景顺长城基金,纯债/其他,0.0,0,0,0.0,否
014816.OF,财通资管鸿慧中短债C,财通证券资管,纯债/其他,0.0,0,0,0.0,否
014815.OF,财通资管鸿慧中短债A,财通证券资管,纯债/其他,0.0,0,0,0.0,否
014374.OF,景顺长城隽丰平衡养老目标三年持有A,景顺长城基金,纯债/其他,0.0,0,0,0.0,否
015830.OF,平安惠复纯债A,平安基金,纯债/其他,0.0,0,0,0.0,否
015831.OF,平安惠复纯债C,平安基金,纯债/其他,0.0,0,0,0.0,否
015326.OF,交银慧选睿信一年持有A,交银施罗德基金,纯债/其他,0.0,0,0,0.0,否
014817.OF,财通资管鸿慧中短债E,财通证券资管,纯债/其他,0.0,0,0,0.0,否
015806.OF,景顺长城景颐尊利C,景顺长城基金,纯债/其他,0.0,0,0,0.0,否
016035.OF,建信鑫福60天持有中短债C,建信基金,纯债/其他,0.0,0,0,0.0,否
015327.OF,交银慧选睿信一年持有C,交银施罗德基金,纯债/其他,0.0,0,0,0.0,否
014482.OF,华夏融盛可持续一年持有A,华夏基金,纯债/其他,0.0,0,0,0.0,否
016141.OF,汇添富稳瑞30天滚动中短债C,汇添富基金,纯债/其他,0.0,0,0,0.0,否
016140.OF,汇添富稳瑞30天滚动中短债A,汇添富基金,纯债/其他,0.0,0,0,0.0,否
014483.OF,华夏融盛可持续一年持有C,华夏基金,纯债/其他,0.0,0,0,0.0,否
015298.OF,华夏聚泓优选一年持有C,华夏基金,纯债/其他,0.0,0,0,0.0,否
014726.OF,广发成长动力三年持有C,广发基金,纯债/其他,0.0,0,0,0.0,否
014725.OF,广发成长动力三年持有A,广发基金,纯债/其他,0.0,0,0,0.0,否
015297.OF,华夏聚泓优选一年持有A,华夏基金,纯债/其他,0.0,0,0,0.0,否
014687.OF,招商核心装备C,招商基金,纯债/其他,0.0,0,0,0.0,否
014686.OF,招商核心装备A,招商基金,纯债/其他,0.0,0,0,0.0,否
014290.OF,南方晨利一年定开,南方基金,纯债/其他,0.0,0,0,0.0,否
011629.OF,银河核心优势A,银河基金,纯债/其他,0.0,0,0,0.0,否
015832.OF,永赢宏泰A,永赢基金,纯债/其他,0.0,0,0,0.0,否
015833.OF,永赢宏泰C,永赢基金,纯债/其他,0.0,0,0,0.0,否
015285.OF,国投瑞银产业转型一年持有A,国投瑞银基金,纯债/其他,0.0,0,0,0.0,否
016182.OF,华安安进灵活配置C,华安基金,纯债/其他,0.0,0,0,0.0,否
016181.OF,华安添祥6个月持有C,华安基金,纯债/其他,0.0,0,0,0.0,否
015286.OF,国投瑞银产业转型一年持有C,国投瑞银基金,纯债/其他,0.0,0,0,0.0,否
016183.OF,华安安华C,华安基金,纯债/其他,0.0,0,0,0.0,否
016262.OF,银华智荟内在价值C,银华基金,纯债/其他,0.0,0,0,0.0,否
016179.OF,华安新活力C,华安基金,纯债/其他,0.0,0,0,0.0,否
016270.OF,博时富鑫纯债C,博时基金,纯债/其他,0.0,0,0,0.0,否
015164.OF,鑫元晟利一年定开,鑫元基金,纯债/其他,0.0,0,0,0.0,否
013680.OF,华安品质甄选A,华安基金,纯债/其他,0.0,0,0,0.0,否
016194.OF,恒生前海恒悦纯债C,恒生前海基金,纯债/其他,0.0,0,0,0.0,否
015883.OF,平安盈泽1年持有C,平安基金,纯债/其他,0.0,0,0,0.0,否
016193.OF,恒生前海恒悦纯债A,恒生前海基金,纯债/其他,0.0,0,0,0.0,否
016038.OF,汇添富丰润中短债C,汇添富基金,纯债/其他,0.0,0,0,0.0,否
016039.OF,汇添富丰润中短债E,汇添富基金,纯债/其他,0.0,0,0,0.0,否
013681.OF,华安品质甄选C,华安基金,纯债/其他,0.0,0,0,0.0,否
015882.OF,平安盈泽1年持有A,平安基金,纯债/其他,0.0,0,0,0.0,否
015700.OF,平安均衡成长2年持有C,平安基金,纯债/其他,0.0,0,0,0.0,否
014070.OF,汇添富均衡增长三个月持有A,汇添富基金,纯债/其他,0.0,0,0,0.0,否
016131.OF,国泰海通品质生活C,国泰海通资管,纯债/其他,0.0,0,0,0.0,否
015654.OF,交银稳鑫短债D,交银施罗德基金,纯债/其他,0.0,0,0,0.0,否
015999.OF,中欧预见稳健养老一年持有A,中欧基金,纯债/其他,0.0,0,0,0.0,否
016130.OF,国泰海通品质生活A,国泰海通资管,纯债/其他,0.0,0,0,0.0,否
014071.OF,汇添富均衡增长三个月持有C,汇添富基金,纯债/其他,0.0,0,0,0.0,否
015699.OF,平安均衡成长2年持有A,平安基金,纯债/其他,0.0,0,0,0.0,否
016257.OF,华宝动力组合C,华宝基金,纯债/其他,0.0,0,0,0.0,否
016198.OF,大成科创主题C,大成基金,纯债/其他,0.0,0,0,0.0,否
015553.OF,融通价值成长A,融通基金,纯债/其他,0.0,0,0,0.0,否
015554.OF,融通价值成长C,融通基金,纯债/其他,0.0,0,0,0.0,否
016259.OF,鑫元安鑫回报C,鑫元基金,纯债/其他,0.0,0,0,0.0,否
016234.OF,财通景气行业C,财通基金,纯债/其他,0.0,0,0,0.0,否
015789.OF,永赢高端装备智选A,永赢基金,纯债/其他,0.0,0,0,0.0,否
016214.OF,富安达长盈C,富安达基金,纯债/其他,0.0,0,0,0.0,否
016246.OF,天弘新价值C,天弘基金,纯债/其他,0.0,0,0,0.0,否
016255.OF,中信保诚优胜精选C,中信保诚基金,纯债/其他,0.0,0,0,0.0,否
016258.OF,中信保诚创新成长C,中信保诚基金,纯债/其他,0.0,0,0,0.0,否
016254.OF,中信保诚精萃成长C,中信保诚基金,纯债/其他,0.0,0,0,0.0,否
016256.OF,中信保诚中小盘C,中信保诚基金,纯债/其他,0.0,0,0,0.0,否
016169.OF,嘉实价值优势C,嘉实基金,纯债/其他,0.0,0,0,0.0,否
015790.OF,永赢高端装备智选C,永赢基金,纯债/其他,0.0,0,0,0.0,否
015333.OF,天弘合利A,天弘基金,纯债/其他,0.0,0,0,0.0,否
015334.OF,天弘合利C,天弘基金,纯债/其他,0.0,0,0,0.0,否
014966.OF,永赢坤益,永赢基金,纯债/其他,0.0,0,0,0.0,否
015910.OF,鑫元裕丰,鑫元基金,纯债/其他,0.0,0,0,0.0,否
015811.OF,兴全恒泰一年定开,兴证全球基金,纯债/其他,0.0,0,0,0.0,否
016218.OF,中银证券慧泽平衡3个月持有C,中银证券,纯债/其他,0.0,0,0,0.0,否
015629.OF,招商添兴6个月定开A,招商基金,纯债/其他,0.0,0,0,0.0,否
016066.OF,英大同业存单指数7天持有,英大基金,纯债/其他,0.0,0,0,0.0,否
016217.OF,中银证券慧泽平衡3个月持有A,中银证券,纯债/其他,0.0,0,0,0.0,否
016112.OF,国投瑞银顺熙一年定开,国投瑞银基金,纯债/其他,0.0,0,0,0.0,否
014354.OF,东方欣冉九个月持有A,东方基金,纯债/其他,0.0,0,0,0.0,否
015595.OF,交银臻选回报C,交银施罗德基金,纯债/其他,0.0,0,0,0.0,否
014355.OF,东方欣冉九个月持有C,东方基金,纯债/其他,0.0,0,0,0.0,否
016094.OF,华泰紫金添鑫30天滚动中短债C,华泰证券资管,纯债/其他,0.0,0,0,0.0,否
016172.OF,鹏扬利泽D,鹏扬基金,纯债/其他,0.0,0,0,0.0,否
016093.OF,华泰紫金添鑫30天滚动中短债A,华泰证券资管,纯债/其他,0.0,0,0,0.0,否
015960.OF,创金合信同业存单指数7天持有,创金合信基金,纯债/其他,0.0,0,0,0.0,否
015315.OF,富国汇享三个月定开A,富国基金,纯债/其他,0.0,0,0,0.0,否
016153.OF,中银慧泽稳健3个月持有A,中银基金,纯债/其他,0.0,0,0,0.0,否
016136.OF,中银证券慧泽稳健3个月持有A,中银证券,纯债/其他,0.0,0,0,0.0,否
016137.OF,中银证券慧泽稳健3个月持有C,中银证券,纯债/其他,0.0,0,0,0.0,否
015979.OF,安信恒鑫增强C,安信基金,纯债/其他,0.0,0,0,0.0,否
016048.OF,华商新量化C,华商基金,纯债/其他,0.0,0,0,0.0,否
014955.OF,国联安添益增长A,国联安基金,纯债/其他,0.0,0,0,0.0,否
016042.OF,华安稳健回报C,华安基金,纯债/其他,0.0,0,0,0.0,否
016071.OF,华安智联C,华安基金,纯债/其他,0.0,0,0,0.0,否
015316.OF,富国汇享三个月定开C,富国基金,纯债/其他,0.0,0,0,0.0,否
