基金代码,基金名称,基金公司,基金类型,投资类型,股票仓位(%),3个月收益(%),6个月收益(%),9个月收益(%),重点管理人
022226.OF,鹏华双债加利D,鹏华基金,债券型,债券型,0.0,2.361769352290688,3.3495494058537467,14.539508573448835,是
022577.OF,鹏华信用增利D,鹏华基金,债券型,增利型,0.0,1.4244759003762875,3.1526195899772347,7.665240133143136,是
019602.OF,鹏华精新添利A,鹏华基金,债券型,债券型,0.0,0.0,-0.7142227316815242,7.217672824223942,是
019603.OF,鹏华精新添利C,鹏华基金,债券型,债券型,0.0,0.0,-0.6967104682952696,7.217672824223942,是
017414.OF,易方达安盈回报C,易方达基金,混合型,混合型,0.0,0.0,0.0,7.139588100686511,是
022261.OF,鹏华丰利D,鹏华基金,债券型,债券型,0.0,1.5915119363395291,0.0,4.315260873265814,是
017820.OF,鹏华丰利C,鹏华基金,债券型,债券型,0.0,1.4911965504850855,0.0,4.0044186688759975,是
015257.OF,鹏华畅享C,鹏华基金,债券型,债券型,0.0,0.0,1.0096497498213175,3.772718927850205,是
022263.OF,鹏华丰诚B,鹏华基金,债券型,债券型,0.0,1.13073544528548,1.7966324898880837,3.0863021527909984,是
019287.OF,鹏华丰诚D,鹏华基金,债券型,债券型,0.0,1.1301989150090286,0.0,3.078057321905825,是
015802.OF,鹏华稳健恒利A,鹏华基金,债券型,债券型,0.0,0.4790981681540796,1.9346230820547206,2.737489194121623,是
015803.OF,鹏华稳健恒利C,鹏华基金,债券型,债券型,0.0,0.4076988717170771,1.79755839661635,2.5070177136772953,是
022984.OF,鹏华纯债B,鹏华基金,债券型,债券型,0.0,0.0,1.10873370939506,2.4842271293375573,是
022280.OF,鹏华纯债A,鹏华基金,债券型,债券型,0.0,0.641025641025661,1.095627102354646,2.454465764098579,是
022989.OF,鹏华丰收A,鹏华基金,债券型,收益型,0.0,0.0,0.0,1.862745098039209,是
020739.OF,鹏华稳益180天持有A,鹏华基金,债券型,债券型,0.0,0.0,1.4835112916942395,1.7527238275698576,是
020317.OF,鹏华丰达C,鹏华基金,债券型,债券型,0.0,0.8021895054737493,0.0,1.6270218839200767,是
020740.OF,鹏华稳益180天持有C,鹏华基金,债券型,债券型,0.0,0.0,1.3837550943038845,1.5955931237534582,是
018080.OF,鹏华稳健添利A,鹏华基金,债券型,债券型,0.0,0.4179918218991219,0.7108356875968225,1.5250344510794545,是
021068.OF,鹏华双季乐180天持有A,鹏华基金,债券型,债券型,0.0,0.0,1.2679950424254072,1.4323911382734922,是
018081.OF,鹏华稳健添利C,鹏华基金,债券型,债券型,0.0,0.37463450292396505,0.0,1.3656916120697637,是
023069.OF,鹏华添泽120天滚动持有C,鹏华基金,债券型,债券型,0.0,0.0,1.2344459806438834,1.3645802432512344,是
022991.OF,鹏华丰收D,鹏华基金,债券型,收益型,0.0,0.0,0.0,1.274509803921564,是
017989.OF,易方达安益90天持有A,易方达基金,债券型,债券型,0.0,0.0,0.0,1.261057782796926,是
013808.OF,易方达稳悦120天滚动持有短债A,易方达基金,债券型,债券型,0.0,0.0,0.0,1.2401855817273377,是
014446.OF,鹏华稳瑞中短债A,鹏华基金,债券型,债券型,0.0,0.0,1.0648948757622678,1.2215132178669208,是
021069.OF,鹏华双季乐180天持有C,鹏华基金,债券型,债券型,0.0,0.0,1.1300517142309952,1.1978917105893494,是
017990.OF,易方达安益90天持有C,易方达基金,债券型,债券型,0.0,0.0,0.0,1.1145744781335676,是
020318.OF,鹏华丰宁C,鹏华基金,债券型,债券型,0.0,0.0,1.1902476483010238,1.0835171157349777,是
016609.OF,鹏华丰启,鹏华基金,债券型,债券型,0.0,0.7836102719033233,1.1848341232227444,1.0507383566830564,是
015530.OF,鹏华稳福中短债A,鹏华基金,债券型,债券型,0.0,0.0,0.8280254777070173,1.0210593490746822,是
013536.OF,鹏华稳华90天滚动持有A,鹏华基金,债券型,债券型,0.0,0.0,0.7793818085200632,1.0209517045454364,是
020448.OF,鹏华双季红180天持有C,鹏华基金,债券型,债券型,0.0,0.627928772258679,0.0,0.9401146939926663,是
022236.OF,鹏华稳瑞中短债E,鹏华基金,债券型,债券型,0.0,0.0,0.8897485493229995,0.9287925696594312,是
022131.OF,鹏华普利E,鹏华基金,债券型,债券型,0.0,0.0,1.0330578512396604,0.9238329238329124,是
022163.OF,鹏华稳利短债D,鹏华基金,债券型,债券型,0.0,0.5109560774294808,0.768397202246085,0.9075663411265644,是
013537.OF,鹏华稳华90天滚动持有C,鹏华基金,债券型,债券型,0.0,0.0,0.6873158975274407,0.8764085136826916,是
015531.OF,鹏华稳福中短债C,鹏华基金,债券型,债券型,0.0,0.0,0.6797097455681245,0.7815373299007167,是
019302.OF,鹏华产业债C,鹏华基金,债券型,债券型,0.0,0.6713313161875734,0.0,0.6618133686300265,是
018087.OF,鹏华双债增利C,鹏华基金,债券型,债券型,0.0,0.14184397163119478,0.047236655644766756,0.6175771971496324,是
015653.OF,鹏华永平6个月定开,鹏华基金,债券型,债券型,0.0,0.5649717514124353,0.8732813080639223,0.5929219937002239,是
019539.OF,鹏华丰玉C,鹏华基金,债券型,债券型,0.0,0.4130679684566374,0.8771102518155383,0.5641218503196654,是
019204.OF,鹏华丰康C,鹏华基金,债券型,债券型,0.0,0.7987531657899893,1.0546874999999956,0.5636540330417938,是
013538.OF,鹏华永宁3个月定开,鹏华基金,债券型,债券型,0.0,0.6792729943088105,1.022381873445699,0.5500550055005604,是
022761.OF,鹏华绿色,鹏华基金,债券型,债券型,0.0,0.45450054342455193,0.0,0.5339661821417874,是
016331.OF,鹏华创兴增利D,鹏华基金,债券型,债券型,0.0,0.0,0.5331862474719395,0.5331862474719395,是
014315.OF,鹏华双季享180天持有A,鹏华基金,债券型,债券型,0.0,0.0,0.9627611262488678,0.5245071441490445,是
022207.OF,鹏华丰恒B,鹏华基金,债券型,债券型,0.0,0.4804863698764317,0.6977201257861498,0.5100539480137112,是
016890.OF,鹏华稳健增利C,鹏华基金,债券型,债券型,0.0,0.4447882421195093,0.5906846131499943,0.4739336492890933,是
015260.OF,鹏华永鑫一年定开,鹏华基金,债券型,债券型,0.0,0.0,0.7489543818694822,0.3974023456431164,是
014316.OF,鹏华双季享180天持有C,鹏华基金,债券型,债券型,0.0,0.0,0.8690084156604438,0.37320225741852564,是
022142.OF,鹏华金利D,鹏华基金,债券型,债券型,0.0,0.0,0.9913623871220967,0.3315455875182671,是
020636.OF,鹏华丰恒C,鹏华基金,债券型,债券型,0.0,0.35033086804201474,0.43829745787473673,0.09706853038244923,是
026198.OF,易方达悦恒稳健C,易方达基金,债券型,债券型,0.0,0.0,0.0,0.0,是
026197.OF,易方达悦恒稳健A,易方达基金,债券型,债券型,0.0,0.0,0.0,0.0,是
026437.OF,鹏华添鑫90天持有C,鹏华基金,债券型,债券型,0.0,0.0,0.0,0.0,是
026436.OF,鹏华添鑫90天持有A,鹏华基金,债券型,债券型,0.0,0.0,0.0,0.0,是
026049.OF,华夏卓安A,华夏基金,债券型,债券型,0.0,0.0,0.0,0.0,是
026050.OF,华夏卓安C,华夏基金,债券型,债券型,0.0,0.0,0.0,0.0,是
026133.OF,鹏华睿和90天持有A,鹏华基金,债券型,债券型,0.0,0.0,0.0,0.0,是
026134.OF,鹏华睿和90天持有C,鹏华基金,债券型,债券型,0.0,0.0,0.0,0.0,是
025950.OF,鹏华易选稳健3个月持有A,鹏华基金,混合型,混合型,0.0,0.0,0.0,0.0,是
025951.OF,鹏华易选稳健3个月持有C,鹏华基金,混合型,混合型,0.0,0.0,0.0,0.0,是
026022.OF,华夏增利一年持有C,华夏基金,债券型,债券型,0.0,0.0,0.0,0.0,是
026021.OF,华夏增利一年持有A,华夏基金,债券型,债券型,0.0,0.0,0.0,0.0,是
025731.OF,鹏华睿享180天持有C,鹏华基金,债券型,债券型,0.0,0.0,0.0,0.0,是
025730.OF,鹏华睿享180天持有A,鹏华基金,债券型,债券型,0.0,0.0,0.0,0.0,是
026026.OF,华夏六个月滚动持有C,华夏基金,债券型,债券型,0.0,0.0,0.0,0.0,是
026025.OF,华夏六个月滚动持有A,华夏基金,债券型,债券型,0.0,0.0,0.0,0.0,是
026080.OF,鹏华创兴增利E,鹏华基金,债券型,债券型,0.0,0.0,0.0,0.0,是
025630.OF,鹏华安泰中短债C,鹏华基金,债券型,债券型,0.0,0.0,0.0,0.0,是
025629.OF,鹏华安泰中短债A,鹏华基金,债券型,债券型,0.0,0.6676623034349349,0.0,0.0,是
025631.OF,鹏华睿丰A,鹏华基金,债券型,债券型,0.0,0.0,0.0,0.0,是
025915.OF,鹏华产业债D,鹏华基金,债券型,债券型,0.0,1.2682244857199931,0.0,0.0,是
025632.OF,鹏华睿丰C,鹏华基金,债券型,债券型,0.0,0.0,0.0,0.0,是
025031.OF,华夏盈泰稳健六个月持有,华夏基金,混合型,混合型,0.0,0.0,0.0,0.0,是
025375.OF,鹏华稳健添利F,鹏华基金,债券型,债券型,0.0,0.4180768465060769,0.7087950484176764,0.0,是
024296.OF,华夏6个月持有A,华夏基金,债券型,债券型,0.0,0.38778959928407186,0.0,0.0,是
024297.OF,华夏6个月持有C,华夏基金,债券型,债券型,0.0,0.32835820895522616,0.0,0.0,是
025057.OF,易方达价值回报,易方达基金,混合型,混合型,0.0,0.0,0.0,0.0,是
024933.OF,华夏臻选回报A,华夏基金,混合型,混合型,0.0,0.0,0.0,0.0,是
024934.OF,华夏臻选回报B,华夏基金,混合型,混合型,0.0,0.0,0.0,0.0,是
024935.OF,华夏臻选回报C,华夏基金,混合型,混合型,0.0,0.0,0.0,0.0,是
024850.OF,华夏安裕中短债C,华夏基金,债券型,债券型,0.0,0.0,0.0,0.0,是
024851.OF,华夏安裕中短债E,华夏基金,债券型,债券型,0.0,0.7449645911891789,0.0,0.0,是
024849.OF,华夏安裕中短债A,华夏基金,债券型,债券型,0.0,0.7441433164905753,0.0,0.0,是
024285.OF,易方达安如30天持有C,易方达基金,债券型,债券型,0.0,0.0,0.0,0.0,是
024284.OF,易方达安如30天持有A,易方达基金,债券型,债券型,0.0,0.0,0.0,0.0,是
024784.OF,华夏债券优化一年持有A,华夏基金,债券型,债券型,0.0,0.0,0.0,0.0,是
024807.OF,华夏稳健回报C,华夏基金,混合型,混合型,0.0,0.0,0.0,0.0,是
024785.OF,华夏债券优化一年持有C,华夏基金,债券型,债券型,0.0,0.0,0.0,0.0,是
024806.OF,华夏稳健回报A,华夏基金,混合型,混合型,0.0,0.0,0.0,0.0,是
024781.OF,华夏信盈一年持有,华夏基金,债券型,债券型,0.0,0.0,0.0,0.0,是
024783.OF,华夏债券增强六个月持有C,华夏基金,债券型,债券型,0.0,0.0,0.0,0.0,是
024782.OF,华夏债券增强六个月持有A,华夏基金,债券型,债券型,0.0,0.0,-0.0458211143694931,0.0,是
024987.OF,鹏华稳健添利D,鹏华基金,债券型,债券型,0.0,0.39655001487062247,0.64599483204133,0.0,是
160641.SZ,鹏华丰锐LOF,鹏华基金,债券型,债券型,0.0,0.0,0.0,0.0,是
024444.OF,华夏瑞享回报C,华夏基金,混合型,混合型,0.0,0.0,0.0,0.0,是
024443.OF,华夏瑞享回报A,华夏基金,混合型,混合型,0.0,0.0,0.0,0.0,是
024428.OF,鹏华畅享D,鹏华基金,债券型,债券型,0.0,0.0,0.0,0.0,是
023636.OF,易方达安旭90天持有A,易方达基金,债券型,债券型,0.0,0.0,0.0,0.0,是
023637.OF,易方达安旭90天持有C,易方达基金,债券型,债券型,0.0,0.0,0.0,0.0,是
024205.OF,华夏卓享D,华夏基金,债券型,债券型,0.0,0.0,0.0,0.0,是
023538.OF,华夏安和A,华夏基金,债券型,债券型,0.0,0.0,0.0,0.0,是
023539.OF,华夏安和C,华夏基金,债券型,债券型,0.0,0.0,0.0,0.0,是
023772.OF,鹏华稳健添利E,鹏华基金,债券型,债券型,0.0,0.0,0.0,0.0,是
023284.OF,华夏聚益优选三个月持有A,华夏基金,债券型,债券型,0.0,0.0,0.0,0.0,是
023285.OF,华夏聚益优选三个月持有C,华夏基金,债券型,债券型,0.0,0.0,0.0,0.0,是
022772.OF,易方达稳裕120天滚动持有A,易方达基金,债券型,债券型,0.0,0.0,0.0,0.0,是
022773.OF,易方达稳裕120天滚动持有C,易方达基金,债券型,债券型,0.0,0.0,0.0,0.0,是
023302.OF,鹏华添和30天持有C,鹏华基金,债券型,债券型,0.0,0.5133774311383288,0.8618981573211837,0.0,是
023301.OF,鹏华添和30天持有A,鹏华基金,债券型,债券型,0.0,0.0,0.0,0.0,是
023277.OF,华夏鼎合A,华夏基金,债券型,债券型,0.0,0.0,0.0,0.0,是
023278.OF,华夏鼎合C,华夏基金,债券型,债券型,0.0,0.0,0.0,0.0,是
023068.OF,鹏华添泽120天滚动持有A,鹏华基金,债券型,债券型,0.0,0.0,1.330835962145116,0.0,是
022574.OF,鹏华丰达D,鹏华基金,债券型,债券型,0.0,0.8160886039055626,0.0,0.0,是
022510.OF,鹏华丰盛稳固收益A,鹏华基金,债券型,债券型,0.0,0.0,0.0,0.0,是
022477.OF,鹏华丰顺C,鹏华基金,债券型,债券型,0.0,0.0,1.3154076796595415,0.0,是
022264.OF,鹏华丰诚E,鹏华基金,债券型,债券型,0.0,1.032960841393571,1.6054396071395027,0.0,是
022256.OF,鹏华丰鑫C,鹏华基金,债券型,债券型,0.0,0.5965186778799092,0.616197183098599,0.0,是
022257.OF,鹏华丰鑫D,鹏华基金,债券型,债券型,0.0,0.6246340035135578,0.0,0.0,是
022273.OF,鹏华丰和E,鹏华基金,债券型,债券型,0.0,-0.019743336623889718,0.11862396204032066,0.0,是
022260.OF,鹏华丰利E,鹏华基金,债券型,债券型,0.0,1.4572449821281364,2.2538333641234143,0.0,是
022233.OF,鹏华双债增利D,鹏华基金,债券型,债券型,0.0,0.24942440521871223,0.24942440521871223,0.0,是
022232.OF,鹏华双债保利A,鹏华基金,债券型,债券型,0.0,0.0,0.0,0.0,是
022227.OF,鹏华丰瑞D,鹏华基金,债券型,债券型,0.0,0.7253479709860899,0.13642564802183177,0.0,是
022220.OF,鹏华丰盈D,鹏华基金,债券型,债券型,0.0,0.0,0.0,0.0,是
022235.OF,鹏华稳瑞中短债C,鹏华基金,债券型,债券型,0.0,0.0,0.9665647499753405,0.0,是
022221.OF,鹏华稳健增利E,鹏华基金,债券型,债券型,0.0,0.44886807181889754,0.5568037510989665,0.0,是
022188.OF,鹏华丰泽A,鹏华基金,债券型,债券型,0.0,0.0,1.8206469107108214,0.0,是
022156.OF,鹏华可转债D,鹏华基金,债券型,债券型,0.0,0.0,0.528824182281129,0.0,是
021424.OF,易方达悦丰稳健C,易方达基金,债券型,债券型,0.0,0.0,0.0,0.0,是
021423.OF,易方达悦丰稳健A,易方达基金,债券型,债券型,0.0,0.0,0.0,0.0,是
022118.OF,鹏华丰玉E,鹏华基金,债券型,债券型,0.0,0.0,0.0,0.0,是
021819.OF,华夏聚顺优选六个月持有C,华夏基金,债券型,债券型,0.0,0.0,0.0,0.0,是
021818.OF,华夏聚顺优选六个月持有A,华夏基金,债券型,债券型,0.0,0.0,0.0,0.0,是
021898.OF,易方达汇享稳健养老一年持有Y,易方达基金,混合型,混合型,0.0,0.0,0.0,0.0,是
021657.OF,华夏纯债D,华夏基金,债券型,债券型,0.0,0.0,0.0,0.0,是
021486.OF,华夏聚丰稳健目标D,华夏基金,混合型,混合型,0.0,0.0,0.0,0.0,是
021414.OF,华夏稳健增利4个月滚动持有E,华夏基金,债券型,债券型,0.0,0.0,0.0,0.0,是
021403.OF,鹏华丰实D,鹏华基金,债券型,债券型,0.0,0.0,0.0,0.0,是
020084.OF,易方达纯债D,易方达基金,债券型,债券型,0.0,0.0,0.0,0.0,是
021144.OF,易方达高等级信用债D,易方达基金,债券型,债券型,0.0,0.0,0.0,0.0,是
020892.OF,易方达安丰六个月持有C,易方达基金,债券型,债券型,0.0,0.0,0.0,0.0,是
020891.OF,易方达安丰六个月持有A,易方达基金,债券型,债券型,0.0,0.0,0.0,0.0,是
018834.OF,易方达汇享稳健养老一年持有A,易方达基金,混合型,混合型,0.0,0.0,0.0,0.0,是
021154.OF,鹏华3个月中短债E,鹏华基金,债券型,债券型,0.0,0.0,0.0,0.0,是
020752.OF,华夏安悦C,华夏基金,债券型,债券型,0.0,0.0,0.0,0.0,是
020751.OF,华夏安悦A,华夏基金,债券型,债券型,0.0,0.0,0.0,0.0,是
019663.OF,易方达兴利180天持有C,易方达基金,债券型,债券型,0.0,0.0,0.0,0.0,是
019662.OF,易方达兴利180天持有A,易方达基金,债券型,债券型,0.0,0.0,0.0,0.0,是
020820.OF,华夏短债D,华夏基金,债券型,债券型,0.0,0.0,0.0,0.0,是
018899.OF,易方达悦和稳健C,易方达基金,债券型,债券型,0.0,0.34420289855070507,0.5171944469648748,0.0,是
018898.OF,易方达悦和稳健A,易方达基金,债券型,债券型,0.0,0.0,0.6941314342378213,0.0,是
020566.OF,华夏鼎昭利率债C,华夏基金,债券型,债券型,0.0,0.0,0.0,0.0,是
020447.OF,鹏华双季红180天持有A,鹏华基金,债券型,债券型,0.0,0.0,0.0,0.0,是
020565.OF,华夏鼎昭利率债A,华夏基金,债券型,债券型,0.0,0.0,0.0,0.0,是
020626.OF,鹏华丰庆C,鹏华基金,债券型,债券型,0.0,0.0,0.0,0.0,是
020149.OF,易方达安泽180天持有A,易方达基金,债券型,债券型,0.0,0.0,0.0,0.0,是
020150.OF,易方达安泽180天持有C,易方达基金,债券型,债券型,0.0,0.0,0.0,0.0,是
020040.OF,易方达安嘉30天持有A,易方达基金,债券型,债券型,0.0,0.0,0.0,0.0,是
020041.OF,易方达安嘉30天持有C,易方达基金,债券型,债券型,0.0,0.0,0.0,0.0,是
018532.OF,鹏华丰景,鹏华基金,债券型,债券型,0.0,0.0,0.0,0.0,是
019264.OF,易方达安瑞短债D,易方达基金,债券型,债券型,0.0,0.0,0.0,0.0,是
020082.OF,易方达信用债D,易方达基金,债券型,债券型,0.0,0.0,0.0,0.0,是
020083.OF,易方达投资级信用债D,易方达基金,债券型,债券型,0.0,0.0,0.0,0.0,是
020112.OF,鹏华丰恒D,鹏华基金,债券型,债券型,0.0,0.0,0.0,0.0,是
019470.OF,华夏信兴回报A,华夏基金,混合型,混合型,0.0,0.0,0.0,0.0,是
019471.OF,华夏信兴回报C,华夏基金,混合型,混合型,0.0,0.0,0.0,0.0,是
018179.OF,华夏鼎庆一年定开,华夏基金,债券型,债券型,0.0,0.0,0.0,0.0,是
019580.OF,易方达安汇120天持有C,易方达基金,债券型,债券型,0.0,0.0,0.0,0.0,是
019579.OF,易方达安汇120天持有A,易方达基金,债券型,债券型,0.0,0.0,0.0,0.0,是
019044.OF,华夏鼎创C,华夏基金,债券型,债券型,0.0,0.0,0.0,0.0,是
019043.OF,华夏鼎创A,华夏基金,债券型,债券型,0.0,0.0,0.0,0.0,是
019606.OF,易方达富惠D,易方达基金,债券型,债券型,0.0,0.2947823523631543,0.0,0.0,是
017594.OF,易方达稳健腾享六个月持有A,易方达基金,混合型,混合型,0.0,0.0,0.0,0.0,是
017595.OF,易方达稳健腾享六个月持有C,易方达基金,混合型,混合型,0.0,0.0,0.0,0.0,是
018084.OF,鹏华信用债6个月持有C,鹏华基金,债券型,债券型,0.0,0.0,0.0,0.0,是
018083.OF,鹏华信用债6个月持有A,鹏华基金,债券型,债券型,0.0,0.0,0.0,0.0,是
002504.OF,鹏华永达中短债6个月定开A,鹏华基金,债券型,债券型,0.0,0.0,0.0,0.0,是
002505.OF,鹏华永达中短债6个月定开C,鹏华基金,债券型,债券型,0.0,0.0,0.0,0.0,是
018798.OF,易方达安裕60天持有A,易方达基金,债券型,债券型,0.0,0.0,0.0,0.0,是
018799.OF,易方达安裕60天持有C,易方达基金,债券型,债券型,0.0,0.0,0.0,0.0,是
016951.OF,鹏华丰顺A,鹏华基金,债券型,债券型,0.0,0.0,0.0,0.0,是
017705.OF,易方达裕浙3个月定开,易方达基金,债券型,债券型,0.0,0.0,0.0,0.0,是
018588.OF,易方达优势回报C,易方达基金,混合型,混合型,0.0,0.0,0.0,0.0,是
017420.OF,易方达裕祥回报C,易方达基金,债券型,债券型,0.0,0.0,0.0,0.0,是
015913.OF,华夏鼎安一年定开,华夏基金,债券型,债券型,0.0,0.0,0.0,0.0,是
017771.OF,华夏聚利C,华夏基金,债券型,债券型,0.0,0.0,1.8081874728771874,0.0,是
016889.OF,鹏华稳健增利A,鹏华基金,债券型,债券型,0.0,0.0,0.0,0.0,是
017621.OF,易方达富惠C,易方达基金,债券型,债券型,0.0,0.2661671924290232,0.0,0.0,是
016904.OF,华夏安益短债A,华夏基金,债券型,债券型,0.0,0.0,0.0,0.0,是
016905.OF,华夏安益短债C,华夏基金,债券型,债券型,0.0,0.0,0.0,0.0,是
017511.OF,鹏华稳健回报C,鹏华基金,混合型,混合型,0.0,0.0,0.0,0.0,是
017331.OF,易方达汇康稳健养老目标一年持有Y,易方达基金,混合型,混合型,0.0,0.0,0.0,0.0,是
017357.OF,华夏安盈稳健养老目标一年持有Y,华夏基金,混合型,混合型,0.0,0.0,0.0,0.0,是
017363.OF,华夏稳健养老一年Y,华夏基金,混合型,混合型,0.0,0.0,0.0,0.0,是
017356.OF,华夏安康稳健养老目标一年持有Y,华夏基金,混合型,混合型,0.0,0.0,0.0,0.0,是
017255.OF,易方达汇智稳健养老一年Y,易方达基金,混合型,混合型,0.0,0.0,0.0,0.0,是
017239.OF,鹏华长治稳健养老目标一年持有期Y,鹏华基金,混合型,混合型,0.0,0.0,0.0,0.0,是
017156.OF,易方达岁丰添利C,易方达基金,债券型,债券型,0.0,0.0,0.0,0.0,是
015532.OF,鹏华稳福中短债E,鹏华基金,债券型,债券型,0.0,0.0,0.0,0.0,是
016925.OF,华夏鼎辉A,华夏基金,债券型,债券型,0.0,0.0,0.0,0.0,是
016926.OF,华夏鼎辉C,华夏基金,债券型,债券型,0.0,0.0,0.0,0.0,是
015702.OF,华夏鼎誉三个月定开C,华夏基金,债券型,债券型,0.0,0.0,0.0,0.0,是
015701.OF,华夏鼎誉三个月定开A,华夏基金,债券型,债券型,0.0,0.0,0.0,0.0,是
016329.OF,鹏华创兴增利A,鹏华基金,债券型,债券型,0.0,0.0,0.0,0.0,是
015256.OF,鹏华畅享A,鹏华基金,债券型,债券型,0.0,0.0,1.1506461320587746,0.0,是
016699.OF,易方达丰和C,易方达基金,债券型,债券型,0.0,3.6318442311675803,3.474663908996889,0.0,是
016245.OF,易方达汇康稳健养老目标一年持有A,易方达基金,混合型,混合型,0.0,0.0,0.0,0.0,是
015716.OF,华夏稳享增利6个月滚动A,华夏基金,债券型,债券型,0.0,0.0,0.0,0.0,是
015717.OF,华夏稳享增利6个月滚动C,华夏基金,债券型,债券型,0.0,0.0,0.0,0.0,是
016344.OF,易方达裕惠回报C,易方达基金,混合型,混合型,0.0,0.0,0.0,0.0,是
016479.OF,易方达裕丰回报C,易方达基金,债券型,债券型,0.0,0.0,0.0,0.0,是
014481.OF,华夏鼎优C,华夏基金,债券型,债券型,0.0,0.0,0.0,0.0,是
014480.OF,华夏鼎优A,华夏基金,债券型,债券型,0.0,0.0,0.0,0.0,是
015209.OF,华夏鼎成一年定开,华夏基金,债券型,债券型,0.0,0.0,0.0,0.0,是
013545.OF,华夏卓信一年定开,华夏基金,债券型,债券型,0.0,0.0,0.0,0.0,是
161133.SZ,优势回报FOF-LOF,易方达基金,混合型,混合型,0.0,0.0,0.0,0.0,是
013158.OF,华夏安康稳健养老目标一年持有A,华夏基金,混合型,混合型,0.0,0.0,0.0,0.0,是
012795.OF,易方达裕兴3个月定开,易方达基金,债券型,债券型,0.0,0.0,1.1615099629518344,0.0,是
012076.OF,易方达稳健添利C,易方达基金,混合型,混合型,0.0,0.0,0.0,0.0,是
012075.OF,易方达稳健添利A,易方达基金,混合型,混合型,0.0,0.0,0.0,0.0,是
014517.OF,华夏30天滚动A,华夏基金,债券型,债券型,0.0,0.0,0.0,0.0,是
014518.OF,华夏30天滚动C,华夏基金,债券型,债券型,0.0,0.0,0.0,0.0,是
013459.OF,华夏稳鑫增利80天滚动持有A,华夏基金,债券型,债券型,0.0,0.0,0.0,0.0,是
013460.OF,华夏稳鑫增利80天滚动持有C,华夏基金,债券型,债券型,0.0,0.0,0.0,0.0,是
013497.OF,易方达裕华利率债3个月定开,易方达基金,债券型,债券型,0.0,0.0,0.0,0.0,是
013809.OF,易方达稳悦120天滚动持有短债C,易方达基金,债券型,债券型,0.0,0.0,0.0,0.0,是
013458.OF,华夏鼎业三个月定开C,华夏基金,债券型,债券型,0.0,0.0,0.0,0.0,是
013457.OF,华夏鼎业三个月定开A,华夏基金,债券型,债券型,0.0,0.0,0.0,0.0,是
013467.OF,华夏安盈稳健养老目标一年持有A,华夏基金,混合型,混合型,0.0,0.0,0.0,0.0,是
013780.OF,华夏鼎丰,华夏基金,债券型,债券型,0.0,0.0,0.0,0.0,是
016330.OF,鹏华创兴增利C,鹏华基金,债券型,债券型,0.0,0.0,0.13040425318486815,-0.06007208650380402,是
020421.OF,鹏华永兴,鹏华基金,债券型,债券型,0.0,0.0,1.1065413239326194,-0.2319064643926949,是
020368.OF,鹏华0-5年利率债C,鹏华基金,债券型,债券型,0.0,0.0,0.22267402459095198,-0.38491147036181506,是
016111.OF,鹏华丰尊,鹏华基金,债券型,债券型,0.0,0.6216610004856626,-0.9939787823759927,-1.4273479874393313,是
022990.OF,鹏华丰收C,鹏华基金,债券型,收益型,0.0,0.0,0.0,-1.5665796344647487,是
022511.OF,鹏华丰盛稳固收益D,鹏华基金,债券型,债券型,0.0,0.0,0.0,-2.5608194622279257,是
014875.OF,惠升惠远回报C,惠升基金,混合型,混合型,0.0,3.1634598717281914,6.115717214941596,43.44420342251145,否
020824.OF,汇泉安阳纯债C,汇泉基金,债券型,债券型,0.0,0.0,3.344087355751335,41.184946601118845,否
013636.OF,国投瑞银策略回报A,国投瑞银基金,混合型,混合型,0.0,-3.672225785760108,-0.8336772595955444,35.904977375565615,否
013637.OF,国投瑞银策略回报C,国投瑞银基金,混合型,混合型,0.0,-3.7818893145325605,-1.0394836113672534,35.45611015490533,否
015031.OF,博时远见回报C,博时基金,混合型,混合型,0.0,-11.37544435329506,-8.504481614792859,31.85516680227829,否
014502.OF,泰信汇盈A,泰信基金,债券型,债券型,0.0,0.0,0.0,23.58462892343798,否
023165.OF,博时转债增强E,博时基金,债券型,债券型,0.0,0.0,0.0,20.369022869022867,否
018409.OF,中欧价值回报A,中欧基金,混合型,混合型,0.0,0.0,-0.5474452554744436,18.753631609529343,否
023512.OF,景顺长城景颐丰利F,景顺长城基金,债券型,债券型,0.0,0.0,3.981360926471589,18.57466593732906,否
019328.OF,国泰金盛回报A,国泰基金,混合型,混合型,0.0,-2.0911638078316086,0.0,17.530762920426568,否
020062.OF,格林宏观回报A,格林基金,混合型,混合型,0.0,0.0,-6.4859746715587585,16.422308995800485,否
022744.OF,广发可转债D,广发基金,债券型,债券型,0.0,0.0,-2.450752287885838,16.31218790456814,否
020669.OF,国投瑞银弘信回报A,国投瑞银基金,混合型,混合型,0.0,0.3281378178835004,2.56625293525663,15.671994703490032,否
023992.OF,前海开源可转债C,前海开源基金,债券型,债券型,0.0,2.10020787040357,0.0,15.569979716024363,否
021925.OF,国投瑞银弘信回报C,国投瑞银基金,混合型,混合型,0.0,0.18217952964556527,2.2740721954518595,15.153245764325153,否
022276.OF,汇添富弘悦回报A,汇添富基金,混合型,混合型,0.0,3.8235294117647145,8.510451431582645,15.122996645546039,否
022277.OF,汇添富弘悦回报C,汇添富基金,混合型,混合型,0.0,3.714647530603621,8.314230294480684,14.77017937219729,否
014336.OF,金鹰元丰C,金鹰基金,债券型,债券型,0.0,0.0,0.0,13.674751705965814,否
