trade_date,ts_code,pct_change,amount
20250206,801110.SI,1.62,3538532.0
20250207,801110.SI,1.5,4470954.0
20250210,801110.SI,0.03,4037891.0
20250211,801110.SI,0.0,3796986.0
20250212,801110.SI,0.25,4098350.0
20250213,801110.SI,-0.38,4269709.0
20250214,801110.SI,0.27,4053793.0
20250217,801110.SI,-0.14,4086584.0
20250218,801110.SI,-1.53,3611031.0
20250219,801110.SI,0.36,3907863.0
20250220,801110.SI,0.31,3934759.0
20250221,801110.SI,0.26,5185363.0
20250224,801110.SI,0.46,4997124.0
20250225,801110.SI,-1.69,4616250.0
20250226,801110.SI,1.36,4729360.0
20250227,801110.SI,1.13,5337945.0
20250228,801110.SI,-1.96,4481119.0
20250303,801110.SI,-1.37,3476155.0
20250304,801110.SI,1.47,3588557.0
20250305,801110.SI,0.23,3270817.0
20250306,801110.SI,0.64,4107033.0
20250307,801110.SI,-0.5,3505237.0
20250310,801110.SI,0.49,2921736.0
20250311,801110.SI,-0.12,3064324.0
20250312,801110.SI,-0.7,3096348.0
20250313,801110.SI,-0.23,3189022.0
20250314,801110.SI,2.44,3676201.0
20250317,801110.SI,0.69,3649934.0
20250318,801110.SI,1.85,3771894.0
20250319,801110.SI,0.6,3727003.0
20250320,801110.SI,-1.4,3286810.0
20250321,801110.SI,-0.53,3470577.0
20250324,801110.SI,0.95,3303700.0
20250325,801110.SI,-0.09,2581531.0
20250326,801110.SI,-0.14,2283414.0
20250327,801110.SI,0.14,2575504.0
20250328,801110.SI,-0.49,2431829.0
20250331,801110.SI,0.37,2964067.0
20250401,801110.SI,-1.71,2479111.0
20250402,801110.SI,0.53,1979851.0
20250403,801110.SI,-2.65,2676992.0
20250407,801110.SI,-8.93,2794601.0
20250408,801110.SI,1.19,3402494.0
20250409,801110.SI,0.53,3107863.0
20250410,801110.SI,2.15,2862551.0
20250411,801110.SI,0.07,2298602.0
20250414,801110.SI,-0.6,2398996.0
20250415,801110.SI,1.35,2257289.0
20250416,801110.SI,-0.78,1940129.0
20250417,801110.SI,-0.13,1626655.0
20250418,801110.SI,0.35,1598909.0
20250421,801110.SI,1.14,1886061.0
20250422,801110.SI,0.08,1809970.0
20250423,801110.SI,0.69,2267265.0
20250424,801110.SI,0.18,1799764.0
20250425,801110.SI,0.18,1809508.0
20250428,801110.SI,0.17,2181728.0
20250429,801110.SI,0.84,2296373.0
20250430,801110.SI,0.08,2880837.0
20250506,801110.SI,1.34,3163015.0
20250507,801110.SI,0.54,3209479.0
20250508,801110.SI,0.94,2673196.0
20250509,801110.SI,0.44,2752580.0
20250512,801110.SI,1.47,2821125.0
20250513,801110.SI,0.03,2662224.0
20250514,801110.SI,-0.12,2256620.0
20250515,801110.SI,-1.25,2058500.0
20250516,801110.SI,-0.11,2061529.0
20250519,801110.SI,0.57,1861189.0
20250520,801110.SI,1.66,2126074.0
20250521,801110.SI,-0.29,1821697.0
20250522,801110.SI,0.04,1905740.0
20250523,801110.SI,-0.77,2218810.0
20250526,801110.SI,-0.71,1697682.0
20250527,801110.SI,-0.29,1632335.0
20250528,801110.SI,0.53,1648747.0
20250529,801110.SI,0.01,1908818.0
20250530,801110.SI,-0.54,1665672.0
20250603,801110.SI,-2.1,1955664.0
20250604,801110.SI,0.4,1699289.0
20250605,801110.SI,-0.09,2040192.0
20250606,801110.SI,0.0,1693295.0
20250609,801110.SI,0.04,2002863.0
20250610,801110.SI,-0.55,2139803.0
20250611,801110.SI,0.39,1739539.0
20250612,801110.SI,-1.77,1594440.0
20250613,801110.SI,-1.39,2011339.0
20250616,801110.SI,-0.04,1371889.0
20250617,801110.SI,0.48,1551508.0
20250618,801110.SI,0.06,1463930.0
20250619,801110.SI,-0.98,2096028.0
20250620,801110.SI,0.25,1641129.0
20250623,801110.SI,-0.43,1589340.0
20250624,801110.SI,1.8,2052169.0
20250625,801110.SI,1.17,2298765.0
20250626,801110.SI,-0.23,2123862.0
20250627,801110.SI,-0.28,1971600.0
20250630,801110.SI,0.27,2102009.0
20250701,801110.SI,0.25,2222950.0
20250702,801110.SI,0.63,2505216.0
20250703,801110.SI,0.53,2024738.0
20250704,801110.SI,0.03,1988427.0
20250707,801110.SI,-0.7,1804670.0
20250708,801110.SI,0.21,2014599.0
20250709,801110.SI,-0.64,2143093.0
20250710,801110.SI,-0.04,1758656.0
20250711,801110.SI,0.87,2413206.0
20250714,801110.SI,1.02,2127926.0
20250715,801110.SI,0.59,2585547.0
20250716,801110.SI,-0.15,2224273.0
20250717,801110.SI,0.37,2241773.0
20250718,801110.SI,0.03,1992440.0
20250721,801110.SI,-0.03,2430936.0
20250722,801110.SI,0.52,2314388.0
20250723,801110.SI,0.58,2565150.0
20250724,801110.SI,0.06,2321344.0
20250725,801110.SI,-1.08,2626691.0
20250728,801110.SI,-0.28,2661237.0
20250729,801110.SI,-0.44,2576895.0
20250730,801110.SI,0.23,2428594.0
20250731,801110.SI,-1.88,2912838.0
20250801,801110.SI,0.5,2111382.0
20250804,801110.SI,0.82,2134918.0
20250805,801110.SI,1.0,2450845.0
20250806,801110.SI,0.86,3198967.0
20250807,801110.SI,-0.29,2727525.0
20250808,801110.SI,-0.04,2630755.0
20250811,801110.SI,0.6,2713823.0
20250812,801110.SI,0.74,3040187.0
20250813,801110.SI,0.33,3027800.0
20250814,801110.SI,-0.32,3339995.0
20250815,801110.SI,1.07,3842800.0
20250818,801110.SI,0.77,4584256.0
20250819,801110.SI,0.87,5169912.0
20250820,801110.SI,0.12,4898727.0
20250821,801110.SI,-0.3,4491598.0
20250822,801110.SI,0.69,4044865.0
20250825,801110.SI,1.58,5123251.0
20250826,801110.SI,0.17,4394722.0
20250827,801110.SI,-1.55,4940185.0
20250828,801110.SI,0.8,4448973.0
20250829,801110.SI,-1.82,4975915.0
20250901,801110.SI,-0.54,4412668.0
20250902,801110.SI,0.91,4707468.0
20250903,801110.SI,-1.31,3571213.0
20250904,801110.SI,-1.16,3439332.0
20250905,801110.SI,1.57,2967424.0
20250908,801110.SI,1.31,3293881.0
20250909,801110.SI,-0.28,3755411.0
20250910,801110.SI,-0.37,2811288.0
20250911,801110.SI,0.73,3496435.0
20250912,801110.SI,-1.15,3658452.0
20250915,801110.SI,0.09,3554807.0
20250916,801110.SI,0.59,3903145.0
20250917,801110.SI,1.64,5239218.0
20250918,801110.SI,-0.33,6361931.0
20250919,801110.SI,-0.38,4557751.0
20250922,801110.SI,-0.68,4464059.0
20250923,801110.SI,0.06,4600341.0
20250924,801110.SI,0.88,4026863.0
20250925,801110.SI,-1.07,4072720.0
20250926,801110.SI,0.15,3483642.0
20250929,801110.SI,0.48,3671280.0
20250930,801110.SI,-0.3,3434155.0
20251009,801110.SI,0.24,4140493.0
20251010,801110.SI,-0.73,3793440.0
20251013,801110.SI,-1.74,3366086.0
20251014,801110.SI,-0.5,3470134.0
20251015,801110.SI,1.4,3091726.0
20251016,801110.SI,-0.64,2806680.0
20251017,801110.SI,-1.27,2846235.0
20251020,801110.SI,1.04,2980087.0
20251021,801110.SI,0.78,2939753.0
20251022,801110.SI,0.82,3031406.0
20251023,801110.SI,0.54,2927699.0
20251024,801110.SI,0.08,3070163.0
20251027,801110.SI,0.74,3681471.0
20251028,801110.SI,0.12,3799066.0
20251029,801110.SI,0.24,3100076.0
20251030,801110.SI,-0.44,3532756.0
20251031,801110.SI,0.07,3892519.0
20251103,801110.SI,-0.66,3231902.0
20251104,801110.SI,-0.68,2881715.0
20251105,801110.SI,0.47,2495309.0
20251106,801110.SI,1.59,3542778.0
20251107,801110.SI,-1.17,2859868.0
20251110,801110.SI,0.72,3464736.0
20251111,801110.SI,-0.22,3157460.0
20251112,801110.SI,1.22,3460946.0
20251113,801110.SI,0.27,2892159.0
20251114,801110.SI,-0.87,2655807.0
20251117,801110.SI,-0.84,2548276.0
20251118,801110.SI,-0.79,2474696.0
20251119,801110.SI,-0.45,2081654.0
20251120,801110.SI,0.17,1987128.0
20251121,801110.SI,-0.4,3073997.0
20251124,801110.SI,-0.01,2451352.0
20251125,801110.SI,0.51,2310907.0
20251126,801110.SI,0.96,2666108.0
20251127,801110.SI,0.08,2624907.0
20251128,801110.SI,0.23,2088281.0
20251201,801110.SI,0.52,2487136.0
20251202,801110.SI,0.43,2358040.0
20251203,801110.SI,0.3,2374201.0
20251204,801110.SI,0.21,3186778.0
20251205,801110.SI,0.38,2650556.0
20251208,801110.SI,-0.09,3179497.0
20251209,801110.SI,-1.35,2649433.0
20251210,801110.SI,0.29,2436345.0
20251211,801110.SI,-1.18,2510747.0
20251212,801110.SI,0.35,2834553.0
20251215,801110.SI,0.14,2425963.0
20251216,801110.SI,-0.65,2168677.0
20251217,801110.SI,0.83,2387345.0
20251218,801110.SI,-0.58,2296103.0
20251219,801110.SI,0.43,2394689.0
20251222,801110.SI,0.19,2963658.0
20251223,801110.SI,-0.28,2521489.0
20251224,801110.SI,0.06,2443663.0
20251225,801110.SI,0.69,3191712.0
20251226,801110.SI,-0.11,2939119.0
20251229,801110.SI,-0.25,3113493.0
20251230,801110.SI,0.96,3512898.0
20251231,801110.SI,-0.01,4477812.0
20260105,801110.SI,1.19,4521015.0
20260106,801110.SI,0.52,4508601.0
20260107,801110.SI,-0.45,4492608.0
20260108,801110.SI,-0.23,3573711.0
20260109,801110.SI,1.29,4374945.0
20260112,801110.SI,0.58,5208397.0
20260113,801110.SI,-1.5,6022502.0
20260114,801110.SI,0.41,5801368.0
20260115,801110.SI,-0.5,4035880.0
20260116,801110.SI,0.68,4611836.0
20260119,801110.SI,0.83,4355528.0
20260120,801110.SI,0.63,4743089.0
20260121,801110.SI,-0.53,4039301.0
20260122,801110.SI,-0.22,4058207.0
20260123,801110.SI,-0.71,5060715.0
20260126,801110.SI,-1.68,4672568.0
20260127,801110.SI,-0.18,3668271.0
20260128,801110.SI,-1.47,3475951.0
20260129,801110.SI,0.92,3687097.0
20260130,801110.SI,-0.47,3455911.0
20260202,801110.SI,-0.49,3317185.0
20260203,801110.SI,0.88,3109898.0
20260204,801110.SI,1.35,3018359.0
20260205,801110.SI,0.08,2804942.0
20260206,801110.SI,-0.54,2681240.0
20260209,801110.SI,0.47,2533536.0
20260210,801110.SI,1.11,2839540.0
20260211,801110.SI,-0.66,2748923.0
20260212,801110.SI,-0.22,2374352.0
20260213,801110.SI,-0.53,2484324.0
20260224,801110.SI,0.56,2702294.0
20250120,801120.SI,0.67,2976442.0
20250121,801120.SI,-0.52,2731616.0
20250122,801120.SI,-1.8,2655113.0
20250123,801120.SI,-0.03,2704227.0
20250124,801120.SI,-0.41,2712034.0
20250127,801120.SI,-0.19,2379522.0
20250205,801120.SI,-2.09,2849850.0
20250206,801120.SI,0.65,2463052.0
20250207,801120.SI,1.38,3353721.0
20250210,801120.SI,0.09,3068972.0
20250211,801120.SI,-0.91,2875240.0
20250212,801120.SI,1.29,2863532.0
20250213,801120.SI,1.86,4794829.0
20250214,801120.SI,0.01,2947277.0
20250217,801120.SI,0.0,3060106.0
20250218,801120.SI,-0.77,2879479.0
20250219,801120.SI,0.93,2578781.0
20250220,801120.SI,-0.4,2339316.0
20250221,801120.SI,0.34,3245668.0
20250224,801120.SI,0.24,3574665.0
20250225,801120.SI,-1.59,2717242.0
20250226,801120.SI,0.77,2794878.0
20250227,801120.SI,2.24,4980721.0
20250228,801120.SI,0.14,5155055.0
20250303,801120.SI,-0.83,3929171.0
20250304,801120.SI,-0.99,2678382.0
20250305,801120.SI,-0.22,2728707.0
20250306,801120.SI,1.84,3328133.0
20250307,801120.SI,0.97,3601322.0
20250310,801120.SI,-0.19,2780057.0
20250311,801120.SI,1.92,3789487.0
20250312,801120.SI,-0.79,3267527.0
20250313,801120.SI,-0.18,2727090.0
20250314,801120.SI,5.41,7845030.0
20250317,801120.SI,0.0,5952591.0
20250318,801120.SI,-0.74,3649364.0
20250319,801120.SI,-0.25,3121750.0
20250320,801120.SI,-1.57,3538807.0
20250321,801120.SI,-1.52,3332408.0
20250324,801120.SI,0.35,3289551.0
20250325,801120.SI,-0.17,2788825.0
20250326,801120.SI,0.01,2284473.0
20250327,801120.SI,0.86,2435752.0
20250328,801120.SI,-0.64,2345550.0
20250331,801120.SI,-1.17,2484841.0
20250401,801120.SI,0.31,2152712.0
20250402,801120.SI,-0.33,1947147.0
20250403,801120.SI,1.28,3045250.0
20250407,801120.SI,-4.48,6098220.0
20250408,801120.SI,3.37,5593386.0
20250409,801120.SI,1.21,5663453.0
20250410,801120.SI,0.64,5479550.0
20250411,801120.SI,-0.37,4309150.0
20250414,801120.SI,-0.36,3826617.0
20250415,801120.SI,0.44,4164593.0
20250416,801120.SI,0.47,4229286.0
20250417,801120.SI,0.72,4464886.0
20250418,801120.SI,-1.01,3331720.0
20250421,801120.SI,-0.59,3482871.0
20250422,801120.SI,-0.09,3485636.0
20250423,801120.SI,-0.36,3319694.0
20250424,801120.SI,-0.04,3259878.0
20250425,801120.SI,-0.28,3064110.0
20250428,801120.SI,-0.38,3085613.0
20250429,801120.SI,-0.25,3336058.0
20250430,801120.SI,0.08,3251143.0
20250506,801120.SI,0.35,3073125.0
20250507,801120.SI,0.39,3120058.0
20250508,801120.SI,0.73,2912988.0
20250509,801120.SI,0.29,2470602.0
20250512,801120.SI,0.51,2608491.0
20250513,801120.SI,-0.38,2296281.0
20250514,801120.SI,1.68,3284122.0
20250515,801120.SI,-0.25,2949953.0
20250516,801120.SI,-1.06,2812653.0
20250519,801120.SI,-0.9,3515288.0
20250520,801120.SI,0.68,3867364.0
20250521,801120.SI,-0.11,3223294.0
20250522,801120.SI,-0.32,2595449.0
20250523,801120.SI,-0.62,2725631.0
20250526,801120.SI,-0.52,3016081.0
20250527,801120.SI,0.17,3397413.0
20250528,801120.SI,0.39,3795565.0
20250529,801120.SI,-0.23,3353789.0
20250530,801120.SI,-0.87,3175774.0
20250603,801120.SI,-0.13,3570424.0
20250604,801120.SI,0.46,3732752.0
20250605,801120.SI,-0.48,3615686.0
20250606,801120.SI,-0.92,2894225.0
20250609,801120.SI,-0.43,3188178.0
20250610,801120.SI,-0.71,3455665.0
20250611,801120.SI,0.21,2703068.0
20250612,801120.SI,-1.13,3731729.0
20250613,801120.SI,-2.37,4355172.0
20250616,801120.SI,-0.17,3152288.0
20250617,801120.SI,-0.03,2774409.0
20250618,801120.SI,0.06,2980580.0
20250619,801120.SI,-0.7,2532757.0
20250620,801120.SI,0.73,3041855.0
20250623,801120.SI,-0.8,2410381.0
20250624,801120.SI,1.07,2498189.0
20250625,801120.SI,0.25,2870838.0
20250626,801120.SI,-0.61,2811351.0
20250627,801120.SI,-0.8,2520422.0
20250630,801120.SI,0.47,2771573.0
20250701,801120.SI,-0.2,2107665.0
20250702,801120.SI,0.04,2643817.0
20250703,801120.SI,0.17,2261860.0
20250704,801120.SI,0.13,2327053.0
20250707,801120.SI,-0.6,2016813.0
20250708,801120.SI,0.47,2280326.0
20250709,801120.SI,0.37,2844510.0
20250710,801120.SI,0.27,2824325.0
20250711,801120.SI,0.34,3616198.0
20250714,801120.SI,0.06,2481925.0
20250715,801120.SI,-1.01,2910330.0
20250716,801120.SI,0.35,2354029.0
20250717,801120.SI,0.54,2458130.0
20250718,801120.SI,0.73,3263887.0
20250721,801120.SI,0.07,2617509.0
20250722,801120.SI,1.73,3891552.0
20250723,801120.SI,-0.08,3438734.0
20250724,801120.SI,0.71,3057464.0
20250725,801120.SI,-1.65,3122794.0
20250728,801120.SI,-0.59,2944808.0
20250729,801120.SI,-0.29,3500174.0
20250730,801120.SI,0.86,3810985.0
20250731,801120.SI,-2.14,4058461.0
20250801,801120.SI,-0.01,2612333.0
20250804,801120.SI,0.19,2175069.0
20250805,801120.SI,0.83,2447861.0
20250806,801120.SI,-0.08,2214344.0
20250807,801120.SI,0.22,2835536.0
20250808,801120.SI,-0.53,2221027.0
20250811,801120.SI,1.45,3594241.0
20250812,801120.SI,-0.42,3345579.0
20250813,801120.SI,-0.42,3494121.0
20250814,801120.SI,-0.16,3591317.0
20250815,801120.SI,0.04,3306644.0
20250818,801120.SI,0.54,3864843.0
20250819,801120.SI,1.04,5025139.0
20250820,801120.SI,1.39,6061851.0
20250821,801120.SI,-0.24,4492149.0
20250822,801120.SI,0.52,3970880.0
20250825,801120.SI,2.57,6547525.0
20250826,801120.SI,-0.04,5307338.0
20250827,801120.SI,-2.38,5379863.0
20250828,801120.SI,-0.38,4784982.0
20250829,801120.SI,2.42,5935767.0
20250901,801120.SI,-0.16,4891451.0
20250902,801120.SI,0.0,4732517.0
20250903,801120.SI,-1.29,4067995.0
20250904,801120.SI,-0.08,4409164.0
20250905,801120.SI,0.56,3580252.0
20250908,801120.SI,1.34,4414560.0
20250909,801120.SI,0.11,3510221.0
20250910,801120.SI,0.17,3798248.0
20250911,801120.SI,0.45,3782560.0
20250912,801120.SI,-0.99,3702209.0
20250915,801120.SI,-0.19,3067790.0
20250916,801120.SI,-0.38,3123244.0
20250917,801120.SI,-0.5,3096698.0
20250918,801120.SI,-1.59,3889349.0
20250919,801120.SI,0.12,2899238.0
20250922,801120.SI,-1.21,2607050.0
20250923,801120.SI,-0.63,2936611.0
20250924,801120.SI,0.08,2394971.0
20250925,801120.SI,-0.6,2685471.0
20250926,801120.SI,-0.15,3043227.0
20250929,801120.SI,1.25,3372352.0
20250930,801120.SI,-0.48,2647054.0
20251009,801120.SI,-0.29,3373773.0
20251010,801120.SI,0.14,2964011.0
20251013,801120.SI,-1.02,2986163.0
20251014,801120.SI,1.69,4004898.0
20251015,801120.SI,0.77,3433270.0
20251016,801120.SI,0.97,3098026.0
20251017,801120.SI,-1.52,2691408.0
20251020,801120.SI,-0.12,2182372.0
20251021,801120.SI,0.23,2220900.0
20251022,801120.SI,-0.34,2054101.0
20251023,801120.SI,0.47,2211947.0
20251024,801120.SI,-1.18,2739065.0
20251027,801120.SI,-0.2,2616729.0
20251028,801120.SI,-0.01,2349033.0
20251029,801120.SI,-0.56,2631676.0
20251030,801120.SI,-0.26,3264291.0
20251031,801120.SI,0.81,3775201.0
20251103,801120.SI,0.35,3091804.0
20251104,801120.SI,-0.95,2484371.0
20251105,801120.SI,-0.27,2655153.0
20251106,801120.SI,0.34,2468599.0
20251107,801120.SI,-0.01,2046524.0
20251110,801120.SI,3.22,5453662.0
20251111,801120.SI,0.07,4184239.0
20251112,801120.SI,0.2,3725542.0
20251113,801120.SI,0.52,3534507.0
20251114,801120.SI,-1.17,3136220.0
20251117,801120.SI,0.32,2904749.0
20251118,801120.SI,0.03,3002330.0
20251119,801120.SI,-0.38,2302769.0
20251120,801120.SI,-0.53,2379574.0
20251121,801120.SI,-0.88,3200442.0
20251124,801120.SI,-0.56,2522198.0
20251125,801120.SI,0.07,2291723.0
20251126,801120.SI,0.16,2061963.0
20251127,801120.SI,-0.06,1998262.0
20251128,801120.SI,0.46,2354235.0
20251201,801120.SI,0.17,2574422.0
20251202,801120.SI,-0.62,2533923.0
20251203,801120.SI,-0.7,2740958.0
20251204,801120.SI,-1.21,3057467.0
20251205,801120.SI,0.44,2414097.0
20251208,801120.SI,-0.78,2917956.0
20251209,801120.SI,-0.96,3453460.0
20251210,801120.SI,0.11,3180476.0
20251211,801120.SI,-0.42,2598751.0
20251212,801120.SI,0.41,3301896.0
20251215,801120.SI,0.67,3184279.0
20251216,801120.SI,-0.02,3185810.0
20251217,801120.SI,0.46,3399119.0
20251218,801120.SI,-0.33,2668127.0
20251219,801120.SI,0.27,3546002.0
20251222,801120.SI,-0.12,2904219.0
20251223,801120.SI,-0.5,2866277.0
20251224,801120.SI,-0.36,2490771.0
20251225,801120.SI,0.85,2732373.0
20251226,801120.SI,-0.42,2490998.0
20251229,801120.SI,-1.06,2668618.0
20251230,801120.SI,-0.62,2357243.0
20251231,801120.SI,-0.59,2341083.0
20260105,801120.SI,2.11,3358865.0
20260106,801120.SI,0.5,2940105.0
20260107,801120.SI,-0.42,2798330.0
20260108,801120.SI,-0.58,3045190.0
20260109,801120.SI,0.52,2984223.0
20260112,801120.SI,0.74,3827111.0
20260113,801120.SI,-0.91,3600071.0
20260114,801120.SI,-0.73,3891417.0
20260115,801120.SI,-0.55,2903203.0
20260116,801120.SI,-0.66,3100479.0
20260119,801120.SI,0.1,3176024.0
20260120,801120.SI,0.38,3238185.0
20260121,801120.SI,-1.53,3566804.0
20260122,801120.SI,-0.28,3083974.0
20260123,801120.SI,-0.09,3367043.0
20260126,801120.SI,-0.44,4343575.0
20260127,801120.SI,-0.87,3262869.0
20260128,801120.SI,-0.68,3744194.0
20260129,801120.SI,6.57,8668467.0
20260130,801120.SI,-2.78,6259667.0
20260202,801120.SI,1.11,5782910.0
20260203,801120.SI,1.39,4629176.0
20260204,801120.SI,2.33,5513778.0
20260205,801120.SI,1.31,5627328.0
20260206,801120.SI,-1.86,4485628.0
20260209,801120.SI,0.37,3476594.0
20260210,801120.SI,-1.31,2899209.0
20260211,801120.SI,-0.11,2336976.0
20260212,801120.SI,-1.3,2891302.0
20260213,801120.SI,-0.18,2542822.0
20260224,801120.SI,-0.86,2636140.0
20250120,801130.SI,1.58,994041.0
20250121,801130.SI,-0.99,847285.0
20250122,801130.SI,-0.95,747984.0
20250123,801130.SI,-0.11,900520.0
20250124,801130.SI,1.24,913166.0
20250127,801130.SI,0.07,938685.0
20250205,801130.SI,-1.0,953920.0
20250206,801130.SI,0.26,937063.0
20250207,801130.SI,1.3,1178970.0
20250210,801130.SI,0.7,1040486.0
20250211,801130.SI,1.31,1330099.0
20250212,801130.SI,-0.25,1153985.0
20250213,801130.SI,-0.09,1108206.0
20250214,801130.SI,-0.49,1019219.0
20250217,801130.SI,0.09,1178720.0
20250218,801130.SI,-2.01,1088048.0
20250219,801130.SI,1.09,951413.0
20250220,801130.SI,0.91,1087150.0
20250221,801130.SI,-0.95,1142005.0
20250224,801130.SI,1.04,1166754.0
20250225,801130.SI,-0.95,1099323.0
20250226,801130.SI,0.75,1015660.0
20250227,801130.SI,1.87,1366801.0
20250228,801130.SI,-1.81,1206720.0
20250303,801130.SI,-0.21,1078597.0
20250304,801130.SI,0.6,866852.0
20250305,801130.SI,0.28,919598.0
20250306,801130.SI,1.19,1121479.0
20250307,801130.SI,-0.45,1368922.0
20250310,801130.SI,0.64,1101683.0
20250311,801130.SI,1.39,1218287.0
20250312,801130.SI,0.38,1456787.0
20250313,801130.SI,-0.32,1527969.0
20250314,801130.SI,1.81,1488578.0
20250317,801130.SI,0.46,1485800.0
20250318,801130.SI,0.74,1506708.0
20250319,801130.SI,-0.2,1480511.0
20250320,801130.SI,-0.8,1328682.0
20250321,801130.SI,-1.48,1363203.0
20250324,801130.SI,-1.68,1209839.0
20250325,801130.SI,-0.23,931102.0
20250326,801130.SI,1.0,865615.0
20250327,801130.SI,-0.25,856233.0
20250328,801130.SI,-1.22,838936.0
20250331,801130.SI,-1.51,914775.0
20250401,801130.SI,1.23,867472.0
20250402,801130.SI,1.45,973128.0
20250403,801130.SI,-1.1,1113054.0
20250407,801130.SI,-9.68,1053464.0
20250408,801130.SI,-0.71,1221170.0
20250409,801130.SI,1.03,1119216.0
20250410,801130.SI,3.77,1251622.0
20250411,801130.SI,0.27,1079119.0
20250414,801130.SI,2.56,1102595.0
20250415,801130.SI,1.16,1095220.0
20250416,801130.SI,-0.75,1265256.0
20250417,801130.SI,0.19,1242833.0
20250418,801130.SI,-1.54,1141212.0
20250421,801130.SI,1.35,1133305.0
20250422,801130.SI,0.29,1220909.0
20250423,801130.SI,-0.65,1219705.0
20250424,801130.SI,-0.53,1013007.0
20250425,801130.SI,0.94,1054626.0
20250428,801130.SI,-0.9,1068899.0
20250429,801130.SI,0.18,1274277.0
20250430,801130.SI,0.63,1355338.0
20250506,801130.SI,2.38,1525475.0
20250507,801130.SI,0.5,1808402.0
20250508,801130.SI,-0.16,1575474.0
20250509,801130.SI,0.72,1647137.0
20250512,801130.SI,0.47,1832439.0
20250513,801130.SI,0.38,1720206.0
20250514,801130.SI,0.1,1686453.0
20250515,801130.SI,-0.18,1594152.0
20250516,801130.SI,0.24,1687701.0
20250519,801130.SI,0.81,1535973.0
20250520,801130.SI,1.55,1680757.0
20250521,801130.SI,-0.03,1621913.0
20250522,801130.SI,-0.84,1530113.0
20250523,801130.SI,-1.56,1455413.0
20250526,801130.SI,0.11,1310621.0
20250527,801130.SI,1.3,1472981.0
20250528,801130.SI,1.17,1731648.0
20250529,801130.SI,0.27,1652355.0
20250530,801130.SI,-1.29,1402606.0
20250603,801130.SI,2.53,1611027.0
20250604,801130.SI,2.41,1952965.0
20250605,801130.SI,-1.81,2073128.0
20250606,801130.SI,-1.18,1622957.0
20250609,801130.SI,1.61,1682674.0
20250610,801130.SI,-0.88,1833129.0
20250611,801130.SI,0.88,1697268.0
20250612,801130.SI,0.26,1690478.0
20250613,801130.SI,-1.78,1788151.0
20250616,801130.SI,-0.33,1418417.0
20250617,801130.SI,-0.75,1471838.0
20250618,801130.SI,-1.11,1264537.0
20250619,801130.SI,-2.36,1182253.0
20250620,801130.SI,-0.66,841175.0
20250623,801130.SI,1.01,984479.0
20250624,801130.SI,0.91,1211022.0
20250625,801130.SI,0.74,1217484.0
20250626,801130.SI,-0.02,1208996.0
20250627,801130.SI,1.23,1420986.0
20250630,801130.SI,1.41,1612555.0
20250701,801130.SI,0.67,1562883.0
20250702,801130.SI,-0.77,1665723.0
20250703,801130.SI,0.82,1536570.0
20250704,801130.SI,-0.75,1522372.0
20250707,801130.SI,1.04,1377638.0
20250708,801130.SI,0.98,1741423.0
20250709,801130.SI,0.28,1903836.0
20250710,801130.SI,-0.13,1810043.0
20250711,801130.SI,-0.56,1560401.0
20250714,801130.SI,0.63,1342204.0
20250715,801130.SI,-1.55,1518568.0
20250716,801130.SI,0.82,1467250.0
20250717,801130.SI,0.37,1456845.0
20250718,801130.SI,-0.02,1405390.0
20250721,801130.SI,0.61,1488191.0
20250722,801130.SI,-0.2,1485655.0
20250723,801130.SI,-0.39,1311209.0
20250724,801130.SI,1.08,1233618.0
20250725,801130.SI,0.34,1354448.0
20250728,801130.SI,-0.93,1294752.0
20250729,801130.SI,-0.29,1346821.0
20250730,801130.SI,0.42,1404621.0
20250731,801130.SI,-1.69,1383231.0
20250801,801130.SI,0.36,1240297.0
20250804,801130.SI,1.37,1406284.0
20250805,801130.SI,0.55,1412461.0
20250806,801130.SI,1.36,1589506.0
20250807,801130.SI,0.81,1840783.0
20250808,801130.SI,0.08,1795667.0
20250811,801130.SI,-0.04,1461677.0
20250812,801130.SI,0.09,1839360.0
20250813,801130.SI,-0.4,1740293.0
20250814,801130.SI,-1.67,1800654.0
20250815,801130.SI,0.65,1389681.0
20250818,801130.SI,0.48,1693580.0
20250819,801130.SI,0.64,1698707.0
20250820,801130.SI,0.89,1561750.0
20250821,801130.SI,0.68,1648242.0
20250822,801130.SI,-0.2,1736703.0
20250825,801130.SI,0.17,1843296.0
20250826,801130.SI,0.71,1748049.0
20250827,801130.SI,-2.99,1942683.0
20250828,801130.SI,-0.47,1771869.0
20250829,801130.SI,-0.28,1438882.0
20250901,801130.SI,0.91,1727886.0
20250902,801130.SI,-0.09,1853111.0
20250903,801130.SI,-1.17,1746653.0
20250904,801130.SI,0.62,1724507.0
20250905,801130.SI,1.12,1773424.0
20250908,801130.SI,0.73,1745321.0
20250909,801130.SI,0.11,1922096.0
20250910,801130.SI,-0.18,1610747.0
20250911,801130.SI,0.14,1506558.0
20250912,801130.SI,-0.12,1511065.0
20250915,801130.SI,-0.71,1482230.0
20250916,801130.SI,1.63,1824043.0
20250917,801130.SI,-0.41,1656801.0
20250918,801130.SI,-1.21,1995664.0
20250919,801130.SI,0.46,1629928.0
20250922,801130.SI,-0.49,1684700.0
20250923,801130.SI,-0.9,1795788.0
20250924,801130.SI,0.59,1444811.0
