日期,有色金属%,煤炭%,钢铁%,周期等权%,食品饮料%,医药生物%,防御等权%,周期-防御轧差%,轧差净值
01/20,-0.43,0.8900000000000001,-1.32,0.9868
01/21,-1.0666666666666667,-0.43000000000000005,-0.6366666666666666,0.9805173733333333
01/22,-0.3933333333333333,-1.345,0.9516666666666667,0.9898486303362222
01/23,-0.27666666666666667,-0.09,-0.18666666666666668,0.9880009128929279
01/24,1.4100000000000001,-0.01999999999999999,1.4300000000000002,1.0021293259472968
01/27,0.5966666666666667,-0.105,0.7016666666666667,1.0091609333843603
02/05,-0.6466666666666668,-0.7649999999999999,0.11833333333333307,1.0103551071555317
02/06,0.8999999999999999,0.8999999999999999,0.0,1.0103551071555317
02/07,1.5266666666666666,1.4249999999999998,0.1016666666666668,1.0113823015144732
02/10,0.38000000000000006,0.875,-0.49499999999999994,1.0063759591219765
02/11,-0.25,-0.98,0.73,1.013722503623567
02/12,-0.21999999999999997,0.745,-0.965,1.0039400814635997
02/13,-0.13333333333333333,0.685,-0.8183333333333334,0.9957245051302892
02/14,-0.06333333333333334,1.21,-1.2733333333333332,0.9830456130982969
02/17,-0.8966666666666666,0.33,-1.2266666666666666,0.9709869202442911
02/18,-1.1733333333333333,-1.39,0.21666666666666656,0.9730907252381538
02/19,0.026666666666666675,0.835,-0.8083333333333332,0.9652249085424787
02/20,0.51,0.6000000000000001,-0.09000000000000008,0.9643562061247904
02/21,-0.31,0.625,-0.935,0.9553394755975236
02/24,0.20333333333333334,-0.33,0.5333333333333333,0.9604346194673772
02/25,-0.5366666666666666,-1.355,0.8183333333333334,0.968294176103352
02/26,2.1333333333333333,0.975,1.1583333333333332,0.9795102503098825
02/27,-0.21666666666666665,1.2950000000000002,-1.5116666666666667,0.9647033203593648
02/28,-1.6366666666666667,-1.04,-0.5966666666666667,0.9589472572145539
03/03,1.1,-0.08499999999999996,1.185,0.9703107822125463
03/04,0.16333333333333333,-0.22499999999999998,0.3883333333333333,0.9740788224168049
03/05,0.37666666666666665,-0.48,0.8566666666666667,0.9824234309955088
03/06,0.47,1.705,-1.235,0.9702905016227142
03/07,1.24,0.0050000000000000044,1.2349999999999999,0.9822735893177549
03/10,0.5866666666666666,0.29500000000000004,0.2916666666666665,0.985138553953265
03/11,0.8233333333333334,0.895,-0.07166666666666666,0.9844325379895985
03/12,-0.28,-0.685,0.405,0.9884194897684565
03/13,1.89,-0.32,2.21,1.0102635604923393
03/14,0.2533333333333333,3.79,-3.5366666666666666,0.974533905902927
03/17,-0.58,0.01,-0.59,0.9687841558580997
03/18,0.09666666666666664,0.05499999999999999,0.041666666666666644,0.9691878159230407
03/19,-0.04666666666666667,-0.115,0.06833333333333333,0.9698500942639214
03/20,0.26333333333333336,-1.195,1.4583333333333335,0.983993741471937
03/21,-0.6466666666666666,-1.505,0.8583333333333333,0.9924396877529045
03/24,0.48666666666666664,-0.245,0.7316666666666667,0.9997010381349632
03/25,0.7466666666666666,0.039999999999999994,0.7066666666666666,1.0067655921377838
03/26,-0.24666666666666667,0.06,-0.30666666666666664,1.003678177655228
03/27,-1.06,1.3699999999999999,-2.4299999999999997,0.9792887979382059
03/28,-0.9,-0.52,-0.38,0.9755675005060407
03/31,-0.9933333333333333,-1.18,0.18666666666666665,0.9773885598403187
04/01,0.9233333333333333,1.825,-0.9016666666666666,0.9685757729924251
04/02,-0.5066666666666667,-0.43500000000000005,-0.07166666666666666,0.9678816270217805
04/03,-0.21666666666666667,0.465,-0.6816666666666666,0.961283900597582
04/07,-8.596666666666666,-6.8,-1.796666666666666,0.944012833183512
04/08,1.3166666666666667,2.215,-0.8983333333333332,0.9355324512320802
04/09,0.7600000000000001,0.79,-0.029999999999999916,0.9352517914967106
04/10,1.64,1.335,0.30499999999999994,0.9381043094607755
04/11,-0.05333333333333331,0.0,-0.05333333333333331,0.9376039871623963
04/14,2.04,0.34,1.7,0.953543254944157
04/15,-0.49,0.16,-0.65,0.94734522378702
04/16,-0.07,-0.28500000000000003,0.21500000000000002,0.9493820160181622
04/17,-0.17,0.38,-0.55,0.9441604149300623
04/18,-0.03333333333333333,-0.635,0.6016666666666667,0.9498411134265581
04/21,1.53,0.39999999999999997,1.1300000000000001,0.9605743180082783
04/22,-0.27,0.365,-0.635,0.9544746710889258
04/23,-0.3933333333333333,-0.5249999999999999,0.1316666666666666,0.9557313960725262
04/24,-0.15,0.105,-0.255,0.9532942810125412
04/25,0.15333333333333332,-0.435,0.5883333333333334,0.9589028290324982
04/28,-0.4766666666666666,-0.56,0.08333333333333343,0.9597019147233585
04/29,-0.17,0.1,-0.27,0.9571107195536054
04/30,-0.7233333333333333,0.43,-1.1533333333333333,0.9460720425880872
05/06,1.8666666666666665,0.71,1.1566666666666665,0.9570149425473561
05/07,0.6966666666666667,0.14,0.5566666666666666,0.9623423257275364
05/08,-0.33,0.51,-0.8400000000000001,0.9542586501914252
05/09,-0.4633333333333333,0.024999999999999994,-0.4883333333333333,0.9495986871163237
05/12,0.5,0.12,0.38,0.9532071621273657
05/13,0.25,0.26,-0.010000000000000009,0.9531118414111529
05/14,0.7433333333333333,0.89,-0.14666666666666672,0.95171394404375
05/15,-0.55,-0.19,-0.36000000000000004,0.9482877738451925
05/16,-0.37999999999999995,-0.195,-0.18499999999999994,0.9465334414635789
05/19,0.25666666666666665,-0.54,0.7966666666666666,0.954074157880572
05/20,0.026666666666666672,1.16,-1.1333333333333333,0.9432613174245923
05/21,1.4933333333333332,0.26,1.2333333333333332,0.9548948736728289
