trade_date,symbol,close,vol,amount,oi
20250717,I,785.5,463317.0,3623999.6,703244.0
20250718,I,785.0,518894.0,4113532.71,692666.0
20250721,I,809.0,583685.0,4689471.5,663446.0
20250722,I,823.0,593295.0,4848578.78,619902.0
20250723,I,812.0,485011.0,3955373.84,579939.0
20250724,I,811.0,398654.0,3235801.1,562835.0
20250725,I,802.5,533058.0,4265395.0,528991.0
20250728,I,786.0,531456.0,4216421.55,489437.0
20250729,I,798.0,330523.0,2620318.42,482200.0
20250730,I,789.0,394826.0,3151057.58,452110.0
20250731,I,779.0,326294.0,2560306.46,419559.0
20250801,I,783.0,261821.0,2055089.22,410009.0
20250804,I,790.5,262794.0,2073631.34,402645.0
20250805,I,798.5,198067.0,1575475.17,384501.0
20250806,I,794.5,208804.0,1660407.86,358293.0
20250807,I,793.0,199704.0,1581112.62,335365.0
20250808,I,790.0,133040.0,1051251.08,308077.0
20250811,I,796.5,171007.0,1357894.09,271889.0
20250812,I,801.0,281002.0,2235207.92,443799.0
20250813,I,795.0,197238.0,1575566.24,452419.0
20250814,I,775.0,331007.0,2596854.4,451957.0
20250815,I,776.0,218451.0,1697876.78,447326.0
20250818,I,772.0,281507.0,2185069.42,448903.0
20250819,I,771.0,154949.0,1194519.48,449577.0
20250820,I,769.0,289366.0,2213894.14,440389.0
20250821,I,772.5,281755.0,2185973.88,451574.0
20250822,I,770.0,227341.0,1749869.47,452625.0
20250825,I,787.0,317230.0,2481599.48,464830.0
20250826,I,776.5,220023.0,1717382.65,452852.0
20250827,I,775.5,216112.0,1679825.75,454736.0
20260112,I,822.5,272044.0,2234978.2,654834.0
20260113,I,819.5,311621.0,2558086.96,653307.0
20260114,I,821.0,238116.0,1956890.56,662688.0
20260115,I,813.0,252986.0,2065307.46,652402.0
20260116,I,812.0,256282.0,2088791.73,648862.0
20260119,I,794.0,396301.0,3162132.14,616341.0
20260120,I,789.5,362703.0,2853636.38,586412.0
20260121,I,784.0,225102.0,1769945.24,575249.0
20260122,I,786.5,197149.0,1549395.46,566469.0
20260123,I,795.0,228677.0,1811949.7,568811.0
20260126,I,784.5,261690.0,2073015.89,568175.0
20260127,I,788.0,211744.0,1669789.48,571053.0
20260128,I,783.0,217818.0,1709020.64,564613.0
20260129,I,798.5,307714.0,2434638.44,555392.0
20260130,I,791.5,278296.0,2207135.08,541228.0
20260202,I,783.0,304564.0,2396584.56,520684.0
20260203,I,777.5,357056.0,2799624.84,518849.0
20260204,I,781.5,240530.0,1881489.14,515657.0
20260205,I,768.5,331736.0,2554667.94,525113.0
20260206,I,760.5,216259.0,1654704.52,514745.0
20260209,I,761.5,169680.0,1292262.84,513384.0
20260210,I,761.5,143284.0,1093844.78,513940.0
20260211,I,762.5,133786.0,1021629.82,506957.0
20260212,I,762.0,112867.0,862555.16,497918.0
20260213,I,746.0,239453.0,1805928.36,494550.0
20260224,I,740.5,220287.0,1634804.75,519204.0
20250709,Y,7920.0,234243.0,1855982.53,516283.0
20250710,Y,7944.0,289906.0,2298260.8,501637.0
20250711,Y,7986.0,332924.0,2654027.61,503257.0
20250714,Y,7994.0,275664.0,2202512.95,507072.0
20250715,Y,8012.0,273196.0,2189007.7,513627.0
20250716,Y,8042.0,293908.0,2360977.53,529177.0
20250717,Y,8072.0,282385.0,2274272.93,536560.0
20250718,Y,8160.0,341179.0,2773917.07,558184.0
20250721,Y,8092.0,321474.0,2611924.02,535817.0
20250722,Y,8076.0,296786.0,2395865.62,521320.0
20250723,Y,8074.0,334309.0,2699143.85,500647.0
20250724,Y,8166.0,400160.0,3246886.73,522027.0
20250725,Y,8144.0,382038.0,3117579.7,504638.0
20250728,Y,8120.0,281245.0,2282399.14,490324.0
20250729,Y,8226.0,420108.0,3434782.87,511323.0
20250730,Y,8240.0,279490.0,2303688.32,506250.0
20250731,Y,8192.0,288782.0,2369908.12,477190.0
20250801,Y,8274.0,417594.0,3436621.72,499756.0
20250804,Y,8250.0,310265.0,2558851.35,474605.0
20250805,Y,8344.0,303060.0,2513645.71,469009.0
20250806,Y,8406.0,336777.0,2815933.62,458019.0
20250807,Y,8406.0,388658.0,3275264.35,408811.0
20250808,Y,8388.0,353641.0,2969441.54,642331.0
20250811,Y,8440.0,452116.0,3797916.4,663157.0
20250812,Y,8476.0,408640.0,3453460.14,682979.0
20250813,Y,8576.0,612206.0,5241008.66,709799.0
20250814,Y,8520.0,530688.0,4537623.94,705833.0
20250815,Y,8534.0,330582.0,2814512.73,719596.0
20250818,Y,8516.0,421987.0,3613068.71,734768.0
20250819,Y,8526.0,384755.0,3291039.0,750406.0
20250820,Y,8414.0,551445.0,4637378.07,706817.0
20250821,Y,8394.0,371030.0,3118822.96,689873.0
20250822,Y,8458.0,377345.0,3185163.77,692686.0
20250825,Y,8488.0,417356.0,3535924.76,686571.0
20250826,Y,8456.0,365053.0,3100324.7,698607.0
20250827,Y,8390.0,329134.0,2770974.15,683735.0
20260112,Y,7994.0,256642.0,2046430.5,689448.0
20260113,Y,7986.0,279777.0,2241100.24,709684.0
20260114,Y,8000.0,237784.0,1900777.75,708384.0
20260115,Y,7938.0,241830.0,1926806.97,712266.0
20260116,Y,8016.0,364708.0,2909765.12,716141.0
20260119,Y,7996.0,209449.0,1675185.24,716725.0
20260120,Y,8032.0,227651.0,1827081.97,722619.0
20260121,Y,8044.0,228261.0,1835389.03,727245.0
20260122,Y,8084.0,262334.0,2122031.9,755020.0
20260123,Y,8094.0,205388.0,1662015.32,765235.0
20260126,Y,8226.0,364906.0,2983468.99,810901.0
20260127,Y,8258.0,384372.0,3155045.14,816319.0
20260128,Y,8326.0,334458.0,2779094.21,824789.0
20260129,Y,8382.0,297714.0,2486797.58,839796.0
20260130,Y,8282.0,389740.0,3239476.87,823062.0
20260202,Y,8092.0,459873.0,3759292.26,755956.0
20260203,Y,8086.0,249073.0,2019256.73,724478.0
20260204,Y,8140.0,239979.0,1955351.54,714532.0
