ts_code,trade_date,close,pct_chg
002408.SZ,20260107,4.94,-2.3715
002408.SZ,20260106,5.06,3.9014
002408.SZ,20260105,4.87,-0.2049
002408.SZ,20251231,4.88,-1.4141
002408.SZ,20251230,4.95,1.227
002408.SZ,20251229,4.89,-0.2041
002408.SZ,20251226,4.9,0.0
002408.SZ,20251225,4.9,0.0
002408.SZ,20251224,4.9,0.823
002408.SZ,20251223,4.86,0.2062
002408.SZ,20251222,4.85,1.8908
002408.SZ,20251219,4.76,1.7094
002408.SZ,20251218,4.68,0.2141
002408.SZ,20251217,4.67,0.6466
002408.SZ,20251216,4.64,-1.6949
002408.SZ,20251215,4.72,1.5054
002408.SZ,20251212,4.65,1.3072
002408.SZ,20251211,4.59,-1.7131
002408.SZ,20251210,4.67,-0.2137
002408.SZ,20251209,4.68,-1.2658
002408.SZ,20251208,4.74,-0.6289
002408.SZ,20251205,4.77,0.2101
002408.SZ,20251204,4.76,-1.6529
002408.SZ,20251203,4.84,-1.0225
002408.SZ,20251202,4.89,-0.4073
002408.SZ,20251201,4.91,1.4463
002408.SZ,20251128,4.84,1.6807
002408.SZ,20251127,4.76,-0.4184
002408.SZ,20251126,4.78,0.4202
002408.SZ,20251125,4.76,-0.6263
301127.SZ,20260213,18.11,0.4437
301127.SZ,20260212,18.03,8.6799
301127.SZ,20260211,16.59,-0.7775
301127.SZ,20260210,16.72,-2.8472
301127.SZ,20260209,17.21,-3.0423
301127.SZ,20260206,17.75,-1.0591
301127.SZ,20260205,17.94,2.2805
301127.SZ,20260204,17.54,-1.0716
301127.SZ,20260203,17.73,3.8056
301127.SZ,20260202,17.08,-1.4426
301127.SZ,20260130,17.33,-1.1409
301127.SZ,20260129,17.53,-4.6246
301127.SZ,20260128,18.38,0.1635
301127.SZ,20260127,18.35,0.9906
301127.SZ,20260126,18.17,1.8498
301127.SZ,20260123,17.84,1.3636
301127.SZ,20260122,17.6,-1.068
301127.SZ,20260121,17.79,2.773
301127.SZ,20260120,17.31,-1.255
301127.SZ,20260119,17.53,-3.0956
301127.SZ,20260116,18.09,-1.2015
301127.SZ,20260115,18.31,0.9928
301127.SZ,20260114,18.13,3.6
301127.SZ,20260113,17.5,1.5081
301127.SZ,20260112,17.24,-10.5345
301127.SZ,20260109,19.27,11.8398
301127.SZ,20260108,17.23,6.8196
301127.SZ,20260107,16.13,3.8635
301127.SZ,20260106,15.53,0.5829
301127.SZ,20260105,15.44,1.6458
301127.SZ,20251231,15.19,-1.4276
301127.SZ,20251230,15.41,-3.6875
301127.SZ,20251229,16.0,-1.0513
301127.SZ,20251226,16.17,4.0541
301127.SZ,20251225,15.54,1.7016
301127.SZ,20251224,15.28,-0.5856
301127.SZ,20251223,15.37,-1.6635
301127.SZ,20251222,15.63,0.969
301127.SZ,20251219,15.48,2.7888
301127.SZ,20251218,15.06,3.6476
301127.SZ,20251217,14.53,0.4841
301127.SZ,20251216,14.46,-3.6642
301127.SZ,20251215,15.01,-1.8313
301127.SZ,20251212,15.29,1.6622
301127.SZ,20251211,15.04,-0.9223
301127.SZ,20251210,15.18,1.2
301127.SZ,20251209,15.0,-2.3438
301127.SZ,20251208,15.36,3.7838
301127.SZ,20251205,14.8,-1.9218
301127.SZ,20251204,15.09,0.0663
301127.SZ,20251203,15.08,1.1402
301127.SZ,20251202,14.91,-3.4326
301127.SZ,20251201,15.44,0.3901
301127.SZ,20251128,15.38,10.2509
301127.SZ,20251127,13.95,4.6512
301127.SZ,20251126,13.33,-0.9658
301127.SZ,20251125,13.46,0.6731
002937.SZ,20260213,25.53,-1.0081
002937.SZ,20260212,25.79,4.0759
002937.SZ,20260211,24.78,-0.2817
002937.SZ,20260210,24.85,3.1548
002937.SZ,20260209,24.09,0.964
002937.SZ,20260206,23.86,5.9032
002937.SZ,20260205,22.53,-4.5339
002937.SZ,20260204,23.6,-2.034
002937.SZ,20260203,24.09,3.0809
002937.SZ,20260202,23.37,-2.5031
002937.SZ,20260130,23.97,1.4388
002937.SZ,20260129,23.63,-3.0365
002937.SZ,20260128,24.37,-3.0628
002937.SZ,20260127,25.14,1.7814
002937.SZ,20260126,24.7,1.188
002937.SZ,20260123,24.41,-4.4992
002937.SZ,20260122,25.56,9.7938
002937.SZ,20260121,23.28,3.3748
002937.SZ,20260120,22.52,-4.4143
002937.SZ,20260119,23.56,-0.1272
002937.SZ,20260116,23.59,-0.0847
002937.SZ,20260115,23.61,0.6394
002937.SZ,20260114,23.46,-2.5343
002937.SZ,20260113,24.07,-3.4109
002937.SZ,20260112,24.92,3.3167
002937.SZ,20260109,24.12,-1.8714
002937.SZ,20260108,24.58,-0.5261
002937.SZ,20260107,24.71,2.9583
002937.SZ,20260106,24.0,0.9676
002937.SZ,20260105,23.77,0.7203
002937.SZ,20251231,23.6,-2.6403
002937.SZ,20251230,24.24,4.9805
002937.SZ,20251229,23.09,0.1735
002937.SZ,20251226,23.05,0.5233
002937.SZ,20251225,22.93,2.3204
002937.SZ,20251224,22.41,0.3133
002937.SZ,20251223,22.34,2.8545
002937.SZ,20251222,21.72,3.4778
002937.SZ,20251219,20.99,-0.2376
002937.SZ,20251218,21.04,-1.4981
002937.SZ,20251217,21.36,2.7417
002937.SZ,20251216,20.79,-2.2107
002937.SZ,20251215,21.26,-2.2978
002937.SZ,20251212,21.76,4.9686
002937.SZ,20251211,20.73,-0.0482
002937.SZ,20251210,20.74,1.6667
002937.SZ,20251209,20.4,-0.7299
002937.SZ,20251208,20.55,2.6987
002937.SZ,20251205,20.01,1.6768
002937.SZ,20251204,19.68,-2.6706
002937.SZ,20251203,20.22,3.48
002937.SZ,20251202,19.54,-1.1134
002937.SZ,20251201,19.76,-0.1011
002937.SZ,20251128,19.78,3.5602
002937.SZ,20251127,19.1,-0.1046
002937.SZ,20251126,19.12,-1.4941
002937.SZ,20251125,19.41,3.9079
300798.SZ,20260213,9.27,-3.8382
300798.SZ,20260212,9.64,-4.6489
300798.SZ,20260211,10.11,2.4316
300798.SZ,20260210,9.87,-2.7586
300798.SZ,20260209,10.15,5.8394
300798.SZ,20260206,9.59,5.6167
300798.SZ,20260205,9.08,-0.6565
300798.SZ,20260204,9.14,-5.383
300798.SZ,20260203,9.66,7.5724
300798.SZ,20260202,8.98,-6.8465
300798.SZ,20260130,9.64,-2.8226
300798.SZ,20260129,9.92,3.5491
300798.SZ,20260128,9.58,20.0501
300798.SZ,20260127,7.98,-1.2376
300798.SZ,20260126,8.08,0.2481
300798.SZ,20260123,8.06,-2.303
300798.SZ,20260122,8.25,0.8557
300798.SZ,20260121,8.18,6.9281
300798.SZ,20260120,7.65,-0.6494
300798.SZ,20260119,7.7,1.3158
300798.SZ,20260116,7.6,-0.7833
300798.SZ,20260115,7.66,-0.6485
300798.SZ,20260114,7.71,1.0485
300798.SZ,20260113,7.63,-1.4212
300798.SZ,20260112,7.74,3.0626
300798.SZ,20260109,7.51,1.3495
300798.SZ,20260108,7.41,1.7857
300798.SZ,20260107,7.28,0.4138
300798.SZ,20260106,7.25,0.4155
300798.SZ,20260105,7.22,1.5471
300798.SZ,20251231,7.11,0.9943
300798.SZ,20251230,7.04,-0.565
300798.SZ,20251229,7.08,-0.2817
300798.SZ,20251226,7.1,-1.1142
300798.SZ,20251225,7.18,0.9845
300798.SZ,20251224,7.11,0.8511
300798.SZ,20251223,7.05,-1.122
300798.SZ,20251222,7.13,-0.419
300798.SZ,20251219,7.16,1.1299
300798.SZ,20251218,7.08,0.7112
300798.SZ,20251217,7.03,0.2853
300798.SZ,20251216,7.01,-2.5035
300798.SZ,20251215,7.19,0.0
300798.SZ,20251212,7.19,0.1393
300798.SZ,20251211,7.18,-2.71
300798.SZ,20251210,7.38,-0.9396
300798.SZ,20251209,7.45,0.9485
300798.SZ,20251208,7.38,0.1357
300798.SZ,20251205,7.37,1.3755
300798.SZ,20251204,7.27,-1.6238
300798.SZ,20251203,7.39,-2.3778
300798.SZ,20251202,7.57,-2.1964
300798.SZ,20251201,7.74,-0.3861
300798.SZ,20251128,7.77,0.7782
300798.SZ,20251127,7.71,0.1299
300798.SZ,20251126,7.7,-1.9108
300798.SZ,20251125,7.85,0.7702
688599.SH,20260213,19.76,-3.7975
688599.SH,20260212,20.54,1.4822
688599.SH,20260211,20.24,-1.3164
688599.SH,20260210,20.51,-2.9801
688599.SH,20260209,21.14,1.9286
688599.SH,20260206,20.74,1.3685
688599.SH,20260205,20.46,-7.3789
688599.SH,20260204,22.09,8.925
688599.SH,20260203,20.28,7.7577
688599.SH,20260202,18.82,0.3733
688599.SH,20260130,18.75,-4.9671
688599.SH,20260129,19.73,-0.3032
688599.SH,20260128,19.79,-4.5345
688599.SH,20260127,20.73,0.5335
688599.SH,20260126,20.62,-1.2925
688599.SH,20260123,20.89,16.7691
688599.SH,20260122,17.89,3.9512
688599.SH,20260121,17.21,-0.4627
688599.SH,20260120,17.29,-9.2865
688599.SH,20260119,19.06,-0.0524
688599.SH,20260116,19.07,0.9529
688599.SH,20260115,18.89,-1.3577
688599.SH,20260114,19.15,-0.3642
688599.SH,20260113,19.22,-3.4171
688599.SH,20260112,19.9,8.6245
688599.SH,20260109,18.32,-1.2931
688599.SH,20260108,18.56,5.4545
688599.SH,20260107,17.6,0.6289
688599.SH,20260106,17.49,2.7011
688599.SH,20260105,17.03,2.9003
688599.SH,20251231,16.55,-1.3119
688599.SH,20251230,16.77,-2.1587
688599.SH,20251229,17.14,-0.1166
688599.SH,20251226,17.16,1.0601
688599.SH,20251225,16.98,2.0433
688599.SH,20251224,16.64,2.2113
688599.SH,20251223,16.28,-1.2735
688599.SH,20251222,16.49,1.2277
688599.SH,20251219,16.29,0.0
688599.SH,20251218,16.29,-2.2795
688599.SH,20251217,16.67,2.2072
688599.SH,20251216,16.31,-3.4911
688599.SH,20251215,16.9,0.2967
688599.SH,20251212,16.85,3.6285
688599.SH,20251211,16.26,-1.8709
688599.SH,20251210,16.57,-2.2419
688599.SH,20251209,16.95,0.2959
688599.SH,20251208,16.9,-0.7634
688599.SH,20251205,17.03,2.7761
688599.SH,20251204,16.57,-2.5294
688599.SH,20251203,17.0,-2.5229
688599.SH,20251202,17.44,-1.3575
688599.SH,20251201,17.68,-2.2664
688599.SH,20251128,18.09,0.8361
688599.SH,20251127,17.94,1.1274
688599.SH,20251126,17.74,-1.1148
688599.SH,20251125,17.94,0.3917
603890.SH,20260213,15.42,0.5215
603890.SH,20260212,15.34,1.455
603890.SH,20260211,15.12,0.4651
603890.SH,20260210,15.05,-0.0664
603890.SH,20260209,15.06,2.0325
603890.SH,20260206,14.76,0.3399
603890.SH,20260205,14.71,-1.8679
603890.SH,20260204,14.99,0.5366
603890.SH,20260203,14.91,1.7053
603890.SH,20260202,14.66,-2.656
603890.SH,20260130,15.06,0.0664
603890.SH,20260129,15.05,-2.652
603890.SH,20260128,15.46,-1.8413
603890.SH,20260127,15.75,-0.8186
603890.SH,20260126,15.88,-3.0525
603890.SH,20260123,16.38,-1.1467
603890.SH,20260122,16.57,1.5319
603890.SH,20260121,16.32,3.949
603890.SH,20260120,15.7,-2.7864
603890.SH,20260119,16.15,-1.3439
603890.SH,20260116,16.37,4.0025
603890.SH,20260115,15.74,-0.3167
603890.SH,20260114,15.79,0.7015
603890.SH,20260113,15.68,-3.9804
603890.SH,20260112,16.33,-0.1223
603890.SH,20260109,16.35,-0.6683
603890.SH,20260108,16.46,-0.3028
603890.SH,20260107,16.51,-0.7216
603890.SH,20260106,16.63,1.0942
603890.SH,20260105,16.45,1.9839
603890.SH,20251231,16.13,-2.6554
603890.SH,20251230,16.57,0.6683
603890.SH,20251229,16.46,-3.2334
603890.SH,20251226,17.01,-2.5773
603890.SH,20251225,17.46,1.2174
603890.SH,20251224,17.25,7.7452
603890.SH,20251223,16.01,0.7552
603890.SH,20251222,15.89,1.7286
603890.SH,20251219,15.62,-1.8228
603890.SH,20251218,15.91,-3.2827
603890.SH,20251217,16.45,5.179
603890.SH,20251216,15.64,-2.8571
603890.SH,20251215,16.1,-2.3058
603890.SH,20251212,16.48,1.0423
603890.SH,20251211,16.31,-1.9832
603890.SH,20251210,16.64,-0.9524
603890.SH,20251209,16.8,1.8182
603890.SH,20251208,16.5,0.243
603890.SH,20251205,16.46,6.1935
603890.SH,20251204,15.5,-2.3314
603890.SH,20251203,15.87,-3.7015
603890.SH,20251202,16.48,0.7951
603890.SH,20251201,16.35,0.3683
603890.SH,20251128,16.29,-2.4551
603890.SH,20251127,16.7,6.6411
603890.SH,20251126,15.66,-4.8603
603890.SH,20251125,16.46,6.9526
601016.SH,20260213,3.1,-2.2082
601016.SH,20260212,3.17,0.9554
601016.SH,20260211,3.14,0.641
601016.SH,20260210,3.12,-0.9524
601016.SH,20260209,3.15,0.3185
601016.SH,20260206,3.14,1.2903
601016.SH,20260205,3.1,-2.5157
601016.SH,20260204,3.18,2.9126
601016.SH,20260203,3.09,1.9802
601016.SH,20260202,3.03,-1.9417
601016.SH,20260130,3.09,-2.2152
601016.SH,20260129,3.16,-0.6289
601016.SH,20260128,3.18,-0.625
601016.SH,20260127,3.2,-0.9288
601016.SH,20260126,3.23,-0.6154
601016.SH,20260123,3.25,3.8339
601016.SH,20260122,3.13,0.3205
601016.SH,20260121,3.12,-0.3195
601016.SH,20260120,3.13,0.3205
601016.SH,20260119,3.12,-0.9524
601016.SH,20260116,3.15,1.6129
601016.SH,20260115,3.1,-1.5873
601016.SH,20260114,3.15,3.9604
601016.SH,20260113,3.03,0.3311
601016.SH,20260112,3.02,0.0
601016.SH,20260109,3.02,0.6667
601016.SH,20260108,3.0,0.3344
601016.SH,20260107,2.99,-0.3333
601016.SH,20260106,3.0,1.0101
601016.SH,20260105,2.97,0.678
601016.SH,20251231,2.95,-0.6734
601016.SH,20251230,2.97,-0.3356
601016.SH,20251229,2.98,-0.6667
601016.SH,20251226,3.0,0.0
601016.SH,20251225,3.0,0.3344
601016.SH,20251224,2.99,0.3356
601016.SH,20251223,2.98,-0.6667
601016.SH,20251222,3.0,0.0
601016.SH,20251219,3.0,0.6711
601016.SH,20251218,2.98,-0.3344
601016.SH,20251217,2.99,-0.3333
601016.SH,20251216,3.0,-0.6623
601016.SH,20251215,3.02,0.3322
601016.SH,20251212,3.01,0.3333
601016.SH,20251211,3.0,0.3344
601016.SH,20251210,2.99,0.6734
601016.SH,20251209,2.97,-0.6689
601016.SH,20251208,2.99,-0.6645
601016.SH,20251205,3.01,0.6689
601016.SH,20251204,2.99,-0.3333
601016.SH,20251203,3.0,-0.3322
601016.SH,20251202,3.01,0.3333
601016.SH,20251201,3.0,0.6711
601016.SH,20251128,2.98,0.3367
601016.SH,20251127,2.97,0.0
601016.SH,20251126,2.97,-0.3356
601016.SH,20251125,2.98,0.3367
603067.SH,20260213,35.48,-5.3867
603067.SH,20260212,37.5,6.6856
603067.SH,20260211,35.15,-5.0
603067.SH,20260210,37.0,4.8159
603067.SH,20260209,35.3,3.6711
603067.SH,20260206,34.05,-0.4968
603067.SH,20260205,34.22,-2.2286
603067.SH,20260204,35.0,-0.2849
603067.SH,20260203,35.1,5.3738
603067.SH,20260202,33.31,-2.4312
603067.SH,20260130,34.14,-4.3161
603067.SH,20260129,35.68,-3.4109
603067.SH,20260128,36.94,1.5393
603067.SH,20260127,36.38,-1.6757
603067.SH,20260126,37.0,-3.1414
603067.SH,20260123,38.2,2.7158
603067.SH,20260122,37.19,0.0
603067.SH,20260121,37.19,2.7348
603067.SH,20260120,36.2,-4.7368
603067.SH,20260119,38.0,1.3063
603067.SH,20260116,37.51,-5.5402
603067.SH,20260115,39.71,4.5
603067.SH,20260114,38.0,1.4415
603067.SH,20260113,37.46,0.9704
603067.SH,20260112,37.1,5.698
603067.SH,20260109,35.1,9.9969
603067.SH,20260108,31.91,-4.0301
603067.SH,20260107,33.25,-3.6232
603067.SH,20260106,34.5,8.8672
603067.SH,20260105,31.69,9.9965
603067.SH,20251231,28.81,-0.6209
603067.SH,20251230,28.99,-2.6855
603067.SH,20251229,29.79,-3.561
603067.SH,20251226,30.89,-0.8028
603067.SH,20251225,31.14,-0.2882
603067.SH,20251224,31.23,6.0081
603067.SH,20251223,29.46,-1.6032
603067.SH,20251222,29.94,8.9123
603067.SH,20251219,27.49,3.3847
603067.SH,20251218,26.59,-8.2787
603067.SH,20251217,28.99,4.1682
603067.SH,20251216,27.83,-5.1466
603067.SH,20251215,29.34,-0.9453
603067.SH,20251212,29.62,7.2023
603067.SH,20251211,27.63,-1.7076
603067.SH,20251210,28.11,-1.782
603067.SH,20251209,28.62,-0.3482
603067.SH,20251208,28.72,-0.347
603067.SH,20251205,28.82,10.0
603067.SH,20251204,26.2,-5.1755
603067.SH,20251203,27.63,0.8762
603067.SH,20251202,27.39,-3.4203
603067.SH,20251201,28.36,0.6031
603067.SH,20251128,28.19,4.9907
603067.SH,20251127,26.85,-1.2505
603067.SH,20251126,27.19,-3.1695
603067.SH,20251125,28.08,5.9223
300763.SZ,20260213,76.16,-3.129
300763.SZ,20260212,78.62,-0.4936
300763.SZ,20260211,79.01,-0.0127
300763.SZ,20260210,79.02,-3.0905
300763.SZ,20260209,81.54,2.1548
300763.SZ,20260206,79.82,-1.2129
300763.SZ,20260205,80.8,-5.0863
300763.SZ,20260204,85.13,2.2705
300763.SZ,20260203,83.24,6.2819
300763.SZ,20260202,78.32,-5.4106
300763.SZ,20260130,82.8,-1.6043
300763.SZ,20260129,84.15,-1.4406
300763.SZ,20260128,85.38,-3.9595
300763.SZ,20260127,88.9,3.928
300763.SZ,20260126,85.54,0.9917
300763.SZ,20260123,84.7,5.3876
300763.SZ,20260122,80.37,3.4097
300763.SZ,20260121,77.72,0.0257
300763.SZ,20260120,77.7,-3.8128
300763.SZ,20260119,80.78,2.6821
300763.SZ,20260116,78.67,3.7726
300763.SZ,20260115,75.81,-0.5118
300763.SZ,20260114,76.2,2.3231
300763.SZ,20260113,74.47,-1.7546
300763.SZ,20260112,75.8,-0.1186
300763.SZ,20260109,75.89,-0.5895
300763.SZ,20260108,76.34,1.6918
300763.SZ,20260107,75.07,0.3744
300763.SZ,20260106,74.79,2.4801
300763.SZ,20260105,72.98,2.1986
300763.SZ,20251231,71.41,-1.7609
300763.SZ,20251230,72.69,-0.9943
300763.SZ,20251229,73.42,-1.0245
300763.SZ,20251226,74.18,1.8956
300763.SZ,20251225,72.8,0.7055
300763.SZ,20251224,72.29,1.2465
300763.SZ,20251223,71.4,0.4643
300763.SZ,20251222,71.07,1.0953
300763.SZ,20251219,70.3,1.0203
300763.SZ,20251218,69.59,-2.4667
300763.SZ,20251217,71.35,2.3967
300763.SZ,20251216,69.68,-3.8897
300763.SZ,20251215,72.5,0.5687
300763.SZ,20251212,72.09,1.5066
300763.SZ,20251211,71.02,-0.6435
300763.SZ,20251210,71.48,-0.7222
300763.SZ,20251209,72.0,-0.676
300763.SZ,20251208,72.49,2.3581
300763.SZ,20251205,70.82,1.2872
300763.SZ,20251204,69.92,0.4742
300763.SZ,20251203,69.59,-1.4306
300763.SZ,20251202,70.6,-1.9308
300763.SZ,20251201,71.99,-0.676
300763.SZ,20251128,72.48,1.2573
300763.SZ,20251127,71.58,-0.9273
300763.SZ,20251126,72.25,0.208
300763.SZ,20251125,72.1,0.8392
688026.SH,20260213,18.63,-0.7459
688026.SH,20260212,18.77,-0.4772
688026.SH,20260211,18.86,0.0531
688026.SH,20260210,18.85,0.4797
688026.SH,20260209,18.76,1.9565
688026.SH,20260206,18.4,0.3819
688026.SH,20260205,18.33,-0.4345
688026.SH,20260204,18.41,0.9874
688026.SH,20260203,18.23,2.4733
688026.SH,20260202,17.79,-0.8361
688026.SH,20260130,17.94,0.0558
688026.SH,20260129,17.93,-1.1031
688026.SH,20260128,18.13,-1.4138
688026.SH,20260127,18.39,-0.1086
688026.SH,20260126,18.41,0.1632
688026.SH,20260123,18.38,0.989
688026.SH,20260122,18.2,1.2236
688026.SH,20260121,17.98,1.2958
688026.SH,20260120,17.75,-0.2809
688026.SH,20260119,17.8,1.1939
688026.SH,20260116,17.59,0.5718
688026.SH,20260115,17.49,-0.625
688026.SH,20260114,17.6,1.2658
688026.SH,20260113,17.38,0.9878
688026.SH,20260112,17.21,1.057
688026.SH,20260109,17.03,1.7932
688026.SH,20260108,16.73,0.1796
688026.SH,20260107,16.7,0.0
688026.SH,20260106,16.7,-0.7134
688026.SH,20260105,16.82,4.4072
688026.SH,20251231,16.11,1.0031
688026.SH,20251230,15.95,-1.4824
688026.SH,20251229,16.19,0.372
688026.SH,20251226,16.13,-1.5263
688026.SH,20251225,16.38,0.8
688026.SH,20251224,16.25,2.2656
688026.SH,20251223,15.89,-0.9969
688026.SH,20251222,16.05,-0.8647
688026.SH,20251219,16.19,1.1875
688026.SH,20251218,16.0,1.846
688026.SH,20251217,15.71,0.6406
688026.SH,20251216,15.61,-1.8239
688026.SH,20251215,15.9,0.5693
688026.SH,20251212,15.81,-0.3153
688026.SH,20251211,15.86,-2.52
688026.SH,20251210,16.27,-1.3341
688026.SH,20251209,16.49,-0.961
688026.SH,20251208,16.65,0.5435
688026.SH,20251205,16.56,0.7912
688026.SH,20251204,16.43,-2.0274
688026.SH,20251203,16.77,-0.5338
688026.SH,20251202,16.86,-0.7067
688026.SH,20251201,16.98,-0.6437
688026.SH,20251128,17.09,1.1243
688026.SH,20251127,16.9,0.7752
688026.SH,20251126,16.77,-2.7262
688026.SH,20251125,17.24,1.2331
688398.SH,20260213,24.12,2.2467
688398.SH,20260212,23.59,-2.6414
688398.SH,20260211,24.23,3.0187
688398.SH,20260210,23.52,-1.0101
688398.SH,20260209,23.76,3.0356
688398.SH,20260206,23.06,0.0868
688398.SH,20260205,23.04,-0.604
688398.SH,20260204,23.18,0.8703
688398.SH,20260203,22.98,2.2242
688398.SH,20260202,22.48,-3.3118
688398.SH,20260130,23.25,-0.556
688398.SH,20260129,23.38,2.0961
688398.SH,20260128,22.9,5.3843
688398.SH,20260127,21.73,7.5743
688398.SH,20260126,20.2,-0.0989
688398.SH,20260123,20.22,1.608
688398.SH,20260122,19.9,-1.2407
688398.SH,20260121,20.15,7.524
688398.SH,20260120,18.74,-1.3684
688398.SH,20260119,19.0,3.7684
688398.SH,20260116,18.31,0.7151
688398.SH,20260115,18.18,0.2758
688398.SH,20260114,18.13,-0.8748
688398.SH,20260113,18.29,-1.7195
688398.SH,20260112,18.61,2.4216
688398.SH,20260109,18.17,2.5395
688398.SH,20260108,17.72,1.1993
688398.SH,20260107,17.51,-0.2279
688398.SH,20260106,17.55,0.7463
688398.SH,20260105,17.42,2.4706
688398.SH,20251231,17.0,0.0589
688398.SH,20251230,16.99,-2.0749
688398.SH,20251229,17.35,-1.4764
688398.SH,20251226,17.61,-1.2339
688398.SH,20251225,17.83,2.8258
688398.SH,20251224,17.34,1.7009
688398.SH,20251223,17.05,-0.467
688398.SH,20251222,17.13,-1.5517
688398.SH,20251219,17.4,0.2304
688398.SH,20251218,17.36,-0.0576
688398.SH,20251217,17.37,-0.5155
688398.SH,20251216,17.46,-0.9643
688398.SH,20251215,17.63,0.0
688398.SH,20251212,17.63,0.0568
688398.SH,20251211,17.62,-4.0305
688398.SH,20251210,18.36,-0.5417
688398.SH,20251209,18.46,1.2617
688398.SH,20251208,18.23,0.275
688398.SH,20251205,18.18,0.6087
688398.SH,20251204,18.07,-0.4956
688398.SH,20251203,18.16,0.1655
688398.SH,20251202,18.13,-1.1989
688398.SH,20251201,18.35,-0.6497
688398.SH,20251128,18.47,0.8738
688398.SH,20251127,18.31,1.1602
688398.SH,20251126,18.1,-1.1469
688398.SH,20251125,18.31,0.7151
002714.SZ,20260213,45.35,0.2431
002714.SZ,20260212,45.24,-1.7163
002714.SZ,20260211,46.03,0.2395
002714.SZ,20260210,45.92,-1.5648
002714.SZ,20260209,46.65,0.5171
002714.SZ,20260206,46.41,-0.6848
002714.SZ,20260205,46.73,-0.2774
002714.SZ,20260204,46.86,2.5832
002714.SZ,20260203,45.68,1.286
002714.SZ,20260202,45.1,-1.9565
002714.SZ,20260130,46.0,-0.7123
002714.SZ,20260129,46.33,2.6362
002714.SZ,20260128,45.14,0.2443
002714.SZ,20260127,45.03,-3.1821
002714.SZ,20260126,46.51,1.0867
002714.SZ,20260123,46.01,0.8549
002714.SZ,20260122,45.62,-1.4048
002714.SZ,20260121,46.27,-1.2169
002714.SZ,20260120,46.84,-0.7206
002714.SZ,20260119,47.18,-0.3169
002714.SZ,20260116,47.33,-2.0083
002714.SZ,20260115,48.3,-0.2066
002714.SZ,20260114,48.4,0.4566
002714.SZ,20260113,48.18,-2.3708
002714.SZ,20260112,49.35,-0.824
002714.SZ,20260109,49.76,-0.7974
002714.SZ,20260108,50.16,-1.2598
002714.SZ,20260107,50.8,-1.1288
002714.SZ,20260106,51.38,2.5549
002714.SZ,20260105,50.1,-0.949
002714.SZ,20251231,50.58,-0.6092
002714.SZ,20251230,50.89,1.984
002714.SZ,20251229,49.9,4.0667
002714.SZ,20251226,47.95,0.0
002714.SZ,20251225,47.95,-0.3533
002714.SZ,20251224,48.12,-2.4726
002714.SZ,20251223,49.34,-0.5041
002714.SZ,20251222,49.59,0.8132
002714.SZ,20251219,49.19,-0.5861
002714.SZ,20251218,49.48,-0.2218
002714.SZ,20251217,49.59,1.0803
002714.SZ,20251216,49.06,-0.3858
002714.SZ,20251215,49.25,0.9635
002714.SZ,20251212,48.78,3.0418
002714.SZ,20251211,47.34,-1.3544
002714.SZ,20251210,47.99,-0.0208
002714.SZ,20251209,48.0,-0.7854
002714.SZ,20251208,48.38,-0.9216
002714.SZ,20251205,48.83,-0.2655
002714.SZ,20251204,48.96,0.3279
002714.SZ,20251203,48.8,-0.6717
002714.SZ,20251202,49.13,-1.1469
002714.SZ,20251201,49.7,-2.069
002714.SZ,20251128,50.75,1.7034
002714.SZ,20251127,49.9,0.6048
002714.SZ,20251126,49.6,-0.4616
002714.SZ,20251125,49.83,0.7481
688301.SH,20260213,120.52,-1.6966
688301.SH,20260212,122.6,-1.2882
688301.SH,20260211,124.2,0.2502
688301.SH,20260210,123.89,0.2671
688301.SH,20260209,123.56,1.2206
688301.SH,20260206,122.07,0.3865
688301.SH,20260205,121.6,0.4212
688301.SH,20260204,121.09,1.5515
688301.SH,20260203,119.24,7.0954
688301.SH,20260202,111.34,-5.9152
688301.SH,20260130,118.34,-0.7215
688301.SH,20260129,119.2,4.5614
688301.SH,20260128,114.0,-2.8547
688301.SH,20260127,117.35,1.6545
688301.SH,20260126,115.44,-3.6314
688301.SH,20260123,119.79,3.7143
688301.SH,20260122,115.5,-1.0368
688301.SH,20260121,116.71,1.0826
688301.SH,20260120,115.46,-3.4131
688301.SH,20260119,119.54,2.5654
688301.SH,20260116,116.55,4.6042
688301.SH,20260115,111.42,-0.8542
688301.SH,20260114,112.38,0.3214
688301.SH,20260113,112.02,-0.0357
688301.SH,20260112,112.06,-0.0446
688301.SH,20260109,112.11,2.8532
688301.SH,20260108,109.0,0.6464
688301.SH,20260107,108.3,-1.0417
688301.SH,20260106,109.44,1.625
688301.SH,20260105,107.69,6.5078
688301.SH,20251231,101.11,-1.1729
688301.SH,20251230,102.31,-1.0446
688301.SH,20251229,103.39,0.3786
688301.SH,20251226,103.0,-2.4344
688301.SH,20251225,105.57,2.8847
688301.SH,20251224,102.61,-1.507
688301.SH,20251223,104.18,-1.12
688301.SH,20251222,105.36,-1.2188
688301.SH,20251219,106.66,5.0217
688301.SH,20251218,101.56,4.2496
688301.SH,20251217,97.42,0.433
688301.SH,20251216,97.0,-1.5528
688301.SH,20251215,98.53,-1.9602
688301.SH,20251212,100.5,3.1086
688301.SH,20251211,97.47,-3.0149
688301.SH,20251210,100.5,0.9543
688301.SH,20251209,99.55,0.4034
688301.SH,20251208,99.15,-2.1707
