date,contract,name,fut_close,spot_close,basis,basis_pct,annual_basis_pct,fut_vol,fut_amount,fut_oi
20260209,IM,中证1000,8232.6,8233.78,-1.18,-0.0143,-0.17,112370.0,18409662.952,179169.0
20260210,IC,中证500,8290.8,8306.44,-15.64,-0.1883,-2.26,54914.0,9110593.644,134825.0
20260210,IF,沪深300,4724.0,4724.3,-0.3,-0.0063,-0.08,40264.0,5704185.036,151713.0
20260210,IH,上证50,3093.6,3087.41,6.19,0.2007,2.41,19831.0,1837635.9,56334.0
20260210,IM,中证1000,8229.0,8250.3,-21.3,-0.2582,-3.1,82316.0,13550745.872,175231.0
20260211,IC,中证500,8336.4,8325.81,10.59,0.1272,1.53,59866.0,9994821.024,135346.0
20260211,IF,沪深300,4714.8,4713.82,0.98,0.0208,0.25,37735.0,5337797.844,150599.0
20260211,IH,上证50,3091.4,3088.46,2.94,0.0953,1.14,20318.0,1882660.644,56814.0
20260211,IM,中证1000,8241.0,8239.51,1.49,0.018,0.22,81851.0,13527168.576,180217.0
20260212,IC,中证500,8448.8,8423.57,25.23,0.2995,3.59,69413.0,11673516.592,142445.0
20260212,IF,沪深300,4716.8,4719.58,-2.78,-0.0589,-0.71,44769.0,6333707.598,152334.0
20260212,IH,上证50,3083.0,3079.73,3.27,0.1063,1.28,20263.0,1875814.056,56888.0
20260212,IM,中证1000,8338.0,8314.83,23.17,0.2786,3.34,96452.0,16010881.98,187061.0
20260213,IC,中证500,8274.8,8299.58,-24.78,-0.2986,-3.58,81351.0,13585888.768,140501.0
20260213,IF,沪深300,4627.0,4660.41,-33.41,-0.7168,-8.6,71794.0,10048509.852,156477.0
20260213,IH,上证50,3020.0,3034.35,-14.35,-0.4728,-5.67,38269.0,3497085.384,63684.0
20260213,IM,中证1000,8189.0,8204.83,-15.83,-0.1929,-2.32,114424.0,18895980.492,185460.0
