date,ppi_yoy,ppi_mom,core_cpi_yoy,core_cpi_mom,m1_yoy,m2_yoy,m1_m2_scissors,profit_cycle_score,ppi_yoy_change,core_cpi_change,scissors_change,profit_cycle_stage,demand_recovery_score
20070131,3.3,0.0,2.17,0.7,19.8,15.79,4.01,2,0.25,-0.6400000000000001,3.4699999999999998,上行,66
20070228,2.6,0.0,2.71,1.0,20.99,17.78,3.21,1,-0.6999999999999997,0.54,-0.7999999999999998,筑底,66
20070331,2.65,0.0,3.28,-0.3,19.81,17.27,2.54,2,0.04999999999999982,0.5699999999999998,-0.6699999999999999,上行,66
20070430,2.87,0.0,3.03,-0.1,20.01,17.09,2.92,2,0.2200000000000002,-0.25,0.3799999999999999,上行,66
20070531,2.76,0.0,3.39,0.29,19.28,16.74,2.54,1,-0.11000000000000032,0.3600000000000003,-0.3799999999999999,筑底,66
20070630,2.49,0.0,4.36,0.4,20.92,17.06,3.86,2,-0.2699999999999996,0.9700000000000002,1.3199999999999998,上行,66
20070731,2.39,0.0,5.62,0.9,20.94,18.48,2.46,1,-0.10000000000000009,1.2599999999999998,-1.4,筑底,66
20070831,2.56,0.0,6.52,1.2,22.77,18.09,4.68,3,0.16999999999999993,0.8999999999999995,2.2199999999999998,见顶,66
20070930,2.71,0.0,6.24,0.3,22.07,18.45,3.62,1,0.1499999999999999,-0.27999999999999936,-1.0599999999999996,筑底,66
20071031,3.21,0.0,6.5,0.3,22.21,18.47,3.74,3,0.5,0.2599999999999998,0.1200000000000001,见顶,66
20071130,4.55,0.0,6.94,0.7,21.67,18.45,3.22,2,1.3399999999999999,0.4400000000000004,-0.52,上行,66
20071231,5.43,0.0,6.51,1.0,21.0,16.7,4.3,2,0.8799999999999999,-0.4300000000000006,1.0799999999999996,上行,66
20080131,6.07,0.0,7.1,1.2,20.54,18.88,1.66,2,0.6400000000000006,0.5899999999999999,-2.6399999999999997,上行,66
20080229,6.62,0.0,8.7,2.6,18.95,17.39,1.56,2,0.5499999999999998,1.5999999999999996,-0.09999999999999987,上行,66
20080331,7.95,0.0,8.3,-0.7,17.97,16.19,1.78,2,1.33,-0.3999999999999986,0.21999999999999997,上行,66
20080430,8.12,0.0,8.5,0.1,19.05,16.94,2.11,3,0.16999999999999904,0.1999999999999993,0.32999999999999985,见顶,66
20080531,8.22,0.0,7.7,-0.4,17.93,18.07,-0.14,1,0.10000000000000142,-0.7999999999999998,-2.25,筑底,33
20080630,8.84,0.0,7.1,-0.2,14.19,17.37,-3.18,1,0.6199999999999992,-0.6000000000000005,-3.04,筑底,33
20080731,10.03,0.0,6.3,0.1,13.96,16.35,-2.39,2,1.1899999999999995,-0.7999999999999998,0.79,上行,33
20080831,10.06,0.0,4.9,-0.1,11.48,16.0,-4.52,1,0.030000000000001137,-1.3999999999999995,-2.1299999999999994,筑底,33
20080930,9.13,0.0,4.6,0.0,9.43,15.29,-5.86,0,-0.9299999999999997,-0.3000000000000007,-1.3400000000000007,筑底,33
20081031,6.59,0.0,4.0,-0.3,8.85,15.02,-6.17,0,-2.540000000000001,-0.5999999999999996,-0.3099999999999996,筑底,33
20081130,1.99,0.0,2.4,-0.8,6.8,14.8,-8.0,0,-4.6,-1.6,-1.83,筑底,33
20081231,-1.14,0.0,1.2,-0.2,9.06,17.82,-8.76,0,-3.13,-1.2,-0.7599999999999998,筑底,33
20090131,-3.35,0.0,1.0,0.9,6.68,18.79,-12.11,0,-2.21,-0.19999999999999996,-3.3499999999999996,筑底,0
20090228,-4.47,0.0,-1.6,0.0,10.87,20.48,-9.61,1,-1.1199999999999997,-2.6,2.5,筑底,0
20090331,-5.99,0.0,-1.2,-0.3,17.04,25.51,-8.47,2,-1.5200000000000005,0.40000000000000013,1.1399999999999988,上行,0
20090430,-6.6,0.0,-1.5,-0.2,17.48,25.95,-8.47,0,-0.6099999999999994,-0.30000000000000004,0.0,筑底,0
20090531,-7.2,0.0,-1.4,-0.3,18.69,25.74,-7.05,2,-0.6000000000000005,0.10000000000000009,1.4200000000000008,上行,0
20090630,-7.8,0.0,-1.7,-0.5,24.79,28.46,-3.67,1,-0.5999999999999996,-0.30000000000000004,3.38,筑底,0
20090731,-8.22,0.0,-1.8,0.0,26.37,28.42,-2.05,1,-0.4200000000000008,-0.10000000000000009,1.62,筑底,0
20090831,-7.86,0.8,-1.2,0.5,27.72,28.53,-0.81,4,0.3600000000000003,0.6000000000000001,1.2399999999999998,见顶,34
20090930,-6.99,0.6,-0.8,0.4,29.51,29.31,0.2,4,0.8700000000000001,0.3999999999999999,1.01,见顶,67
20091031,-5.85,0.1,-0.5,-0.1,32.03,29.42,2.61,4,1.1400000000000006,0.30000000000000004,2.4099999999999997,见顶,67
20091130,-2.08,0.6,0.6,0.3,34.63,29.74,4.89,4,3.7699999999999996,1.1,2.28,见顶,67
20091231,1.7,1.0,1.9,1.0,32.35,27.68,4.67,3,3.7800000000000002,1.2999999999999998,-0.21999999999999975,见顶,100
20100131,4.32,0.5,1.5,0.6,38.96,25.98,12.98,3,2.62,-0.3999999999999999,8.31,见顶,100
20100228,5.39,0.4,2.7,1.2,34.99,25.52,9.47,3,1.0699999999999994,1.2000000000000002,-3.51,见顶,100
20100331,5.91,0.5,2.4,-0.7,29.94,22.5,7.44,2,0.5200000000000005,-0.30000000000000027,-2.0300000000000002,上行,100
20100430,6.81,1.0,2.8,0.2,31.25,21.48,9.77,4,0.8999999999999995,0.3999999999999999,2.329999999999999,见顶,100
20100531,7.13,0.6,3.1,-0.1,29.9,21.0,8.9,3,0.3200000000000003,0.30000000000000027,-0.8699999999999992,见顶,100
20100630,6.41,-0.3,2.9,-0.6,24.6,18.5,6.1,0,-0.7199999999999998,-0.20000000000000018,-2.8000000000000007,筑底,66
20100731,4.84,-0.4,3.3,0.4,22.9,17.6,5.3,1,-1.5700000000000003,0.3999999999999999,-0.7999999999999998,下行,66
20100831,4.32,0.4,3.5,0.6,21.9,19.2,2.7,2,-0.5199999999999996,0.20000000000000018,-2.5999999999999996,上行,100
20100930,4.33,0.6,3.6,0.6,20.9,19.0,1.9,3,0.009999999999999787,0.10000000000000009,-0.8000000000000003,见顶,100
20101031,5.04,0.7,4.4,0.7,22.1,19.3,2.8,4,0.71,0.8000000000000003,0.8999999999999999,见顶,100
20101130,6.06,1.4,5.1,1.1,22.1,19.5,2.6,3,1.0199999999999996,0.6999999999999993,-0.19999999999999973,见顶,100
20101231,5.93,0.7,4.6,0.5,21.2,19.7,1.5,1,-0.1299999999999999,-0.5,-1.1,筑底,100
20110131,6.64,0.9,4.9,1.0,13.6,17.2,-3.6,3,0.71,0.3000000000000007,-5.1,见顶,67
20110228,7.23,0.8,4.9,1.2,14.5,15.7,-1.2,3,0.5900000000000007,0.0,2.4000000000000004,见顶,67
20110331,7.31,0.6,5.4,-0.2,15.0,16.6,-1.6,3,0.07999999999999918,0.5,-0.40000000000000013,见顶,67
20110430,6.82,0.5,5.3,0.1,12.9,15.3,-2.4,1,-0.4899999999999993,-0.10000000000000053,-0.7999999999999998,筑底,67
20110531,6.79,0.3,5.5,0.1,12.7,15.1,-2.4,2,-0.03000000000000025,0.20000000000000018,0.0,上行,67
20110630,7.12,0.0,6.4,0.3,13.1,15.9,-2.8,2,0.33000000000000007,0.9000000000000004,-0.3999999999999999,上行,33
20110731,7.54,0.0,6.5,0.5,11.6,14.7,-3.1,2,0.41999999999999993,0.09999999999999964,-0.30000000000000027,上行,33
20110831,7.25,0.1,6.2,0.3,11.2,13.5,-2.3,2,-0.29000000000000004,-0.2999999999999998,0.8000000000000003,上行,67
20110930,6.52,0.0,6.1,0.5,8.85,13.04,-4.19,0,-0.7300000000000004,-0.10000000000000053,-1.8900000000000006,筑底,33
20111031,5.0,-0.7,5.5,0.1,8.4,12.9,-4.5,0,-1.5199999999999996,-0.5999999999999996,-0.3099999999999996,筑底,33
20111130,2.72,-0.7,4.2,-0.2,7.8,12.7,-4.9,0,-2.28,-1.2999999999999998,-0.40000000000000036,筑底,33
20111231,1.69,-0.3,4.1,0.3,7.9,13.6,-5.7,0,-1.0300000000000002,-0.10000000000000053,-0.7999999999999998,筑底,33
20120131,0.73,-0.1,4.5,1.5,3.1,12.4,-9.3,1,-0.96,0.40000000000000036,-3.6000000000000005,下行,33
20120229,0.03,0.14,3.2,-0.1,4.3,13.0,-8.7,2,-0.7,-1.2999999999999998,0.6000000000000014,上行,67
20120331,-0.32,0.27,3.6,0.2,4.4,13.4,-9.0,2,-0.35,0.3999999999999999,-0.3000000000000007,上行,67
20120430,-0.7,0.16,3.4,-0.1,3.1,12.8,-9.7,1,-0.37999999999999995,-0.20000000000000018,-0.6999999999999993,筑底,67
20120531,-1.4,-0.37,3.0,-0.3,3.5,13.2,-9.7,0,-0.7,-0.3999999999999999,0.0,筑底,33
20120630,-2.08,-0.73,2.2,-0.6,4.7,13.6,-8.9,1,-0.6800000000000002,-0.7999999999999998,0.7999999999999989,下行,33
20120731,-2.87,-0.77,1.8,0.1,4.6,13.9,-9.3,0,-0.79,-0.40000000000000013,-0.40000000000000036,筑底,33
20120831,-3.48,-0.52,2.0,0.6,4.5,13.5,-9.0,2,-0.6099999999999999,0.19999999999999996,0.3000000000000007,上行,33
20120930,-3.55,-0.06,1.9,0.3,7.3,14.8,-7.5,1,-0.06999999999999984,-0.10000000000000009,1.5,下行,33
20121031,-2.76,0.16,1.7,-0.1,6.1,14.1,-8.0,2,0.79,-0.19999999999999996,-0.5,上行,67
20121130,-2.2,-0.12,2.0,0.1,5.5,13.9,-8.4,2,0.5599999999999996,0.30000000000000004,-0.40000000000000036,上行,33
20121231,-1.94,-0.06,2.5,0.8,6.5,13.8,-7.3,3,0.26000000000000023,0.5,1.1000000000000005,见顶,33
20130131,-1.64,0.24,2.0,1.0,15.3,15.9,-0.6,3,0.30000000000000004,-0.5,6.7,见顶,67
20130228,-1.63,0.15,3.2,1.1,9.5,15.2,-5.7,3,0.010000000000000009,1.2000000000000002,-5.1000000000000005,见顶,67
20130331,-1.92,-0.03,2.1,-0.9,11.9,15.7,-3.8,1,-0.29000000000000004,-1.1,1.9000000000000004,下行,33
20130430,-2.62,-0.55,2.4,0.2,11.9,16.1,-4.2,1,-0.7000000000000002,0.2999999999999998,-0.40000000000000036,下行,33
20130531,-2.87,-0.62,2.1,-0.6,11.3,15.8,-4.5,0,-0.25,-0.2999999999999998,-0.2999999999999998,筑底,33
20130630,-2.7,-0.55,2.7,0.0,9.1,14.0,-4.9,2,0.16999999999999993,0.6000000000000001,-0.40000000000000036,上行,33
20130731,-2.27,-0.33,2.7,0.1,9.7,14.5,-4.8,2,0.43000000000000016,0.0,0.10000000000000053,上行,33
20130831,-1.63,0.14,2.6,0.5,9.9,14.7,-4.8,2,0.6400000000000001,-0.10000000000000009,0.0,上行,67
20130930,-1.34,0.23,3.1,0.8,8.9,14.2,-5.3,3,0.2899999999999998,0.5,-0.5,见顶,67
20131031,-1.51,0.0,3.2,0.1,8.9,14.3,-5.4,1,-0.16999999999999993,0.10000000000000009,-0.10000000000000053,筑底,33
20131130,-1.42,-0.03,3.0,-0.1,9.4,14.2,-4.8,2,0.09000000000000008,-0.20000000000000018,0.6000000000000005,上行,33
20131231,-1.36,0.01,2.5,0.3,9.3,13.6,-4.3,3,0.05999999999999983,-0.5,0.5,见顶,67
20140131,-1.64,-0.05,2.5,1.0,1.2,13.2,-12.0,0,-0.2799999999999998,0.0,-7.7,筑底,33
20140228,-2.02,-0.2,2.0,0.5,6.9,13.3,-6.4,1,-0.3800000000000001,-0.5,5.6,下行,33
20140331,-2.3,-0.32,2.4,-0.5,5.4,12.1,-6.7,1,-0.2799999999999998,0.3999999999999999,-0.2999999999999998,下行,33
20140430,-2.0,-0.25,1.8,-0.3,5.5,13.2,-7.7,1,0.2999999999999998,-0.5999999999999999,-1.0,下行,33
20140531,-1.45,-0.06,2.5,0.1,5.7,13.4,-7.7,2,0.55,0.7,0.0,上行,33
20140630,-1.11,-0.21,2.3,-0.1,8.9,14.7,-5.8,2,0.33999999999999986,-0.20000000000000018,1.9000000000000004,上行,33
20140731,-0.87,-0.09,2.3,0.1,6.7,13.5,-6.8,1,0.2400000000000001,0.0,-1.0,下行,33
20140831,-1.2,-0.2,2.0,0.2,5.7,12.8,-7.1,0,-0.32999999999999996,-0.2999999999999998,-0.2999999999999998,筑底,33
20140930,-1.8,-0.4,1.6,0.5,4.8,12.9,-8.1,0,-0.6000000000000001,-0.3999999999999999,-1.0,筑底,33
20141031,-2.24,-0.4,1.6,0.0,3.2,12.6,-9.4,0,-0.44000000000000017,0.0,-1.3000000000000007,筑底,33
20141130,-2.69,-0.49,1.4,-0.2,3.2,12.3,-9.1,1,-0.44999999999999973,-0.20000000000000018,0.3000000000000007,下行,33
20141231,-3.32,-0.63,1.5,0.3,3.2,12.2,-9.0,2,-0.6299999999999999,0.10000000000000009,0.09999999999999964,上行,33
20150131,-4.32,-1.09,0.8,0.3,10.6,10.8,-0.2,1,-1.0000000000000004,-0.7,8.8,下行,0
20150228,-4.8,-0.73,1.4,1.2,5.6,12.5,-6.9,1,-0.47999999999999954,0.5999999999999999,-6.7,下行,33
20150331,-4.56,-0.07,1.4,-0.5,2.9,11.6,-8.7,1,0.2400000000000002,0.0,-1.799999999999999,下行,33
20150430,-4.57,-0.26,1.5,-0.2,3.7,10.1,-6.4,2,-0.010000000000000675,0.10000000000000009,2.299999999999999,上行,33
20150531,-4.61,-0.09,1.2,-0.2,4.7,10.8,-6.1,1,-0.040000000000000036,-0.30000000000000004,0.3000000000000007,下行,33
20150630,-4.81,-0.43,1.4,0.0,4.3,11.8,-7.5,1,-0.1999999999999993,0.19999999999999996,-1.4000000000000004,下行,33
20150731,-5.37,-0.68,1.6,0.3,6.6,13.3,-6.7,2,-0.5600000000000005,0.20000000000000018,0.7999999999999998,上行,33
20150831,-5.92,-0.78,2.0,0.5,9.3,13.3,-4.0,2,-0.5499999999999998,0.3999999999999999,2.7,上行,33
20150930,-5.95,-0.4,1.6,0.1,11.4,13.1,-1.7,1,-0.03000000000000025,-0.3999999999999999,2.3,下行,33
20151031,-5.9,-0.4,1.3,-0.3,14.0,13.5,0.5,2,0.04999999999999982,-0.30000000000000004,2.2,上行,66
20151130,-5.9,-0.5,1.5,0.0,15.7,13.7,2.0,2,0.0,0.19999999999999996,1.5,上行,66
20151231,-5.9,-0.6,1.6,0.5,15.2,13.3,1.9,1,0.0,0.10000000000000009,-0.10000000000000009,下行,66
20160131,-5.3,-0.5,1.8,0.5,18.6,14.0,4.6,3,0.6000000000000005,0.19999999999999996,2.6999999999999997,见顶,66
20160229,-4.9,-0.3,2.3,1.6,17.4,13.3,4.1,2,0.39999999999999947,0.4999999999999998,-0.5,上行,66
20160331,-4.3,0.5,2.3,-0.4,22.1,13.4,8.7,3,0.6000000000000005,0.0,4.6,见顶,100
20160430,-3.4,0.7,2.3,-0.2,22.9,12.8,10.1,3,0.8999999999999999,0.0,1.4000000000000004,见顶,100
20160531,-2.8,0.5,2.0,-0.5,23.7,11.8,11.9,3,0.6000000000000001,-0.2999999999999998,1.8000000000000007,见顶,100
20160630,-2.6,-0.2,1.9,-0.1,24.6,11.8,12.8,2,0.19999999999999973,-0.10000000000000009,0.9000000000000004,上行,66
20160731,-1.7,0.2,1.8,0.2,25.4,10.2,15.2,3,0.9000000000000001,-0.09999999999999987,2.3999999999999986,见顶,100
20160831,-0.8,0.2,1.3,0.1,25.3,11.4,13.9,2,0.8999999999999999,-0.5,-1.299999999999999,上行,100
20160930,0.1,0.5,1.9,0.7,24.7,11.5,13.2,3,0.9,0.5999999999999999,-0.7000000000000011,见顶,100
20161031,1.2,0.7,2.1,-0.1,23.9,11.6,12.3,3,1.0999999999999999,0.20000000000000018,-0.8999999999999986,见顶,100
20161130,3.3,1.5,2.3,0.1,22.7,11.4,11.3,3,2.0999999999999996,0.19999999999999973,-1.0,见顶,100
20161231,5.5,1.6,2.1,0.2,21.4,11.3,10.1,2,2.2,-0.19999999999999973,-1.200000000000001,上行,100
20170131,6.9,0.8,2.5,1.0,14.5,10.7,3.8,3,1.4000000000000004,0.3999999999999999,-6.3,见顶,100
20170228,7.8,0.6,0.8,-0.2,21.4,10.45,10.95,3,0.8999999999999995,-1.7,7.1499999999999995,见顶,67
20170331,7.6,0.3,0.9,-0.3,18.8,10.12,8.68,2,-0.20000000000000018,0.09999999999999998,-2.2699999999999996,上行,67
20170430,6.4,-0.4,1.2,0.1,18.5,9.84,8.66,1,-1.1999999999999993,0.29999999999999993,-0.019999999999999574,下行,66
20170531,5.5,-0.3,1.5,-0.1,17.0,9.13,7.87,1,-0.9000000000000004,0.30000000000000004,-0.79,下行,66
20170630,5.5,-0.2,1.5,-0.2,15.0,9.1,5.9,0,0.0,0.0,-1.9699999999999998,筑底,66
20170731,5.5,0.2,1.4,0.1,15.3,8.89,6.41,2,0.0,-0.10000000000000009,0.5099999999999998,上行,100
20170831,6.3,0.9,1.8,0.4,14.0,8.56,5.44,3,0.7999999999999998,0.40000000000000013,-0.9699999999999998,见顶,100
20170930,6.9,1.0,1.6,0.5,14.0,8.98,5.02,2,0.6000000000000005,-0.19999999999999996,-0.4200000000000008,上行,100
20171031,6.9,0.7,1.9,0.1,13.0,8.88,4.12,2,0.0,0.2999999999999998,-0.8999999999999995,上行,100
20171130,5.8,0.5,1.7,0.0,12.7,9.11,3.59,1,-1.1000000000000005,-0.19999999999999996,-0.5300000000000002,筑底,100
20171231,4.9,0.8,1.8,0.3,11.8,8.07,3.73,3,-0.8999999999999995,0.10000000000000009,0.14000000000000012,见顶,100
20180131,4.3,0.3,1.5,0.6,15.0,8.6,6.4,2,-0.6000000000000005,-0.30000000000000004,2.6700000000000004,上行,100
20180228,3.7,-0.1,2.9,1.2,8.5,8.8,-0.3,1,-0.5999999999999996,1.4,-6.7,下行,33
20180331,3.1,-0.2,2.1,-1.1,7.1,8.2,-1.1,0,-0.6000000000000001,-0.7999999999999998,-0.8,筑底,33
20180430,3.4,-0.2,1.8,-0.2,7.2,8.3,-1.1,1,0.2999999999999998,-0.30000000000000004,0.0,下行,33
20180531,4.1,0.4,1.8,-0.2,6.0,8.3,-2.3,2,0.6999999999999997,0.0,-1.1999999999999997,上行,67
20180630,4.7,0.3,1.9,-0.1,6.6,8.0,-1.4,4,0.6000000000000005,0.09999999999999987,0.8999999999999999,见顶,67
20180731,4.6,0.1,2.1,0.3,5.1,8.5,-3.4,2,-0.10000000000000053,0.20000000000000018,-2.0,上行,67
20180831,4.1,0.4,2.3,0.7,3.9,8.2,-4.3,2,-0.5,0.19999999999999973,-0.8999999999999999,上行,67
20180930,3.6,0.6,2.5,0.7,4.0,8.3,-4.3,2,-0.49999999999999956,0.20000000000000018,0.0,上行,67
20181031,3.3,0.4,2.5,0.2,2.7,8.0,-5.3,1,-0.30000000000000027,0.0,-1.0,筑底,67
20181130,2.7,-0.2,2.2,-0.3,1.5,8.0,-6.5,0,-0.5999999999999996,-0.2999999999999998,-1.2000000000000002,筑底,33
20181231,0.9,-1.0,1.9,0.0,1.5,8.1,-6.6,0,-1.8000000000000003,-0.30000000000000027,-0.09999999999999964,筑底,33
20190131,0.1,-0.6,1.7,0.5,0.4,8.4,-8.0,0,-0.8,-0.19999999999999996,-1.4000000000000004,筑底,33
20190228,0.1,-0.1,1.5,1.0,1.6,8.0,-6.4,1,0.0,-0.19999999999999996,1.5999999999999996,下行,33
20190331,0.4,0.1,2.3,-0.4,4.6,8.6,-4.0,4,0.30000000000000004,0.7999999999999998,2.4000000000000004,见顶,67
20190430,0.9,0.3,2.5,0.1,2.9,8.5,-5.6,3,0.5,0.20000000000000018,-1.5999999999999996,见顶,67
20190531,0.6,0.2,2.7,0.0,3.4,8.5,-5.1,3,-0.30000000000000004,0.20000000000000018,0.5,见顶,67
20190630,0.0,-0.3,2.7,-0.1,4.4,8.5,-4.1,1,-0.6,0.0,1.0,下行,33
20190731,-0.3,-0.2,2.8,0.4,3.1,8.1,-5.0,1,-0.3,0.09999999999999964,-0.9000000000000004,下行,33
20190831,-0.8,-0.1,2.8,0.7,3.4,8.2,-4.8,1,-0.5,0.0,0.20000000000000018,下行,33
20190930,-1.2,0.1,3.0,0.9,3.4,8.4,-5.0,2,-0.3999999999999999,0.20000000000000018,-0.20000000000000018,上行,67
20191031,-1.6,0.1,3.8,0.9,3.3,8.4,-5.1,2,-0.40000000000000013,0.7999999999999998,-0.09999999999999964,上行,67
20191130,-1.4,-0.1,4.5,0.4,3.5,8.2,-4.7,3,0.20000000000000018,0.7000000000000002,0.39999999999999947,见顶,33
20191231,-0.5,0.0,4.5,0.0,4.4,8.7,-4.3,2,0.8999999999999999,0.0,0.40000000000000036,上行,33
20200131,0.1,0.0,5.4,1.4,0.0,8.4,-8.4,2,0.6,0.9000000000000004,-4.1000000000000005,上行,33
20200229,-0.4,-0.5,5.2,0.8,4.8,8.8,-4.0,1,-0.5,-0.20000000000000018,4.4,下行,33
20200331,-1.5,-1.0,4.3,-1.2,5.0,10.1,-5.1,0,-1.1,-0.9000000000000004,-1.0999999999999996,筑底,33
20200430,-3.1,-1.3,3.3,-0.9,5.5,11.1,-5.6,0,-1.6,-1.0,-0.5,筑底,33
20200531,-3.7,-0.4,2.4,-0.8,6.8,11.1,-4.3,1,-0.6000000000000001,-0.8999999999999999,1.2999999999999998,下行,33
20200630,-3.0,0.4,2.5,-0.1,6.5,11.1,-4.6,3,0.7000000000000002,0.10000000000000009,-0.2999999999999998,见顶,67
20200731,-2.4,0.4,2.7,0.6,6.9,10.7,-3.8,4,0.6000000000000001,0.20000000000000018,0.7999999999999998,见顶,67
20200831,-2.0,0.3,2.4,0.4,8.0,10.4,-2.4,3,0.3999999999999999,-0.30000000000000027,1.4,见顶,67
20200930,-2.1,0.1,1.7,0.2,8.1,10.9,-2.8,1,-0.10000000000000009,-0.7,-0.3999999999999999,筑底,67
20201031,-2.1,0.0,0.5,-0.3,9.1,10.5,-1.4,1,0.0,-1.2,1.4,筑底,0
20201130,-1.5,0.5,-0.5,-0.6,10.0,10.7,-0.7,3,0.6000000000000001,-1.0,0.7,见顶,34
20201231,-0.4,1.1,0.2,0.7,8.6,10.1,-1.5,3,1.1,0.7,-0.8,见顶,34
20210131,0.3,1.0,-0.3,1.0,14.7,9.4,5.3,3,0.7,-0.5,6.8,见顶,67
20210228,1.7,0.8,-0.2,0.6,7.4,10.1,-2.7,3,1.4,0.09999999999999998,-8.0,见顶,34
20210331,4.4,1.6,0.4,-0.5,7.1,9.4,-2.3,4,2.7,0.6000000000000001,0.40000000000000036,见顶,34
20210430,6.8,0.9,0.9,-0.3,6.2,8.1,-1.9,4,2.3999999999999995,0.5,0.3999999999999999,见顶,34
20210531,9.0,1.6,1.3,-0.2,6.1,8.3,-2.2,3,2.2,0.4,-0.30000000000000027,见顶,67
20210630,8.8,0.3,1.1,-0.4,5.5,8.6,-3.1,1,-0.1999999999999993,-0.19999999999999996,-0.8999999999999999,筑底,67
20210731,9.0,0.5,1.0,0.3,4.9,8.3,-3.4,2,0.1999999999999993,-0.10000000000000009,-0.2999999999999998,上行,34
20210831,9.5,0.7,0.8,0.1,4.2,8.2,-4.0,2,0.5,-0.19999999999999996,-0.6000000000000001,上行,34
20210930,10.7,1.2,0.7,0.0,3.7,8.3,-4.6,2,1.1999999999999993,-0.10000000000000009,-0.5999999999999996,上行,34
20211031,13.5,2.5,1.5,0.7,2.8,8.7,-5.9,3,2.8000000000000007,0.8,-1.3000000000000007,见顶,67
20211130,12.9,0.0,2.3,0.4,3.0,8.5,-5.5,2,-0.5999999999999996,0.7999999999999998,0.40000000000000036,上行,33
20211231,10.3,-1.2,1.5,-0.3,3.5,9.0,-5.5,0,-2.5999999999999996,-0.7999999999999998,0.0,筑底,33
20220131,9.1,-0.2,0.9,0.4,-1.9,9.8,-11.7,0,-1.200000000000001,-0.6,-6.199999999999999,筑底,0
20220228,8.8,0.5,0.9,0.6,4.7,9.2,-4.5,2,-0.29999999999999893,0.0,7.199999999999999,上行,34
20220331,8.3,1.1,1.5,0.0,4.7,9.7,-5.0,2,-0.5,0.6,-0.5,上行,67
20220430,8.0,0.6,2.1,0.4,5.1,10.5,-5.4,2,-0.3000000000000007,0.6000000000000001,-0.40000000000000036,上行,67
20220531,6.4,0.1,2.1,-0.2,4.6,11.1,-6.5,1,-1.5999999999999996,0.0,-1.0999999999999996,筑底,67
20220630,6.1,0.0,2.5,0.0,5.8,11.4,-5.6,2,-0.3000000000000007,0.3999999999999999,0.9000000000000004,上行,33
20220731,4.2,-1.3,2.7,0.5,6.7,12.0,-5.3,2,-1.8999999999999995,0.20000000000000018,0.2999999999999998,上行,33
20220831,2.3,-1.2,2.5,-0.1,6.1,12.2,-6.1,0,-1.9000000000000004,-0.20000000000000018,-0.7999999999999998,筑底,33
20220930,0.9,-0.1,2.8,0.3,6.4,12.1,-5.7,2,-1.4,0.2999999999999998,0.39999999999999947,上行,33
20221031,-1.3,0.2,2.1,0.1,5.8,11.8,-6.0,1,-2.2,-0.6999999999999997,-0.2999999999999998,筑底,67
20221130,-1.3,0.1,1.6,-0.2,4.6,12.4,-7.8,1,0.0,-0.5,-1.7999999999999998,筑底,67
20221231,-0.7,-0.5,1.8,0.0,3.7,11.8,-8.1,2,0.6000000000000001,0.19999999999999996,-0.2999999999999998,上行,33
20230131,-0.8,-0.4,2.1,0.8,6.7,12.6,-5.9,2,-0.10000000000000009,0.30000000000000004,2.1999999999999993,上行,33
20230228,-1.4,0.0,1.0,-0.5,5.8,12.9,-7.1,0,-0.5999999999999999,-1.1,-1.1999999999999993,筑底,0
20230331,-2.5,0.0,0.7,-0.3,5.1,12.7,-7.6,0,-1.1,-0.30000000000000004,-0.5,筑底,0
20230430,-3.6,-0.5,0.1,-0.1,5.3,12.4,-7.1,1,-1.1,-0.6,0.5,下行,0
20230531,-4.6,-0.9,0.2,-0.2,4.7,11.6,-6.9,2,-0.9999999999999996,0.1,0.1999999999999993,上行,0
20230630,-5.4,-0.8,0.0,-0.2,3.1,11.3,-8.2,0,-0.8000000000000007,-0.2,-1.299999999999999,筑底,0
20230731,-4.4,-0.2,-0.3,0.2,2.3,10.7,-8.4,1,1.0,-0.3,-0.20000000000000107,下行,0
20230831,-3.0,0.2,0.1,0.3,2.2,10.6,-8.4,3,1.4000000000000004,0.4,0.0,见顶,34
20230930,-2.5,0.4,0.0,0.2,2.1,10.3,-8.2,3,0.5,-0.1,0.20000000000000107,见顶,34
20231031,-2.6,0.0,-0.2,-0.1,1.9,10.3,-8.4,0,-0.10000000000000009,-0.2,-0.20000000000000107,筑底,0
20231130,-3.0,-0.3,-0.5,-0.5,1.3,10.0,-8.7,0,-0.3999999999999999,-0.3,-0.29999999999999893,筑底,0
20231231,-2.7,-0.3,-0.3,0.1,1.3,9.7,-8.4,3,0.2999999999999998,0.2,0.29999999999999893,见顶,0
20240131,-2.5,-0.2,-0.8,0.3,5.9,8.7,-2.8,2,0.20000000000000018,-0.5,5.6000000000000005,上行,0
20240229,-2.7,-0.2,0.7,1.0,1.2,8.7,-7.5,1,-0.20000000000000018,1.5,-4.7,下行,0
20240331,-2.8,-0.1,0.1,-1.0,1.1,8.3,-7.2,1,-0.09999999999999964,-0.6,0.2999999999999998,下行,0
20240430,-2.5,-0.2,0.3,0.1,-1.4,7.2,-8.6,2,0.2999999999999998,0.19999999999999998,-1.3999999999999995,上行,0
20240531,-1.4,0.2,0.3,-0.1,-4.2,7.0,-11.2,2,1.1,0.0,-2.5999999999999996,上行,34
20240630,-0.8,-0.2,0.2,-0.2,-5.0,6.2,-11.2,1,0.5999999999999999,-0.09999999999999998,0.0,下行,0
20240731,-0.8,-0.2,0.5,0.5,-6.6,6.3,-12.9,1,0.0,0.3,-1.700000000000001,下行,0
