date,up_count,up_seal_total,down_count,down_seal_total,seal_spread,seal_ratio,spread_ma5,spread_ma20,spread_pct_1y,signal
20250923,50,65.2,9,2.22,62.98,0.9671,62.82,64.97,0.688,⚪ 均衡
20250924,78,96.5,7,6.45,90.05,0.9373,65.36,67.18,0.816,🟡 偏多
20250925,41,57.2,6,5.84,51.36,0.9073,65.92,65.67,0.568,⚪ 均衡
20250926,47,42.2,21,16.22,25.99,0.7224,67.98,62.52,0.32,⚪ 均衡
20250929,53,62.68,2,1.97,60.71,0.9696,58.22,60.22,0.672,⚪ 均衡
20250930,52,51.26,1,0.03,51.23,0.9994,55.87,60.41,0.552,⚪ 均衡
20251009,88,111.11,17,47.28,63.83,0.7015,50.62,62.03,0.688,⚪ 均衡
20251010,56,45.29,6,24.86,20.44,0.6457,44.44,64.87,0.296,⚪ 均衡
20251013,59,86.71,3,83.1,3.61,0.5106,39.96,59.91,0.224,⚪ 均衡
20251014,37,44.08,2,45.51,-1.43,0.492,27.54,55.86,0.048,🟢 极度恐慌
20251015,65,64.24,4,3.19,61.05,0.9527,29.5,56.65,0.672,⚪ 均衡
20251016,40,44.47,5,3.81,40.66,0.921,24.87,55.89,0.452,⚪ 均衡
20251017,37,31.43,22,12.12,19.3,0.7216,24.64,51.37,0.3,⚪ 均衡
20251020,76,69.64,2,4.86,64.78,0.9348,36.87,50.84,0.708,⚪ 均衡
20251021,78,67.63,3,1.47,66.16,0.9787,50.39,50.92,0.724,⚪ 均衡
20251022,56,57.55,5,24.54,33.01,0.7011,44.78,48.24,0.384,⚪ 均衡
20251023,58,62.75,8,30.93,31.82,0.6698,43.01,45.96,0.368,⚪ 均衡
20251024,57,69.89,7,17.91,51.98,0.796,49.55,46.14,0.592,⚪ 均衡
20251027,50,62.07,5,1.32,60.75,0.9792,48.74,48.39,0.676,⚪ 均衡
20251028,58,62.13,4,1.7,60.43,0.9734,47.6,45.93,0.668,⚪ 均衡
20251029,60,68.05,1,0.37,67.69,0.9946,54.53,46.17,0.744,⚪ 均衡
20251030,46,50.49,8,1.39,49.1,0.9732,57.99,44.12,0.516,⚪ 均衡
20251031,57,58.83,12,6.77,52.07,0.8969,58.01,44.16,0.592,⚪ 均衡
20251103,66,70.41,7,2.96,67.45,0.9596,59.35,46.23,0.748,⚪ 均衡
20251104,50,47.51,4,1.63,45.88,0.9669,56.44,45.49,0.48,⚪ 均衡
20251105,67,82.57,1,0.5,82.07,0.994,59.31,47.03,0.82,🟡 偏多
20251106,62,73.61,9,9.71,63.9,0.8834,62.27,47.04,0.716,⚪ 均衡
20251107,53,57.45,2,2.52,54.93,0.958,62.85,48.76,0.628,⚪ 均衡
20251110,71,69.58,6,6.24,63.34,0.9177,62.02,51.75,0.712,⚪ 均衡
20251111,67,65.51,1,0.66,64.85,0.99,65.82,55.06,0.744,⚪ 均衡
20251112,58,61.39,5,1.96,59.42,0.969,61.29,54.98,0.664,⚪ 均衡
20251113,85,97.03,0,0.0,97.03,1.0,67.92,57.8,0.888,🟡 偏多
20251114,70,81.48,6,1.54,79.94,0.9815,72.92,60.83,0.824,🟡 偏多
20251117,85,111.46,4,0.39,111.06,0.9965,82.46,63.14,0.94,🟡 偏多
20251118,45,49.55,31,26.43,23.12,0.6521,74.12,60.99,0.3,⚪ 均衡
20251119,54,63.43,22,18.89,44.55,0.7706,71.14,61.57,0.464,⚪ 均衡
20251120,41,39.28,7,4.96,34.32,0.8879,58.6,61.69,0.388,⚪ 均衡
20251121,28,36.27,71,92.82,-56.55,0.281,31.3,56.27,0.012,🟢 极度恐慌
20251124,66,70.55,23,42.18,28.37,0.6258,14.76,54.65,0.332,⚪ 均衡
20251125,77,80.81,4,2.35,78.46,0.9718,25.83,55.55,0.824,🟡 偏多
20251126,68,70.59,3,2.91,67.68,0.9605,30.46,55.55,0.768,⚪ 均衡
20251127,53,46.53,8,18.41,28.12,0.7165,29.22,54.5,0.328,⚪ 均衡
20251128,70,75.06,3,0.91,74.15,0.988,55.36,55.6,0.804,🟡 偏多
20251201,64,96.53,3,3.01,93.52,0.9698,68.39,56.91,0.884,🟡 偏多
20251202,47,63.12,2,0.65,62.46,0.9898,65.19,57.74,0.696,⚪ 均衡
20251203,48,42.67,7,4.19,38.48,0.9106,59.35,55.56,0.412,⚪ 均衡
20251204,38,47.93,13,5.44,42.49,0.8981,62.22,54.49,0.456,⚪ 均衡
20251205,73,73.9,2,1.52,72.38,0.9798,61.87,55.36,0.792,⚪ 均衡
20251208,74,92.42,2,3.5,88.92,0.9635,60.95,56.64,0.864,🟡 偏多
20251209,53,59.82,7,8.88,50.95,0.8708,58.64,55.94,0.54,⚪ 均衡
20251210,57,72.0,3,26.81,45.2,0.7287,59.99,55.23,0.468,⚪ 均衡
20251211,34,42.59,19,8.28,34.32,0.8373,58.35,52.1,0.376,⚪ 均衡
20251212,78,93.83,15,5.38,88.44,0.9457,61.56,52.52,0.868,🟡 偏多
20251215,59,74.43,9,7.47,66.96,0.9088,57.17,50.32,0.772,⚪ 均衡
20251216,42,54.51,15,18.61,35.9,0.7455,54.16,50.96,0.392,⚪ 均衡
20251217,49,61.44,19,19.23,42.2,0.7616,53.57,50.84,0.456,⚪ 均衡
20251218,61,68.51,4,0.9,67.6,0.987,60.22,52.5,0.784,⚪ 均衡
20251219,70,71.83,1,0.53,71.29,0.9926,56.79,58.9,0.804,🟡 偏多
20251222,80,103.23,8,20.64,82.59,0.8334,59.92,61.61,0.872,🟡 偏多
20251223,54,68.11,9,23.81,44.3,0.741,61.6,59.9,0.468,⚪ 均衡
20251224,76,95.06,4,1.25,93.82,0.9871,71.92,61.2,0.92,🟡 偏多
20251225,79,118.68,0,0.0,118.68,1.0,82.14,65.73,0.98,🔴 极度亢奋
20251226,82,118.27,1,0.01,118.26,0.9999,91.53,67.94,0.976,🔴 极度亢奋
20251229,72,103.48,16,17.39,86.09,0.8561,92.23,67.57,0.868,🟡 偏多
20251230,54,83.89,13,18.33,65.56,0.8207,96.48,67.72,0.748,⚪ 均衡
20251231,57,102.33,6,6.44,95.89,0.9408,96.89,70.59,0.916,🟡 偏多
20260105,108,145.81,8,8.06,137.75,0.9476,100.71,75.35,0.988,🔴 极度亢奋
20260106,120,194.79,1,0.14,194.65,0.9993,115.99,81.47,0.996,🔴 极度亢奋
20260107,80,132.66,3,6.43,126.23,0.9537,124.01,83.33,0.98,🔴 极度亢奋
20260108,92,148.72,3,1.03,147.69,0.9931,140.44,88.17,0.984,🔴 极度亢奋
20260109,94,129.66,1,1.93,127.73,0.9853,146.81,92.3,0.976,🔴 极度亢奋
20260112,183,266.79,3,9.82,256.97,0.9645,170.65,103.43,1.0,🔴 极度亢奋
20260113,66,145.23,49,125.23,20.0,0.537,135.72,100.01,0.232,⚪ 均衡
20260114,102,142.55,14,25.69,116.86,0.8473,133.85,102.5,0.948,🟡 偏多
20260115,55,120.12,63,440.73,-320.61,0.2142,40.19,84.68,0.008,🟢 极度恐慌
20260116,58,63.37,46,383.33,-319.96,0.1419,-49.35,66.57,0.012,🟢 极度恐慌
20260119,88,86.75,23,144.85,-58.1,0.3746,-112.36,60.28,0.016,🟢 极度恐慌
20260120,54,81.87,16,62.03,19.84,0.5689,-112.39,57.71,0.236,⚪ 均衡
20260121,79,109.6,4,124.31,-14.71,0.4686,-138.71,52.85,0.032,🟢 极度恐慌
20260122,73,100.77,2,87.82,12.95,0.5343,-72.0,51.28,0.196,🔵 偏空
20260123,104,128.9,0,0.0,128.9,1.0,17.78,53.03,0.972,🔴 极度亢奋
20260126,70,131.84,30,19.9,111.94,0.8688,51.78,52.7,0.928,🟡 偏多
20260127,53,102.07,2,21.16,80.92,0.8283,64.0,50.83,0.804,🟡 偏多
20260128,80,111.22,5,19.24,91.98,0.8525,85.33,51.12,0.856,🟡 偏多
20260129,82,91.68,11,5.23,86.45,0.946,100.04,52.17,0.824,🟡 偏多
20260130,48,44.66,52,205.6,-160.94,0.1785,42.07,39.33,0.016,🟢 极度恐慌
20260202,36,41.83,98,692.89,-651.05,0.0569,-110.53,-0.11,0.008,🟢 极度恐慌
20260203,69,83.29,9,103.08,-19.79,0.4469,-130.67,-10.84,0.036,🟢 极度恐慌
20260204,68,75.24,5,3.4,71.84,0.9568,-134.7,-13.56,0.748,⚪ 均衡
20260205,44,56.46,14,27.97,28.49,0.6687,-146.29,-19.52,0.288,⚪ 均衡
20260206,55,59.11,5,4.67,54.44,0.9267,-103.22,-23.18,0.572,⚪ 均衡
20260209,83,101.92,3,0.53,101.38,0.9948,47.27,-30.96,0.896,🟡 偏多
20260210,60,94.16,2,0.59,93.57,0.9938,69.94,-27.28,0.868,🟡 偏多
20260211,51,66.16,5,1.78,64.38,0.9738,68.45,-29.9,0.672,⚪ 均衡
20260212,60,77.08,13,64.3,12.77,0.5452,65.31,-13.24,0.184,🔵 偏空
20260213,32,34.99,12,30.5,4.49,0.5343,55.32,2.99,0.16,🔵 偏空
20260224,92,78.79,15,49.17,29.62,0.6157,40.97,7.37,0.292,⚪ 均衡
20260225,75,73.27,3,4.59,68.69,0.9411,35.99,9.81,0.74,⚪ 均衡
20260226,0,0.0,0,0.0,0.0,0.5,23.11,10.55,0.14,🔵 偏空
20260227,75,77.36,0,0.0,77.36,1.0,36.03,13.77,0.784,⚪ 均衡
20260302,0,0.0,0,0.0,0.0,0.5,35.13,7.33,0.144,🔵 偏空
20260303,82,103.32,53,21.17,82.16,0.83,45.64,5.84,0.82,🟡 偏多
20260304,44,47.95,11,2.44,45.51,0.9515,41.0,4.07,0.44,⚪ 均衡
20260305,69,84.98,3,1.44,83.54,0.9833,57.71,3.64,0.832,🟡 偏多
20260306,0,0.0,0,0.0,0.0,0.5,42.24,-0.68,0.144,🔵 偏空
20260309,42,68.83,3,5.62,63.21,0.9246,54.88,10.53,0.66,⚪ 均衡
20260310,56,74.52,4,7.26,67.26,0.9113,51.9,46.45,0.728,⚪ 均衡
