trade_date,heavy_nav,light_nav,relative_strength,heavy_ret,light_ret,rs_ma20,rs_ma60
2025-09-12,100.828,100.35499999999999,100.47132678989587,0.8280000000000001,0.355,,
2025-09-15,100.88648024,100.78150875,100.10415749010109,0.05799999999999996,0.425,,
2025-09-16,100.815859703832,101.66586648928124,99.16392117157743,-0.07000000000000003,0.8775,,
2025-09-17,101.37034693220308,102.2250287549723,99.16392117157741,0.55,0.55,,
2025-09-18,99.32063851723395,101.44300728499675,97.90782152011704,-2.0220000000000002,-0.765,,
2025-09-19,99.75367650116908,100.77094736173365,98.99051176237045,0.43599999999999994,-0.6624999999999999,,
2025-09-22,99.43246966283532,101.92981325639359,97.54993802718302,-0.322,1.1500000000000001,,
2025-09-23,99.14411550081309,100.62001515604892,98.53319475956458,-0.29,-1.285,,
2025-09-24,99.70130542992766,103.00974051600508,96.78823083185675,0.562,2.375,,
2025-09-25,99.70928153436206,104.01408548603612,95.86132596219194,0.00800000000000003,0.975,,
2025-09-26,99.71526409125411,101.26031257279331,98.47418159959905,0.005999999999999983,-2.6475,,
2025-09-29,100.98962516634036,102.04507999523244,98.96569748493373,1.278,0.775,,
2025-09-30,102.00760058801708,103.01450825518717,99.02255742009099,1.0079999999999998,0.95,,
2025-10-09,105.83288561006772,103.74848662650538,102.00908856730236,3.75,0.7125000000000001,,
2025-10-10,105.98105164992182,100.58415778439695,105.36555058411203,0.13999999999999996,-3.05,,
2025-10-13,106.8140627158902,99.87001026412774,106.95309075607125,0.7859999999999999,-0.71,,
2025-10-14,106.50643821526845,97.18600373827931,109.59030530989725,-0.288,-2.6875,,
2025-10-15,107.200860192432,98.75798734874598,108.54905316556476,0.652,1.6175000000000002,,
2025-10-16,106.5705191345005,98.05927458825361,108.67969356492307,-0.588,-0.7075,,
2025-10-17,105.30446136718264,95.18123487908836,110.63573770707443,-1.1880000000000002,-2.9349999999999996,101.63896528230023,
2025-10-20,105.88152981547478,95.91175085678537,110.3947419055838,0.5479999999999999,0.7675,102.13513603808462,
2025-10-21,106.79422860248418,97.75805206077848,109.24340895836151,0.8620000000000001,1.925,102.59209861149763,
2025-10-22,106.19190915316616,97.51610088192805,108.8967957011968,-0.5640000000000001,-0.24750000000000003,103.07874233797861,
2025-10-23,107.07967351368663,97.55023151723674,109.7687538494115,0.836,0.035,103.60898397187032,
2025-10-24,106.78627520825914,99.20614669724182,107.64078513617751,-0.274,1.6974999999999998,104.09563215267333,
2025-10-27,108.17022533495819,100.18828754954453,107.9669370348969,1.296,0.99,104.54445341629966,
2025-10-28,106.8548753948851,99.83762854312111,107.028659388412,-1.216,-0.35,105.01838948436111,
2025-10-29,108.45556142830048,100.64132145289324,107.76444492440893,1.498,0.8049999999999999,105.47995199260333,
2025-10-30,108.73320766555692,98.86751816228599,109.97869642795817,0.25599999999999995,-1.7625,106.13947527240839,
2025-10-31,107.6545742455146,99.57936429305447,108.1093206507077,-0.992,0.72,106.75187500683418,
2025-11-03,108.72466071351501,100.58511587241432,108.0921961171921,0.9940000000000001,1.01,107.23277573271385,
2025-11-04,108.04186984423414,99.31271415662827,108.78956512439981,-0.628,-1.265,107.72396911468714,
2025-11-05,108.89323977860673,98.90056639287828,110.10375749116844,0.7879999999999999,-0.415,108.27802911824104,
2025-11-06,110.36329851561793,99.47418967795697,110.9466675455351,1.35,0.58,108.72490806715265,
2025-11-07,110.49131994189605,98.3824604462414,112.30794538043824,0.11600000000000002,-1.0975,109.07202780696896,
2025-11-10,110.72998119297053,98.73171818082554,112.1523895595237,0.21600000000000003,0.355,109.33199274714158,
2025-11-11,110.39779124939162,97.81351320174387,112.86558230629362,-0.3,-0.9299999999999999,109.4957565969614,
2025-11-12,109.88775345381943,97.56164340524938,112.63417632006272,-0.462,-0.2575,109.7000127546863,
2025-11-13,111.41519322682751,98.61287011294094,112.98240594683445,1.39,1.0775000000000001,109.91514837378188,
2025-11-14,110.67762464766592,96.90933278173989,114.20739517104623,-0.662,-1.7275,110.09373124698047,
2025-11-17,110.65991622772229,96.97474658136755,114.11209632280097,-0.01599999999999997,0.06749999999999998,110.27959896784132,
2025-11-18,108.2010528891423,97.40870857231918,111.0794450260169,-2.222,0.4475,110.37140077122407,
2025-11-19,108.42611107915172,96.11560796602164,112.80801669327425,0.20799999999999996,-1.3275,110.56696182082797,
2025-11-20,107.73435249046672,95.36830911408583,112.9666169938987,-0.638,-0.7775,110.72685497805233,
2025-11-21,104.04337357414333,92.84343313029039,112.0632553819242,-3.4259999999999997,-2.6475,110.94797849033966,
2025-11-24,103.88938938125358,94.65155899050279,109.75982909238473,-0.148,1.9475000000000002,111.03762309321405,
2025-11-25,104.89919424603937,96.32452529565994,108.90185435543047,0.9719999999999999,1.7675,111.13128284156497,
2025-11-26,104.54883093725759,96.56774472203149,108.2647536588946,-0.33399999999999996,0.25250000000000006,111.15629827828927,
2025-11-27,104.74747371603839,96.00040922178957,109.1114866750625,0.19,-0.5874999999999999,111.11293779064447,
2025-11-28,105.69648582790569,96.57401166688976,109.44609631883353,0.906,0.5975,111.17977657405076,
2025-12-01,106.81475464796495,97.40213381693333,109.66367004723179,1.0580000000000003,0.8575,111.25835027055273,
2025-12-02,106.41099487539564,96.1675617708037,110.65165105153143,-0.378,-1.2675,111.35145456690933,
2025-12-03,106.41737953508816,94.64571010578074,112.43761541452943,0.005999999999999983,-1.5825,111.46814746307737,
2025-12-04,106.02576357839904,94.69539910358627,111.96506333155489,-0.368,0.052500000000000005,111.51906725237836,
2025-12-05,107.16660079450261,95.30144965784922,112.45012660274487,1.076,0.64,111.52617631349369,
2025-12-08,106.90297095654815,96.51892567722825,110.75855870386029,-0.246,1.2775,111.45648477071055,
2025-12-09,104.99154583584507,96.23660781962236,109.09730529221503,-1.7880000000000003,-0.2925,111.26807092000661,
2025-12-10,105.45140880660608,96.28472612353217,109.52039129374806,0.438,0.04999999999999999,111.11238166869086,
2025-12-11,104.50234612734664,94.68880678803463,110.36399092163036,-0.9,-1.6575,110.98146091743065,
2025-12-12,105.30492414560464,95.46998944403592,110.3015981868668,0.768,0.825,110.78617106822169,107.50628919916745
2025-12-15,105.37863759250656,93.91860211557034,112.20209332208142,0.07,-1.6249999999999998,110.69067091818572,107.70180197470388
2025-12-16,103.58720075343395,92.3102460543412,112.21636295114436,-1.7,-1.7125,110.7475168144421,107.90367206572128
2025-12-17,104.56920741657649,93.95798394641119,111.29358360457945,0.9479999999999998,1.785,110.67179516000735,108.1058331062713
2025-12-18,104.95820486816616,93.71604213774918,111.99598539798832,0.372,-0.25749999999999995,110.62326358021183,108.31970084337814
2025-12-19,105.98889443997155,94.4517130685305,112.2148990173107,0.9819999999999999,0.785,110.63084576198116,108.55815213499804
2025-12-22,106.82408692815855,95.02786851824854,112.4134304955443,0.788,0.61,110.76352583213911,108.7818674472176
2025-12-23,106.75785599426308,94.74991200283266,112.67330358161327,-0.06200000000000001,-0.29250000000000004,110.95209829344826,109.03392353979145
2025-12-24,107.21477961791854,95.63345493225907,112.11011846624486,0.42799999999999994,0.9325000000000001,111.14436653381577,109.26020560156945
2025-12-25,107.28125278128167,96.22160068009248,111.4939390147532,0.061999999999999986,0.615,111.26348915080032,109.50530073795106
2025-12-26,108.53429781376703,96.05321287890231,112.99392759573806,1.168,-0.17500000000000002,111.44088071464554,109.79084409851016
