date,index_name,daily_buy_amt,daily_sell_amt,daily_net_amt,cum_position,cost_price,close_price,pnl_pct,abnormal_bars
20241213,上证50,4.9534,11.46,-6.5066,596.51,2.4775,2.69,8.58,9
20241216,上证50,0.0,0.5974,-0.5974,595.02,2.4775,2.686,8.42,1
20241217,上证50,3.1371,1.8197,1.3174,599.45,2.478,2.7,8.96,4
20241218,上证50,0.5314,0.6692,-0.1378,603.53,2.4781,2.719,9.72,2
20241219,上证50,0.0,0.1291,-0.1291,601.18,2.4781,2.709,9.32,1
20241220,上证50,0.7131,1.2236,-0.5105,598.9,2.4782,2.701,8.99,4
20241223,上证50,6.2521,3.6096,2.6425,606.65,2.4794,2.724,9.87,11
20241224,上证50,1.2465,0.2347,1.0119,614.12,2.4796,2.753,11.02,4
20241225,上证50,7.0174,0.0,7.0174,623.59,2.4811,2.764,11.4,3
20241226,上证50,0.0,0.8608,-0.8608,621.15,2.4811,2.757,11.12,2
20241227,上证50,0.4464,0.1232,0.3232,620.79,2.4812,2.754,11.0,2
20241230,上证50,1.0615,1.8256,-0.7641,624.31,2.4814,2.773,11.75,3
20241231,上证50,7.5209,11.6225,-4.1016,612.35,2.4829,2.738,10.28,10
20250102,上证50,2.019,2.1789,-0.1599,596.33,2.4832,2.667,7.4,11
20250103,上证50,0.9595,1.2563,-0.2968,590.22,2.4833,2.641,6.35,7
20250106,上证50,1.0123,3.032,-2.0196,585.74,2.4834,2.63,5.9,4
20250107,上证50,0.1469,0.0,0.1469,589.22,2.4834,2.645,6.51,1
20250108,上证50,3.8809,2.921,0.9598,591.51,2.4839,2.651,6.73,6
20250109,上证50,2.4914,0.0,2.4914,591.11,2.4841,2.638,6.19,2
20250110,上证50,0.0185,0.2135,-0.195,585.76,2.4841,2.615,5.27,2
20250113,上证50,0.16,0.0,0.16,584.13,2.4842,2.607,4.95,1
20250114,上证50,5.291,0.49,4.801,599.03,2.4848,2.652,6.73,6
20250115,上证50,0.0,0.0,0.0,597.68,2.4848,2.646,6.49,0
20250116,上证50,0.0282,1.1172,-1.0889,594.56,2.4848,2.637,6.13,4
20250117,上证50,0.5065,0.2723,0.2342,594.79,2.4848,2.637,6.12,2
20250120,上证50,0.0203,0.0,0.0203,596.17,2.4848,2.643,6.37,1
20250121,上证50,0.0,0.0,0.0,595.49,2.4848,2.64,6.24,0
20250122,上证50,4.5518,3.4168,1.135,589.18,2.4853,2.607,4.9,8
20250123,上证50,7.1599,2.5992,4.5607,597.32,2.4861,2.623,5.51,7
20250124,上证50,1.9903,1.7865,0.2038,600.94,2.4863,2.638,6.1,3
20250127,上证50,1.3808,3.2488,-1.868,600.21,2.4865,2.643,6.3,9
20250205,上证50,2.6583,2.0394,0.6189,595.38,2.4867,2.619,5.32,8
20250206,上证50,3.4874,0.8144,2.673,602.38,2.4871,2.638,6.07,3
20250207,上证50,6.2554,2.1826,4.0728,613.3,2.4879,2.668,7.24,10
20250210,上证50,0.0475,0.0,0.0475,615.65,2.4879,2.678,7.64,1
20250211,上证50,0.5189,0.4851,0.0337,614.07,2.488,2.671,7.36,5
20250212,上证50,2.5505,0.0,2.5505,622.84,2.4883,2.698,8.43,2
20250213,上证50,1.0672,0.5316,0.5356,624.3,2.4885,2.702,8.58,5
20250214,上证50,3.4364,1.0,2.4363,630.67,2.4891,2.719,9.24,5
20250217,上证50,1.1254,3.2466,-2.1212,629.46,2.4892,2.723,9.39,6
20250218,上证50,1.6037,4.7024,-3.0987,624.06,2.4895,2.713,8.98,6
20250219,上证50,0.035,0.0411,-0.0061,626.12,2.4895,2.722,9.34,3
20250220,上证50,0.0,0.0,0.0,622.9,2.4895,2.708,8.78,0
20250221,上证50,3.0989,0.8049,2.294,633.49,2.49,2.744,10.2,5
20250224,上证50,3.3819,1.9447,1.4372,631.91,2.4906,2.731,9.65,7
20250225,上证50,0.0,2.937,-2.937,622.5,2.4906,2.703,8.53,1
20250226,上证50,0.0103,0.0,0.0103,627.8,2.4906,2.726,9.45,1
20250227,上证50,0.4848,1.0688,-0.584,630.45,2.4907,2.74,10.01,2
20250228,上证50,0.2617,1.7707,-1.509,620.9,2.4908,2.705,8.6,3
20250303,上证50,0.2033,0.0512,0.1521,616.69,2.4908,2.686,7.84,2
20250304,上证50,0.0,1.0471,-1.0471,613.81,2.4908,2.678,7.52,1
20250305,上证50,2.1871,0.0,2.1871,620.35,2.4911,2.697,8.27,2
20250306,上证50,8.7906,0.3725,8.4181,638.67,2.4926,2.74,9.93,8
20250307,上证50,0.8179,0.0,0.8179,639.26,2.4927,2.739,9.88,2
20250310,上证50,5.6055,3.4754,2.1301,638.59,2.4936,2.727,9.36,9
20250311,上证50,0.9816,0.0,0.9816,642.38,2.4938,2.739,9.83,1
20250312,上证50,0.0101,0.3519,-0.3418,639.93,2.4938,2.73,9.47,2
20250313,上证50,0.0,0.0,0.0,638.29,2.4938,2.723,9.19,0
20250314,上证50,17.0837,1.7798,15.3039,672.48,2.4971,2.803,12.25,9
20250317,上证50,0.1383,0.0164,0.1219,671.4,2.4971,2.798,12.05,2
20250318,上证50,0.0,0.0,0.0,671.88,2.4971,2.8,12.13,0
20250319,上证50,1.1369,0.0,1.1369,675.18,2.4973,2.809,12.48,2
20250320,上证50,0.0635,0.7789,-0.7154,667.25,2.4973,2.779,11.28,4
20250321,上证50,0.2541,5.6557,-5.4015,651.08,2.4974,2.734,9.47,8
20250324,上证50,0.2105,0.0,0.2105,655.58,2.4974,2.752,10.19,1
20250325,上证50,0.3817,0.0,0.3817,655.96,2.4975,2.752,10.19,2
20250326,上证50,1.4759,0.6547,0.8212,652.96,2.4977,2.736,9.54,4
20250327,上证50,1.7676,0.1926,1.575,657.88,2.498,2.75,10.09,2
20250328,上证50,0.0,0.7408,-0.7408,654.26,2.498,2.738,9.61,1
20250331,上证50,0.6321,2.7623,-2.1302,649.03,2.4981,2.725,9.08,4
20250401,上证50,0.0173,0.0,0.0173,648.09,2.4981,2.721,8.92,1
20250402,上证50,0.0,0.0,0.0,646.9,2.4981,2.716,8.72,0
20250403,上证50,0.1825,0.6994,-0.5169,647.34,2.4982,2.72,8.88,4
20250407,上证50,38.4245,31.7966,6.628,618.77,2.4999,2.571,2.85,17
20250408,上证50,56.0783,10.4711,45.6072,678.68,2.5034,2.628,4.98,17
20250409,上证50,13.1957,2.7388,10.457,694.37,2.5045,2.648,5.73,12
20250410,上证50,3.2704,0.6143,2.6561,703.32,2.5049,2.672,6.67,4
20250411,上证50,12.9724,0.0,12.9724,717.64,2.5062,2.677,6.81,5
20250414,上证50,0.0,0.0,0.0,719.79,2.5062,2.685,7.13,0
20250415,上证50,14.6701,0.0,14.6701,736.1,2.5079,2.691,7.3,2
20250416,上证50,44.1003,0.1212,43.9791,786.81,2.5132,2.715,8.03,4
20250417,上证50,12.8411,0.06,12.7811,800.47,2.5147,2.718,8.08,5
20250418,上证50,21.3799,0.0,21.3799,822.47,2.5173,2.72,8.05,2
20250421,上证50,0.0,0.507,-0.507,819.25,2.5173,2.711,7.7,2
20250422,上证50,0.2816,0.0,0.2816,821.04,2.5173,2.716,7.89,1
20250423,上证50,0.0,0.5046,-0.5046,818.12,2.5173,2.708,7.58,1
20250424,上证50,0.0851,0.0,0.0851,820.32,2.5173,2.715,7.85,2
20250425,上证50,2.0567,0.5362,1.5205,820.32,2.5175,2.71,7.64,3
20250428,上证50,1.0145,0.0131,1.0014,821.63,2.5177,2.711,7.68,2
20250429,上证50,0.3267,0.0,0.3267,820.44,2.5177,2.706,7.48,1
20250430,上证50,0.0,0.3538,-0.3538,816.14,2.5177,2.693,6.96,2
20250506,上证50,0.5504,0.1282,0.4222,820.81,2.5178,2.707,7.52,2
20250507,上证50,5.2752,6.0126,-0.7374,827.35,2.5184,2.731,8.44,8
20250508,上证50,2.1115,0.1821,1.9294,832.61,2.5187,2.742,8.87,7
20250509,上证50,0.0,0.3655,-0.3655,832.85,2.5187,2.744,8.95,1
20250512,上证50,2.9911,0.8786,2.1125,840.73,2.5191,2.763,9.68,6
20250513,上证50,0.2124,0.1205,0.0919,842.65,2.5191,2.769,9.92,3
20250514,上证50,15.0665,4.0744,10.9921,868.34,2.5215,2.817,11.72,9
20250515,上证50,2.9565,2.7159,0.2406,864.26,2.522,2.803,11.14,6
20250516,上证50,1.641,0.5874,1.0535,857.61,2.5222,2.778,10.14,6
20250519,上证50,0.2152,0.0,0.2152,855.05,2.5223,2.769,9.78,2
20250520,上证50,0.2117,0.0928,0.1189,858.56,2.5223,2.78,10.22,3
20250521,上证50,0.6861,0.0,0.6861,863.26,2.5224,2.793,10.73,1
20250522,上证50,0.0,0.0,0.0,864.19,2.5224,2.796,10.85,0
20250523,上证50,0.6748,3.2325,-2.5577,855.15,2.5225,2.775,10.01,4
20250526,上证50,0.8463,0.8703,-0.0241,851.74,2.5226,2.764,9.57,5
20250527,上证50,0.0282,0.7638,-0.7356,846.69,2.5226,2.75,9.01,3
20250528,上证50,0.0,0.0,0.0,845.76,2.5226,2.747,8.89,0
20250529,上证50,6.207,1.662,4.545,852.45,2.5235,2.754,9.14,9
20250530,上证50,0.3512,8.4933,-8.1421,842.74,2.5235,2.749,8.94,6
20250603,上证50,0.2301,0.1141,0.116,842.55,2.5235,2.748,8.9,2
20250604,上证50,0.0,0.0,0.0,844.7,2.5235,2.755,9.17,0
20250605,上证50,0.7448,0.0,0.7448,845.13,2.5236,2.754,9.13,2
20250606,上证50,0.5297,1.5803,-1.0506,844.7,2.5237,2.756,9.2,3
20250609,上证50,3.663,2.3898,1.2732,845.98,2.5242,2.756,9.18,5
20250610,上证50,2.0003,9.8213,-7.821,833.87,2.5244,2.742,8.62,8
20250611,上证50,3.4267,0.6505,2.7762,842.72,2.5249,2.762,9.39,4
20250612,上证50,0.2696,0.287,-0.0174,842.1,2.5249,2.76,9.31,2
20250613,上证50,1.5523,2.0118,-0.4595,837.36,2.5251,2.746,8.75,10
20250616,上证50,3.4035,0.4559,2.9475,842.45,2.5256,2.753,9.01,6
20250617,上证50,2.4356,0.1512,2.2844,844.74,2.5259,2.753,8.99,10
20250618,上证50,0.5171,0.743,-0.2259,843.59,2.5259,2.75,8.87,5
20250619,上证50,2.9937,5.478,-2.4843,835.89,2.5263,2.733,8.18,9
20250620,上证50,5.4007,1.6099,3.7908,844.58,2.527,2.749,8.79,9
20250623,上证50,5.8028,1.216,4.5868,853.17,2.5277,2.762,9.27,9
20250624,上证50,7.309,2.8426,4.4663,866.91,2.5287,2.792,10.41,8
20250625,上证50,8.7568,2.6136,6.1432,885.51,2.5301,2.832,11.93,9
20250626,上证50,0.4107,1.5095,-1.0988,882.53,2.5302,2.826,11.69,7
20250627,上证50,1.7521,2.95,-1.1979,871.67,2.5304,2.795,10.46,8
20250630,上证50,5.8684,0.119,5.7495,881.17,2.5313,2.807,10.89,10
20250701,上证50,0.0,0.0,0.0,882.11,2.5313,2.81,11.01,0
20250702,上证50,0.4553,0.0,0.4553,884.45,2.5314,2.816,11.24,3
20250703,上证50,0.0,0.0,0.0,885.71,2.5314,2.82,11.4,0
20250704,上证50,3.8039,1.1525,2.6514,893.37,2.532,2.836,12.01,6
20250707,上证50,0.0,0.0,0.0,890.85,2.532,2.828,11.69,0
20250708,上证50,3.1317,0.7903,2.3414,898.55,2.5325,2.845,12.34,3
20250709,上证50,0.413,0.1148,0.2981,897.9,2.5326,2.842,12.22,2
20250710,上证50,0.8936,2.669,-1.7754,901.19,2.5328,2.858,12.84,6
20250711,上证50,8.8628,7.3951,1.4677,906.79,2.5344,2.871,13.28,14
20250714,上证50,1.2218,0.6036,0.6182,906.77,2.5346,2.869,13.19,4
20250715,上证50,2.2527,1.7145,0.5381,902.89,2.535,2.855,12.63,5
20250716,上证50,0.7616,0.1827,0.5789,901.89,2.5351,2.85,12.42,3
20250717,上证50,0.0,0.0,0.0,904.74,2.5351,2.859,12.78,0
20250718,上证50,1.8925,2.0146,-0.122,912.53,2.5354,2.884,13.75,9
20250721,上证50,0.3935,0.7299,-0.3364,914.09,2.5355,2.89,13.98,5
20250722,上证50,5.359,0.0711,5.2879,926.99,2.5365,2.914,14.88,6
20250723,上证50,3.6706,0.3017,3.3689,932.58,2.5372,2.921,15.13,11
20250724,上证50,0.1676,0.785,-0.6173,935.79,2.5373,2.933,15.6,3
20250725,上证50,0.1053,1.7592,-1.6539,928.72,2.5373,2.916,14.93,5
20250728,上证50,1.6899,1.7283,-0.0384,932.81,2.5376,2.929,15.42,6
20250729,上证50,1.2202,0.4138,0.8064,935.21,2.5379,2.934,15.61,3
20250730,上证50,4.4851,2.3109,2.1743,940.26,2.5388,2.943,15.92,10
20250731,上证50,3.8042,4.688,-0.8838,925.33,2.5395,2.899,14.16,13
20250801,上证50,0.6439,6.4843,-5.8404,912.15,2.5396,2.876,13.25,7
20250804,上证50,0.1242,0.0,0.1242,916.72,2.5396,2.89,13.8,2
20250805,上证50,2.7264,0.3894,2.337,926.05,2.5401,2.912,14.64,7
20250806,上证50,0.0093,0.0,0.0093,927.96,2.5401,2.918,14.88,1
20250807,上证50,0.0,0.6248,-0.6248,928.29,2.5401,2.921,14.99,1
20250808,上证50,0.0,0.0,0.0,924.79,2.5401,2.91,14.56,0
20250811,上证50,1.0387,1.1795,-0.1408,925.29,2.5403,2.912,14.63,6
20250812,上证50,1.1728,0.9661,0.2067,931.85,2.5405,2.932,15.41,5
20250813,上证50,1.008,2.9447,-1.9368,932.46,2.5408,2.94,15.71,8
20250814,上证50,4.4387,3.1923,1.2464,938.13,2.5417,2.954,16.22,10
20250815,上证50,10.2174,6.913,3.3044,944.91,2.5438,2.965,16.56,15
20250818,上证50,6.3013,3.6664,2.6349,949.45,2.5452,2.971,16.73,13
20250819,上证50,0.0435,2.3184,-2.2749,936.33,2.5452,2.937,15.39,7
20250820,上证50,6.1246,2.9811,3.1436,951.56,2.5465,2.975,16.83,6
20250821,上证50,2.877,0.4416,2.4354,958.8,2.5471,2.99,17.39,6
20250822,上证50,12.0659,1.3687,10.6972,993.91,2.55,3.066,20.24,11
20250825,上证50,5.9023,4.935,0.9673,1013.67,2.5515,3.124,22.44,10
20250826,上证50,0.0237,0.1214,-0.0977,1006.11,2.5515,3.101,21.54,2
20250827,上证50,0.3049,5.4089,-5.104,984.82,2.5516,3.051,19.57,7
20250828,上证50,2.8526,2.5178,0.3348,999.37,2.5523,3.095,21.26,11
20250829,上证50,7.6377,0.8774,6.7603,1011.64,2.5542,3.112,21.84,9
20250901,上证50,1.6259,0.3664,1.2595,1013.22,2.5546,3.113,21.86,5
20250902,上证50,1.2222,0.0073,1.2149,1019.33,2.555,3.128,22.43,3
20250903,上证50,2.2943,3.3276,-1.0333,1004.93,2.5555,3.087,20.8,10
20250904,上证50,2.1827,8.0397,-5.857,981.83,2.556,3.034,18.7,8
20250905,上证50,0.0,0.0,0.0,994.13,2.556,3.072,20.19,0
20250908,上证50,0.0,0.0,0.0,992.51,2.556,3.067,19.99,0
20250909,上证50,0.1234,0.5398,-0.4164,989.5,2.5561,3.059,19.68,3
20250910,上证50,0.0,0.0,0.0,993.71,2.5561,3.072,20.19,0
20250911,上证50,9.9392,0.0,9.9392,1019.86,2.5586,3.122,22.02,5
20250912,上证50,0.0558,0.9312,-0.8754,1013.11,2.5586,3.104,21.32,2
20250915,上证50,0.0,0.356,-0.356,1010.46,2.5586,3.097,21.04,1
20250916,上证50,0.0,0.0,0.0,1005.57,2.5586,3.082,20.46,0
20250917,上证50,0.1448,0.0,0.1448,1007.67,2.5586,3.088,20.69,1
20250918,上证50,0.0,11.3092,-11.3092,983.31,2.5586,3.048,19.13,7
20250919,上证50,0.0,0.0,0.0,982.34,2.5586,3.045,19.01,0
20250922,上证50,0.0,0.0577,-0.0577,985.19,2.5586,3.054,19.36,1
20250923,上证50,4.0142,1.585,2.4292,987.62,2.5596,3.054,19.32,5
20250924,上证50,1.5705,1.1763,0.3942,993.83,2.5599,3.072,20.0,3
20250925,上证50,0.0,0.0,0.0,998.68,2.5599,3.087,20.59,0
20250926,上证50,0.0011,0.0,0.0011,995.45,2.5599,3.077,20.2,1
20250929,上证50,9.9656,4.3804,5.5852,1011.4,2.5624,3.109,21.33,8
20250930,上证50,0.5701,0.0,0.5701,1017.5,2.5626,3.126,21.99,3
20251009,上证50,0.344,0.3802,-0.0362,1028.86,2.5627,3.161,23.35,4
20251010,上证50,3.225,2.1041,1.1209,1014.02,2.5635,3.112,21.4,3
20251013,上证50,0.7254,0.0,0.7254,1011.17,2.5637,3.101,20.96,2
20251014,上证50,5.3851,4.6252,0.7599,1011.6,2.565,3.1,20.86,11
20251015,上证50,1.3529,0.0,1.3529,1025.36,2.5653,3.138,22.32,3
20251016,上证50,0.5122,1.2982,-0.786,1031.43,2.5655,3.159,23.14,2
20251017,上证50,0.8601,4.7832,-3.9231,1011.54,2.5657,3.11,21.22,10
20251020,上证50,0.5123,5.0857,-4.5734,1007.3,2.5658,3.111,21.25,6
20251021,上证50,2.3456,1.1952,1.1503,1019.14,2.5664,3.144,22.51,7
20251022,上证50,0.274,1.2833,-1.0093,1019.42,2.5665,3.148,22.66,5
20251023,上证50,1.0066,0.096,0.9106,1026.49,2.5667,3.167,23.39,2
20251024,上证50,0.03,0.4815,-0.4515,1034.14,2.5668,3.192,24.36,3
20251027,上证50,4.3752,2.1289,2.2462,1044.16,2.568,3.216,25.23,6
20251028,上证50,0.4216,0.3403,0.0813,1037.75,2.5681,3.196,24.45,2
20251029,上证50,0.4389,0.0,0.4389,1042.74,2.5682,3.21,24.99,1
20251030,上证50,3.0518,6.0222,-2.9704,1034.26,2.5691,3.193,24.29,5
20251031,上证50,1.3537,3.9348,-2.5811,1021.0,2.5694,3.16,22.98,7
20251103,上证50,3.0121,2.7054,0.3067,1021.63,2.5702,3.161,22.99,7
20251104,上证50,2.6339,3.3819,-0.7479,1019.26,2.5709,3.156,22.76,6
20251105,上证50,0.0,0.1584,-0.1584,1017.17,2.5709,3.15,22.53,1
20251106,上证50,0.0364,0.0,0.0364,1030.12,2.5709,3.19,24.08,1
20251107,上证50,0.0,0.0,0.0,1028.83,2.5709,3.186,23.92,0
20251110,上证50,0.0,0.0,0.0,1033.67,2.5709,3.201,24.51,0
20251111,上证50,0.3324,0.3609,-0.0285,1026.86,2.571,3.18,23.69,2
20251112,上证50,0.0,0.3279,-0.3279,1032.02,2.571,3.197,24.35,2
20251113,上证50,0.4512,0.0,0.4512,1040.22,2.5711,3.221,25.28,1
20251114,上证50,0.0,0.4763,-0.4763,1027.48,2.5711,3.183,23.8,2
20251117,上证50,3.6965,0.1451,3.5514,1023.29,2.5721,3.159,22.82,5
20251118,上证50,1.0645,0.8709,0.1936,1020.56,2.5724,3.15,22.46,4
20251119,上证50,0.8493,1.5699,-0.7206,1024.7,2.5726,3.165,23.03,4
20251120,上证50,0.0,0.0,0.0,1021.79,2.5726,3.156,22.68,0
20251121,上证50,0.4014,1.7444,-1.343,1002.65,2.5727,3.101,20.54,5
20251124,上证50,0.0,0.5093,-0.5093,999.88,2.5727,3.094,20.26,2
20251125,上证50,0.0,0.1744,-0.1744,1004.88,2.5727,3.11,20.89,2
20251126,上证50,0.1927,0.9072,-0.7145,1005.45,2.5727,3.114,21.04,2
20251127,上证50,2.5988,0.0,2.5988,1007.4,2.5734,3.112,20.93,3
20251128,上证50,0.7329,0.8114,-0.0785,1007.64,2.5735,3.113,20.96,5
20251201,上证50,1.855,3.667,-1.8121,1013.58,2.574,3.137,21.87,7
20251202,上证50,0.46,0.3365,0.1234,1008.86,2.5741,3.122,21.28,3
20251203,上证50,0.0,2.602,-2.602,1001.74,2.5741,3.108,20.74,3
20251204,上证50,1.6296,0.2517,1.3779,1005.7,2.5745,3.116,21.03,3
20251205,上证50,3.4636,1.9502,1.5134,1016.58,2.5754,3.145,22.12,6
20251208,上证50,5.476,0.2563,5.2197,1027.94,2.5768,3.164,22.79,7
20251209,上证50,0.3739,0.4676,-0.0937,1020.7,2.5769,3.142,21.93,5
20251210,上证50,0.2399,0.7736,-0.5338,1016.92,2.5769,3.132,21.54,2
20251211,上证50,2.5424,0.0,2.5424,1015.57,2.5775,3.12,21.05,1
20251212,上证50,0.1896,3.5527,-3.3631,1016.75,2.5776,3.134,21.59,3
20251215,上证50,0.7788,0.0,0.7788,1017.2,2.5778,3.133,21.54,3
20251216,上证50,3.0305,2.9466,0.0839,1007.55,2.5785,3.103,20.34,7
20251217,上证50,6.8985,1.6509,5.2476,998.19,2.5799,3.058,18.53,7
20251218,上证50,0.0748,0.0,0.0748,1000.22,2.58,3.064,18.76,1
20251219,上证50,5.6857,1.0674,4.6183,1009.41,2.5812,3.078,19.25,10
20251222,上证50,0.9887,0.1009,0.8879,1014.89,2.5814,3.092,19.78,3
20251223,上证50,2.5257,0.464,2.0617,1018.92,2.582,3.098,19.98,8
20251224,上证50,4.0368,1.5518,2.4849,1021.73,2.583,3.099,19.98,6
20251225,上证50,0.3966,0.0,0.3966,1024.76,2.583,3.107,20.28,1
20251226,上证50,3.5383,0.757,2.7813,1031.83,2.5839,3.12,20.75,7
20251229,上证50,0.0553,0.3595,-0.3042,1027.89,2.5839,3.109,20.32,2
20251230,上证50,0.921,2.8791,-1.9581,1025.6,2.5841,3.108,20.27,4
20251231,上证50,5.298,3.5789,1.7191,1026.32,2.5853,3.105,20.1,8
20260105,上证50,4.252,1.2524,2.9997,1052.14,2.5864,3.174,22.72,9
20260106,上证50,0.5834,1.058,-0.4746,1071.89,2.5865,3.235,25.07,4
20260107,上证50,0.1644,0.9861,-0.8216,1066.1,2.5866,3.22,24.49,5
20260108,上证50,0.0309,1.1825,-1.1516,1057.67,2.5866,3.198,23.64,4
20260109,上证50,0.1111,0.9628,-0.8517,1060.45,2.5866,3.209,24.06,4
20260112,上证50,0.101,0.0211,0.0798,1063.51,2.5866,3.218,24.41,2
20260113,上证50,0.6001,5.2556,-4.6555,1057.54,2.5868,3.214,24.25,12
20260114,上证50,4.9098,8.6092,-3.6994,1045.02,2.5881,3.187,23.14,10
20260115,上证50,29.0061,60.8942,-31.888,1011.03,2.5953,3.18,22.53,13
20260116,上证50,23.5715,60.3534,-36.7819,967.96,2.601,3.16,21.49,11
20260119,上证50,18.92,29.8142,-10.8943,954.95,2.6053,3.153,21.02,9
20260120,上证50,5.1185,47.2648,-42.1463,911.9,2.6065,3.15,20.85,8
20260121,上证50,37.851,106.6675,-68.8165,841.63,2.6149,3.145,20.27,11
20260122,上证50,12.9125,47.0699,-34.1575,803.8,2.6177,3.131,19.61,12
20260123,上证50,30.8263,66.3565,-35.5302,761.88,2.6239,3.106,18.37,9
20260126,上证50,24.0465,111.4426,-87.3962,680.26,2.6288,3.129,19.03,14
20260127,上证50,12.015,49.538,-37.523,643.19,2.6313,3.131,18.99,8
20260128,上证50,86.6407,89.4615,-2.8208,641.91,2.648,3.138,18.5,17
20260129,上证50,73.4949,4.4748,69.0201,723.3,2.6622,3.196,20.05,12
20260130,上证50,1.5324,3.0714,-1.539,710.7,2.6625,3.147,18.2,7
20260202,上证50,7.0686,6.4232,0.6454,696.22,2.6637,3.08,15.63,8
20260203,上证50,1.5065,0.4055,1.101,703.66,2.6639,3.108,16.67,3
20260204,上证50,0.0,0.0,0.0,712.49,2.6639,3.147,18.14,0
20260205,上证50,0.0,0.0,0.0,710.23,2.6639,3.137,17.76,0
20260206,上证50,0.0,0.0,0.0,705.24,2.6639,3.115,16.93,0
20260209,上证50,0.0342,0.0,0.0342,715.69,2.6639,3.161,18.66,1
20260210,上证50,0.0,0.0,0.0,717.73,2.6639,3.17,19.0,0
20260211,上证50,0.0,0.0,0.0,717.73,2.6639,3.17,19.0,0
20260212,上证50,0.0,0.0,0.0,715.69,2.6639,3.161,18.66,0
20260213,上证50,0.8575,3.071,-2.2136,702.84,2.664,3.114,16.89,3
20260224,上证50,0.0413,0.0,0.0413,704.01,2.6641,3.119,17.08,1
20260225,上证50,0.0,1.7829,-1.7829,705.62,2.6641,3.134,17.64,3
20260226,上证50,0.0,0.0,0.0,701.34,2.6641,3.115,16.93,0
20260227,上证50,0.0769,0.0303,0.0466,703.19,2.6641,3.123,17.23,3
20230703,创业板指,0.0,0.0,0.0,0.0,0,2.171,0,0
20230704,创业板指,0.0,0.0,0.0,0.0,0,2.174,0,0
20230705,创业板指,0.0,0.0,0.0,0.0,0,2.156,0,0
20230706,创业板指,0.0,0.0,0.0,0.0,0,2.137,0,0
20230707,创业板指,0.0,0.0,0.0,0.0,0,2.118,0,0
20230710,创业板指,1.7291,0.5069,1.2222,1.23,2.1399,2.145,0.24,7
20230711,创业板指,0.2659,0.0,0.2659,1.5,2.1425,2.161,0.87,1
20230712,创业板指,0.0,1.3031,-1.3031,0.19,2.1425,2.139,-0.16,3
20230713,创业板指,3.0844,0.0802,3.0043,3.21,2.1594,2.182,1.05,10
20230714,创业板指,1.1312,0.1358,0.9954,4.19,2.1614,2.169,0.35,6
20230717,创业板指,0.0,0.0,0.0,4.15,2.1614,2.152,-0.43,0
20230718,创业板指,0.7661,0.0203,0.7458,4.89,2.1598,2.147,-0.59,5
20230719,创业板指,1.6943,1.7741,-0.0799,4.76,2.1527,2.125,-1.29,9
20230720,创业板指,2.0116,3.7533,-1.7417,2.96,2.1486,2.103,-2.12,10
20230721,创业板指,0.5389,0.8162,-0.2773,2.69,2.147,2.11,-1.72,6
20230724,创业板指,0.8799,0.452,0.4278,3.09,2.1427,2.09,-2.46,6
20230725,创业板指,3.66,3.4569,0.2031,3.36,2.1394,2.136,-0.16,11
20230726,创业板指,0.7154,0.7579,-0.0425,3.31,2.1391,2.135,-0.19,8
20230727,创业板指,0.0,0.2292,-0.2292,3.08,2.1391,2.129,-0.47,3
20230728,创业板指,8.0913,0.1855,7.9059,11.07,2.1439,2.163,0.89,11
20230731,创业板指,1.9043,0.926,0.9783,12.14,2.1467,2.182,1.64,4
20230801,创业板指,0.0595,0.2409,-0.1814,11.88,2.1468,2.168,0.99,2
20230802,创业板指,0.0,0.0,0.0,11.86,2.1468,2.164,0.8,0
20230803,创业板指,0.2143,0.0702,0.1441,12.13,2.1471,2.187,1.86,2
20230804,创业板指,5.2408,0.6326,4.6081,16.82,2.1576,2.204,2.15,8
20230807,创业板指,0.6832,0.8768,-0.1936,16.48,2.1582,2.185,1.24,3
20230808,创业板指,1.2191,0.0,1.2191,17.63,2.1592,2.177,0.82,2
20230809,创业板指,0.0694,0.0,0.0694,17.68,2.1592,2.174,0.68,2
20230810,创业板指,0.0,0.2387,-0.2387,17.52,2.1592,2.184,1.15,2
20230811,创业板指,0.423,2.9357,-2.5127,14.59,2.1591,2.129,-1.4,6
20230814,创业板指,1.0794,2.0693,-0.9899,13.48,2.1576,2.113,-2.06,7
20230815,创业板指,0.7385,0.4454,0.2931,13.66,2.156,2.096,-2.78,4
20230816,创业板指,0.0,0.0,0.0,13.57,2.156,2.082,-3.43,0
20230817,创业板指,1.4325,0.345,1.0876,14.74,2.1533,2.094,-2.75,7
20230818,创业板指,0.4003,0.657,-0.2567,14.28,2.1525,2.065,-4.06,4
20230821,创业板指,0.0443,1.2958,-1.2515,12.83,2.1523,2.035,-5.45,5
20230822,创业板指,3.4946,3.2473,0.2473,13.11,2.1406,2.038,-4.79,12
20230823,创业板指,1.2244,2.2308,-1.0064,11.78,2.1364,1.987,-6.99,8
20230824,创业板指,6.6207,0.4378,6.1829,18.13,2.1187,2.014,-4.94,8
20230825,创业板指,0.9688,0.2651,0.7037,18.63,2.1162,1.991,-5.92,3
20230828,创业板指,0.254,11.3588,-11.1048,8.14,2.1158,2.01,-5.0,9
20230829,创业板指,5.1591,0.9182,4.241,12.65,2.1098,2.067,-2.03,11
20230830,创业板指,0.5496,0.3383,0.2113,12.85,2.1095,2.066,-2.06,3
