date,index_name,daily_buy_amt,daily_sell_amt,daily_net_amt,cum_position,cost_price,close_price,pnl_pct,abnormal_bars
20231222,科创50,0.4282,0.1928,0.2354,17.17,0.9336,0.864,-7.45,4
20231225,科创50,0.1536,0.0709,0.0826,17.13,0.9334,0.858,-8.07,3
20231226,科创50,0.0899,0.2382,-0.1483,16.7,0.9332,0.844,-9.56,4
20231227,科创50,0.1555,0.0,0.1555,16.96,0.9329,0.849,-9.0,2
20231228,科创50,0.9294,0.0146,0.9148,18.32,0.9317,0.871,-6.51,9
20231229,科创50,0.001,0.0,0.001,18.34,0.9317,0.872,-6.4,1
20240102,科创50,0.0,0.0,0.0,18.11,0.9317,0.861,-7.59,0
20240103,科创50,0.1661,0.5117,-0.3456,17.55,0.9314,0.851,-8.63,5
20240104,科创50,0.5271,0.042,0.4851,17.9,0.9304,0.844,-9.29,6
20240105,科创50,0.1214,0.2678,-0.1464,17.39,0.9302,0.827,-11.1,5
20240108,科创50,0.0151,0.4045,-0.3893,16.48,0.9302,0.802,-13.78,7
20240109,科创50,0.1761,0.122,0.0541,16.53,0.9298,0.802,-13.74,3
20240110,科创50,0.2847,0.0,0.2847,16.69,0.929,0.796,-14.32,1
20240111,科创50,0.4714,0.0,0.4714,17.43,0.9278,0.809,-12.81,5
20240112,科创50,0.0,0.0353,-0.0353,17.14,0.9278,0.797,-14.1,2
20240115,科创50,0.06,0.0,0.06,17.09,0.9277,0.792,-14.63,2
20240116,科创50,0.4869,0.1092,0.3777,17.56,0.9263,0.796,-14.06,3
20240117,科创50,0.0073,0.5048,-0.4974,16.58,0.9262,0.774,-16.44,4
20240118,科创50,0.6137,0.3993,0.2144,17.05,0.9243,0.786,-14.96,10
20240119,科创50,0.736,0.0,0.736,17.72,0.9222,0.783,-15.1,3
20240122,科创50,0.0,0.2799,-0.2799,16.9,0.9222,0.759,-17.7,3
20240123,科创50,0.1432,0.034,0.1092,17.19,0.9218,0.767,-16.79,2
20240124,科创50,0.0459,0.0,0.0459,17.23,0.9216,0.767,-16.78,1
20240125,科创50,0.3212,0.1713,0.15,17.79,0.9207,0.785,-14.74,4
20240126,科创50,0.1062,0.3754,-0.2692,17.05,0.9203,0.764,-16.99,6
20240129,科创50,0.3041,0.0628,0.2414,16.8,0.9193,0.742,-19.29,5
20240130,科创50,0.0293,0.6801,-0.6508,15.52,0.9192,0.714,-22.32,7
20240131,科创50,3.5392,1.1271,2.4121,17.58,0.9043,0.7,-22.6,10
20240201,科创50,1.7437,0.2639,1.4797,19.37,0.8977,0.712,-20.69,7
20240202,科创50,1.5245,1.7083,-0.1838,18.55,0.8916,0.689,-22.73,8
20240205,科创50,15.7293,5.3636,10.3657,28.99,0.845,0.693,-17.99,14
20240206,科创50,9.0131,2.4609,6.5522,37.79,0.8289,0.739,-10.84,15
20240207,科创50,4.6728,2.6762,1.9966,40.94,0.8249,0.761,-7.74,10
20240208,科创50,2.5164,0.4406,2.0758,43.51,0.8234,0.77,-6.48,8
20240219,科创50,5.4512,1.6131,3.8381,47.89,0.8206,0.779,-5.06,12
20240220,科创50,2.3039,0.0658,2.2381,49.7,0.8194,0.772,-5.78,5
20240221,科创50,1.182,0.1742,1.0079,50.77,0.8189,0.773,-5.61,6
20240222,科创50,0.0055,0.0,0.0055,51.23,0.8189,0.78,-4.75,1
20240223,科创50,0.0,0.0,0.0,51.36,0.8189,0.782,-4.51,0
20240226,科创50,0.0,0.0,0.0,51.63,0.8189,0.786,-4.02,0
20240227,科创50,1.3158,0.0,1.3158,54.94,0.8186,0.816,-0.32,5
20240228,科创50,0.5299,1.0551,-0.5252,52.66,0.8187,0.79,-3.5,6
20240229,科创50,2.0284,0.9029,1.1255,56.21,0.8186,0.826,0.91,9
20240301,科创50,0.0053,0.0,0.0053,56.83,0.8186,0.835,2.01,1
20240304,科创50,0.0,0.0,0.0,57.03,0.8186,0.838,2.37,0
20240305,科创50,11.6793,4.4516,7.2277,64.11,0.8203,0.836,1.92,13
20240306,科创50,0.2198,8.3072,-8.0874,55.62,0.8203,0.831,1.31,8
20240307,科创50,1.7568,2.5941,-0.8373,53.58,0.8202,0.813,-0.88,4
20240308,科创50,0.0,0.0,0.0,54.11,0.8202,0.821,0.1,0
20240311,科创50,0.0283,0.0,0.0283,55.26,0.8202,0.838,2.17,1
20240312,科创50,0.0,0.0,0.0,55.19,0.8202,0.837,2.05,0
20240313,科创50,0.0,0.3017,-0.3017,54.62,0.8202,0.833,1.56,1
20240314,科创50,0.0,0.2799,-0.2799,53.75,0.8202,0.824,0.46,2
20240315,科创50,0.2486,0.0,0.2486,54.27,0.8202,0.828,0.95,1
20240318,科创50,0.2196,0.0,0.2196,55.6,0.8202,0.845,3.02,3
20240319,科创50,0.0133,0.0685,-0.0552,54.62,0.8202,0.831,1.31,2
20240320,科创50,0.3131,0.0,0.3131,55.07,0.8203,0.833,1.55,3
20240321,科创50,0.5791,2.5368,-1.9577,52.53,0.8203,0.824,0.45,7
20240322,科创50,0.0,0.0,0.0,51.76,0.8203,0.812,-1.01,0
20240325,科创50,0.8651,0.0222,0.8429,51.83,0.8203,0.8,-2.47,4
20240326,科创50,0.7432,0.147,0.5962,51.77,0.8201,0.79,-3.67,4
20240327,科创50,0.0331,0.0581,-0.025,50.5,0.8201,0.771,-5.98,2
20240328,科创50,0.094,0.0,0.094,51.25,0.8201,0.781,-4.76,2
20240329,科创50,0.0,0.0,0.0,51.25,0.8201,0.781,-4.76,0
20240401,科创50,0.0495,0.0,0.0495,52.15,0.82,0.794,-3.18,2
20240402,科创50,0.0,0.0,0.0,51.63,0.82,0.786,-4.15,0
20240403,科创50,0.0,0.0,0.0,50.9,0.82,0.775,-5.49,0
20240408,科创50,0.0,0.0,0.0,49.72,0.82,0.757,-7.69,0
20240409,科创50,0.5356,0.0,0.5356,50.85,0.8198,0.766,-6.56,3
20240410,科创50,0.0581,0.2442,-0.186,49.87,0.8198,0.754,-8.02,2
20240411,科创50,0.0,0.1206,-0.1206,49.88,0.8198,0.756,-7.78,2
20240412,科创50,0.0575,0.0,0.0575,49.94,0.8197,0.756,-7.77,1
20240415,科创50,0.2209,0.0434,0.1775,50.91,0.8196,0.768,-6.3,3
20240416,科创50,0.0,0.1317,-0.1317,49.59,0.8196,0.75,-8.5,1
20240417,科创50,0.0427,0.0,0.0427,50.82,0.8196,0.768,-6.3,1
20240418,科创50,0.2976,2.5277,-2.2302,48.34,0.8195,0.764,-6.77,5
20240419,科创50,0.0,0.012,-0.012,47.32,0.8195,0.748,-8.72,1
20240422,科创50,0.0088,0.1012,-0.0924,47.23,0.8195,0.748,-8.72,2
20240423,科创50,0.0,0.0,0.0,47.04,0.8195,0.745,-9.09,0
20240424,科创50,0.0843,0.0,0.0843,47.81,0.8194,0.756,-7.74,2
20240425,科创50,0.0,0.0,0.0,47.5,0.8194,0.751,-8.35,0
20240426,科创50,0.7977,0.0204,0.7773,49.55,0.8191,0.771,-5.87,9
20240429,科创50,0.7773,0.2536,0.5238,51.62,0.8188,0.795,-2.91,9
20240430,科创50,0.2584,0.7841,-0.5256,50.52,0.8188,0.786,-4.0,5
20240506,科创50,0.5278,0.187,0.3408,51.5,0.8187,0.796,-2.77,5
20240507,科创50,0.0244,0.0205,0.004,50.98,0.8187,0.788,-3.75,3
20240508,科创50,0.0634,0.0454,0.018,50.42,0.8187,0.779,-4.85,3
20240509,科创50,1.0303,0.0624,0.9678,52.49,0.8185,0.796,-2.75,9
20240510,科创50,0.1441,0.0205,0.1235,51.89,0.8184,0.785,-4.08,4
20240513,科创50,0.0183,0.0096,0.0087,51.63,0.8184,0.781,-4.57,2
20240514,科创50,0.0138,0.0,0.0138,51.38,0.8184,0.777,-5.06,1
20240515,科创50,0.0163,0.1523,-0.136,50.52,0.8184,0.766,-6.4,2
20240516,科创50,0.1433,0.2218,-0.0784,50.31,0.8184,0.764,-6.64,4
20240517,科创50,0.187,0.0,0.187,51.02,0.8183,0.772,-5.66,1
20240520,科创50,0.0431,0.0978,-0.0547,50.9,0.8183,0.771,-5.78,3
20240521,科创50,0.0,0.0,0.0,50.51,0.8183,0.765,-6.51,0
20240522,科创50,0.3909,0.0,0.3909,51.36,0.8181,0.772,-5.64,4
20240523,科创50,0.1514,0.1419,0.0095,50.57,0.818,0.76,-7.1,5
20240524,科创50,0.0581,0.0,0.0581,49.63,0.818,0.745,-8.93,1
20240527,科创50,0.1876,0.0,0.1876,50.49,0.8179,0.755,-7.69,2
20240528,科创50,0.2878,0.0,0.2878,50.57,0.8178,0.752,-8.04,2
20240529,科创50,0.0,0.0,0.0,50.57,0.8178,0.752,-8.04,0
20240530,科创50,0.3227,0.0169,0.3059,51.35,0.8176,0.759,-7.17,4
20240531,科创50,0.0,0.0,0.0,51.48,0.8176,0.761,-6.92,0
20240603,科创50,0.3808,0.0603,0.3205,52.27,0.8175,0.768,-6.05,4
20240604,科创50,0.1736,0.0,0.1736,52.65,0.8174,0.771,-5.68,2
20240605,科创50,0.1745,0.7261,-0.5517,51.97,0.8174,0.769,-5.92,6
20240606,科创50,0.4222,0.0649,0.3573,51.85,0.8172,0.762,-6.75,5
20240607,科创50,0.0673,0.2713,-0.2039,51.3,0.8172,0.757,-7.36,5
20240611,科创50,2.0955,0.0,2.0955,54.71,0.8164,0.776,-4.94,6
20240612,科创50,2.0245,1.3027,0.7217,55.29,0.8157,0.774,-5.12,12
20240613,科创50,2.5089,1.8361,0.6728,56.32,0.8151,0.779,-4.43,13
20240614,科创50,0.4068,0.9538,-0.547,55.34,0.815,0.773,-5.15,8
20240617,科创50,0.3035,0.043,0.2604,55.74,0.8149,0.775,-4.9,4
20240618,科创50,0.1321,0.5908,-0.4587,55.28,0.8149,0.775,-4.89,4
20240619,科创50,1.4508,0.5562,0.8946,55.83,0.8144,0.77,-5.45,9
20240620,科创50,2.2309,1.0372,1.1937,57.37,0.8138,0.775,-4.77,11
20240621,科创50,0.3192,1.5289,-1.2097,56.23,0.8137,0.776,-4.64,9
20240624,科创50,0.0098,0.6632,-0.6535,54.21,0.8137,0.757,-6.97,7
20240625,科创50,0.678,0.8316,-0.1536,52.48,0.8134,0.735,-9.63,9
20240626,科创50,1.0322,0.1036,0.9286,54.34,0.8128,0.748,-7.97,6
20240627,科创50,0.0168,0.0,0.0168,53.27,0.8128,0.733,-9.82,1
20240628,科创50,0.0,0.0596,-0.0596,53.07,0.8128,0.731,-10.06,1
20240701,科创50,0.0,0.0,0.0,52.85,0.8128,0.728,-10.43,0
20240702,科创50,0.0,0.0,0.0,52.05,0.8128,0.717,-11.79,0
20240703,科创50,0.0603,0.0,0.0603,52.26,0.8128,0.719,-11.54,1
20240704,科创50,0.0,0.7318,-0.7318,50.65,0.8128,0.707,-13.01,1
20240705,科创50,2.2382,0.1275,2.1107,53.42,0.8111,0.716,-11.72,8
20240708,科创50,0.0,0.0,0.0,52.89,0.8111,0.709,-12.58,0
20240709,科创50,2.4949,0.0,2.4949,56.77,0.8093,0.727,-10.17,4
20240710,科创50,0.0,0.0,0.0,56.77,0.8093,0.727,-10.17,0
20240711,科创50,0.2825,0.0509,0.2316,57.71,0.8092,0.736,-9.04,4
20240712,科创50,1.8403,0.0077,1.8325,59.62,0.8082,0.737,-8.81,2
20240715,科创50,1.8153,0.2068,1.6085,60.9,0.8073,0.733,-9.2,2
20240716,科创50,2.473,0.7519,1.7211,63.97,0.8061,0.749,-7.09,11
20240717,科创50,0.0,0.0,0.0,63.8,0.8061,0.747,-7.34,0
20240718,科创50,5.004,0.2736,4.7304,69.1,0.8041,0.753,-6.35,11
20240719,科创50,5.2932,0.7219,4.5714,75.16,0.8029,0.769,-4.22,11
20240722,科创50,2.3579,0.0534,2.3045,77.56,0.8024,0.77,-4.04,3
20240723,科创50,0.0809,0.4592,-0.3783,74.06,0.8024,0.739,-7.9,7
20240724,科创50,0.067,0.0323,0.0347,73.2,0.8023,0.73,-9.02,2
20240725,科创50,0.2641,0.009,0.2551,73.65,0.8022,0.732,-8.75,3
20240726,科创50,0.2027,0.056,0.1467,74.4,0.8021,0.738,-8.0,2
20240729,科创50,0.0,0.3538,-0.3538,72.64,0.8021,0.724,-9.74,1
20240730,科创50,2.8917,0.5242,2.3675,75.41,0.8008,0.728,-9.09,6
20240731,科创50,1.8737,0.0687,1.8049,80.88,0.8002,0.763,-4.64,12
20240801,科创50,0.4283,0.501,-0.0727,80.28,0.8001,0.758,-5.26,9
20240802,科创50,1.6283,0.4444,1.1839,80.09,0.7995,0.745,-6.82,6
20240805,科创50,2.2242,0.7007,1.5235,79.13,0.7985,0.722,-9.59,8
20240806,科创50,0.0009,0.0,0.0009,80.23,0.7985,0.732,-8.33,1
20240807,科创50,0.0921,0.0,0.0921,79.66,0.7985,0.726,-9.08,1
20240808,科创50,0.2244,0.1136,0.1108,79.99,0.7984,0.728,-8.82,3
20240809,科创50,0.0,0.0,0.0,79.66,0.7984,0.725,-9.2,0
20240812,科创50,0.0,0.0,0.0,79.88,0.7984,0.727,-8.95,0
20240813,科创50,0.0,0.0,0.0,80.21,0.7984,0.73,-8.57,0
20240814,科创50,0.0,0.0224,-0.0224,79.09,0.7984,0.72,-9.82,1
20240815,科创50,4.5166,0.0,4.5166,84.28,0.7965,0.726,-8.85,5
20240816,科创50,3.0895,0.0363,3.0532,87.1,0.7952,0.724,-8.95,4
20240819,科创50,0.0091,0.0,0.0091,86.86,0.7952,0.722,-9.2,1
20240820,科创50,0.063,0.2592,-0.1962,85.47,0.7951,0.712,-10.46,4
20240821,科创50,0.0522,0.0,0.0522,85.28,0.7951,0.71,-10.71,2
20240822,科创50,0.0453,0.0273,0.018,84.58,0.7951,0.704,-11.46,3
20240823,科创50,7.1449,0.0322,7.1127,91.71,0.7913,0.704,-11.03,6
20240826,科创50,1.4329,0.2982,1.1347,92.32,0.7906,0.7,-11.45,8
20240827,科创50,6.2372,0.0,6.2372,97.51,0.7871,0.692,-12.08,3
20240828,科创50,0.6943,0.0,0.6943,97.64,0.7867,0.688,-12.55,3
20240829,科创50,0.9686,0.0536,0.915,99.84,0.7862,0.697,-11.35,7
20240830,科创50,1.6159,0.6492,0.9666,102.82,0.7856,0.711,-9.49,13
20240902,科创50,0.0,0.3551,-0.3551,99.14,0.7856,0.688,-12.42,5
20240903,科创50,0.094,0.0,0.094,99.96,0.7855,0.693,-11.78,1
20240904,科创50,0.1878,0.0671,0.1207,99.65,0.7854,0.69,-12.15,5
20240905,科创50,0.9243,0.7159,0.2084,99.71,0.785,0.689,-12.22,4
20240906,科创50,0.0266,0.676,-0.6493,97.76,0.7849,0.68,-13.37,6
20240909,科创50,0.0931,0.136,-0.0429,96.71,0.7849,0.673,-14.26,5
20240910,科创50,0.4842,0.0789,0.4054,97.69,0.7846,0.677,-13.71,4
20240911,科创50,0.1352,0.0,0.1352,98.4,0.7845,0.681,-13.19,3
20240912,科创50,0.125,0.0,0.125,97.81,0.7844,0.676,-13.82,2
20240913,科创50,0.0683,0.2922,-0.2239,96.71,0.7844,0.67,-14.58,4
20240918,科创50,1.1135,0.0587,1.0548,96.76,0.7836,0.663,-15.39,7
20240919,科创50,0.6947,0.0043,0.6903,98.18,0.7832,0.668,-14.71,5
20240920,科创50,0.2955,0.1152,0.1803,97.77,0.783,0.664,-15.2,4
20240923,科创50,0.1054,0.0406,0.0648,97.25,0.7829,0.66,-15.7,2
20240924,科创50,3.322,0.6297,2.6923,103.52,0.781,0.684,-12.42,13
20240925,科创50,3.25,1.7217,1.5283,104.86,0.7795,0.683,-12.38,17
20240926,科创50,4.2483,0.5212,3.7271,112.94,0.7778,0.711,-8.59,13
20240927,科创50,3.3883,0.0682,3.3201,124.49,0.7771,0.762,-1.95,7
20240930,科创50,46.2141,12.814,33.4001,184.74,0.7906,0.914,15.61,17
20241008,科创50,115.9073,53.0506,62.8567,284.5,0.861,1.097,27.41,17
20241009,科创50,58.6836,49.9866,8.697,273.6,0.8822,1.023,15.96,17
20241010,科创50,19.7388,39.4519,-19.713,242.2,0.8864,0.976,10.11,17
20241011,科创50,11.3814,25.6687,-14.2873,214.88,0.8873,0.922,3.91,17
20241014,科创50,26.6896,6.2476,20.442,242.13,0.8893,0.949,6.72,17
20241015,科创50,8.2837,10.8042,-2.5205,232.74,0.8901,0.922,3.58,17
20241016,科创50,7.8191,8.1955,-0.3764,226.03,0.8903,0.897,0.75,17
20241017,科创50,3.6634,7.4611,-3.7977,223.26,0.8905,0.901,1.18,15
20241018,科创50,47.9947,12.7884,35.2062,287.43,0.8972,1.013,12.91,14
20241021,科创50,29.0503,18.1592,10.8911,301.46,0.903,1.024,13.4,17
20241022,科创50,7.1311,5.2905,1.8406,299.2,0.9041,1.01,11.72,12
20241023,科创50,2.7765,0.6243,2.1522,299.56,0.9045,1.004,11.0,4
20241024,科创50,0.2271,0.0,0.2271,298.89,0.9045,1.001,10.66,1
20241025,科创50,3.8974,0.0,3.8974,307.85,0.9052,1.018,12.46,4
20241028,科创50,0.2223,1.6898,-1.4675,303.66,0.9052,1.009,11.46,2
20241029,科创50,0.4264,1.0182,-0.5918,300.07,0.9053,0.999,10.35,2
20241030,科创50,0.0,0.5325,-0.5325,294.13,0.9053,0.981,8.36,2
20241031,科创50,2.3468,0.5812,1.7657,299.5,0.9056,0.993,9.65,3
20241101,科创50,0.0,0.0,0.0,290.75,0.9056,0.964,6.45,0
20241104,科创50,0.0,0.0,0.0,294.67,0.9056,0.977,7.88,0
20241105,科创50,2.5092,0.0,2.5092,309.88,0.906,1.019,12.48,4
20241106,科创50,1.5633,0.2284,1.3348,311.5,0.9062,1.02,12.55,3
20241107,科创50,1.7163,0.0,1.7163,323.62,0.9066,1.054,16.26,4
20241108,科创50,0.6579,8.1099,-7.452,315.71,0.9067,1.052,16.02,7
20241111,科创50,5.3425,0.3895,4.953,334.83,0.908,1.099,21.04,9
20241112,科创50,2.1154,0.0,2.1154,330.2,0.9085,1.077,18.54,1
20241113,科创50,0.0,0.0,0.0,333.27,0.9085,1.087,19.65,0
20241114,科创50,0.0,3.3394,-3.3394,319.23,0.9085,1.052,15.79,5
20241115,科创50,0.0,1.027,-1.027,306.07,0.9085,1.012,11.39,4
20241118,科创50,0.0,0.0,0.0,300.33,0.9085,0.993,9.3,0
20241119,科创50,0.4659,0.0957,0.3702,309.78,0.9086,1.023,12.59,2
20241120,科创50,0.0,0.0,0.0,310.99,0.9086,1.027,13.03,0
20241121,科创50,0.0,0.0,0.0,313.41,0.9086,1.035,13.91,0
20241122,科创50,0.0,0.2935,-0.2935,301.31,0.9086,0.996,9.62,1
20241125,科创50,0.0,0.0,0.0,297.08,0.9086,0.982,8.08,0
20241126,科创50,0.0,0.0,0.0,294.96,0.9086,0.975,7.31,0
20241127,科创50,1.2358,0.0621,1.1737,306.74,0.9087,1.01,11.14,2
20241128,科创50,0.0168,0.0,0.0168,306.15,0.9087,1.008,10.92,1
20241129,科创50,4.576,0.0907,4.4854,318.24,0.9095,1.033,13.58,5
20241202,科创50,0.0,0.0,0.0,320.7,0.9095,1.041,14.46,0
20241203,科创50,0.0,0.0,0.0,317.31,0.9095,1.03,13.25,0
20241204,科创50,0.0346,0.1643,-0.1296,315.03,0.9095,1.023,12.48,2
20241205,科创50,0.0,0.0,0.0,316.26,0.9095,1.027,12.92,0
20241206,科创50,2.1898,0.7349,1.4549,321.72,0.9099,1.04,14.3,4
20241209,科创50,0.1268,0.0,0.1268,317.83,0.9099,1.027,12.87,1
20241210,科创50,0.8319,5.9457,-5.1138,315.69,0.9101,1.036,13.84,6
20241211,科创50,0.2329,0.0,0.2329,314.71,0.9101,1.032,13.39,2
20241212,科创50,0.6519,0.0096,0.6423,316.27,0.9102,1.035,13.71,2
20241213,科创50,0.0708,0.5071,-0.4363,309.72,0.9102,1.015,11.51,3
20241216,科创50,0.4237,0.1492,0.2745,305.12,0.9103,0.999,9.74,2
20241217,科创50,0.115,0.0,0.115,303.09,0.9103,0.992,8.97,2
20241218,科创50,1.3055,0.0,1.3055,308.37,0.9105,1.005,10.38,4
20241219,科创50,2.255,0.0,2.255,314.01,0.9108,1.016,11.55,6
20241220,科创50,4.3702,1.1412,3.229,323.1,0.9115,1.035,13.54,10
20241223,科创50,1.01,0.0,1.01,320.35,0.9117,1.023,12.21,1
20241224,科创50,0.4817,0.0,0.4817,325.85,0.9118,1.039,13.95,3
20241225,科创50,0.8158,0.1053,0.7104,327.5,0.9119,1.042,14.26,3
20241226,科创50,0.8503,0.2219,0.6284,331.27,0.9121,1.052,15.34,4
20241227,科创50,2.621,0.4581,2.1628,330.88,0.9126,1.044,14.4,6
20241230,科创50,0.2752,0.0,0.2752,331.79,0.9126,1.046,14.61,1
20241231,科创50,0.0068,0.2958,-0.289,321.35,0.9126,1.014,11.11,3
20250102,科创50,1.819,2.9685,-1.1495,309.45,0.9128,0.98,7.36,11
20250103,科创50,0.7026,0.1754,0.5272,305.55,0.9129,0.966,5.82,4
20250106,科创50,0.0,0.0607,-0.0607,304.22,0.9129,0.962,5.38,1
20250107,科创50,0.9764,0.0944,0.882,313.97,0.913,0.99,8.44,3
20250108,科创50,1.5421,0.0,1.5421,315.51,0.9131,0.99,8.42,3
20250109,科创50,0.0,0.0,0.0,314.24,0.9131,0.986,7.98,0
20250110,科创50,0.5494,0.3656,0.1838,310.91,0.9132,0.975,6.77,6
20250113,科创50,0.0264,0.0,0.0264,310.94,0.9132,0.975,6.77,1
20250114,科创50,1.9642,1.8874,0.0768,320.59,0.9134,1.005,10.02,14
20250115,科创50,0.2794,0.0,0.2794,319.91,0.9135,1.002,9.69,1
20250116,科创50,0.1953,2.6346,-2.4393,310.79,0.9135,0.981,7.39,8
20250117,科创50,1.1063,0.6811,0.4252,313.75,0.9136,0.989,8.25,5
20250120,科创50,0.0,0.0158,-0.0158,314.37,0.9136,0.991,8.47,2
20250121,科创50,1.1828,0.0,1.1828,318.41,0.9138,1.0,9.44,2
20250122,科创50,1.83,0.7854,1.0446,319.46,0.914,1.0,9.41,7
20250123,科创50,0.8793,0.0618,0.8175,317.38,0.9141,0.991,8.41,4
20250124,科创50,1.7591,0.0666,1.6925,321.64,0.9143,0.999,9.27,6
20250127,科创50,0.0088,0.4949,-0.4861,315.04,0.9143,0.98,7.19,4
20250205,科创50,1.2441,2.375,-1.1309,322.26,0.9144,1.006,10.01,7
20250206,科创50,3.018,0.2963,2.7216,334.3,0.9149,1.035,13.13,7
20250207,科创50,2.1896,1.3951,0.7945,337.66,0.9153,1.043,13.96,13
20250210,科创50,3.0887,0.1202,2.9686,346.8,0.9158,1.062,15.96,6
20250211,科创50,0.6045,1.0966,-0.4922,342.07,0.9159,1.049,14.53,5
20250212,科创50,1.5657,0.0,1.5657,349.18,0.9162,1.066,16.35,4
20250213,科创50,0.3106,0.9913,-0.6807,340.32,0.9163,1.041,13.61,5
20250214,科创50,0.8975,0.7054,0.1921,342.47,0.9164,1.047,14.25,5
20250217,科创50,0.9628,0.3253,0.6374,348.02,0.9166,1.062,15.87,7
20250218,科创50,0.0598,0.4382,-0.3784,338.79,0.9166,1.035,12.92,4
20250219,科创50,0.8599,0.0274,0.8325,347.81,0.9167,1.06,15.63,3
20250220,科创50,0.2673,0.0,0.2673,347.42,0.9168,1.058,15.4,2
20250221,科创50,12.4437,1.1348,11.3089,379.98,0.9195,1.122,22.02,16
20250224,科创50,4.8368,4.5479,0.2889,382.31,0.9207,1.128,22.52,13
20250225,科创50,2.9266,0.0562,2.8704,385.52,0.9214,1.129,22.54,6
20250226,科创50,1.1748,0.2815,0.8933,395.3,0.9217,1.155,25.32,7
20250227,科创50,0.3718,0.1626,0.2092,395.16,0.9218,1.154,25.2,4
20250228,科创50,1.1665,1.2457,-0.0792,377.97,0.922,1.104,19.74,12
20250303,科创50,0.0803,0.0392,0.0411,372.53,0.922,1.088,18.0,2
20250304,科创50,1.1823,0.0922,1.0901,380.13,0.9223,1.107,20.03,2
20250305,科创50,0.0,0.0,0.0,381.51,0.9223,1.111,20.46,0
20250306,科创50,0.8677,0.1532,0.7144,395.63,0.9225,1.15,24.66,5
20250307,科创50,0.8242,0.0,0.8242,391.63,0.9227,1.136,23.12,4
20250310,科创50,0.0,0.0,0.0,390.59,0.9227,1.133,22.79,0
20250311,科创50,0.0,0.0486,-0.0486,388.13,0.9227,1.126,22.03,1
20250312,科创50,0.0,0.0,0.0,385.72,0.9227,1.119,21.27,0
20250313,科创50,0.0,0.3316,-0.3316,377.12,0.9227,1.095,18.67,2
20250314,科创50,0.0,0.2729,-0.2729,383.73,0.9227,1.115,20.84,1
20250317,科创50,0.0,0.9101,-0.9101,380.75,0.9227,1.109,20.19,1
20250318,科创50,0.0,0.0,0.0,382.81,0.9227,1.115,20.84,0
20250319,科创50,0.0,0.0,0.0,378.35,0.9227,1.102,19.43,0
20250320,科创50,0.0,0.0,0.0,373.89,0.9227,1.089,18.02,0
20250321,科创50,0.1241,0.2673,-0.1432,365.85,0.9227,1.066,15.53,6
20250324,科创50,0.0,0.0,0.0,367.57,0.9227,1.071,16.07,0
20250325,科创50,0.188,0.0198,0.1681,363.27,0.9228,1.058,14.66,2
20250326,科创50,0.0,0.0,0.0,361.9,0.9228,1.054,14.22,0
20250327,科创50,1.0712,0.0,1.0712,366.06,0.9229,1.063,15.18,2
20250328,科创50,0.0,0.0,0.0,363.3,0.9229,1.055,14.31,0
20250331,科创50,0.0833,0.0,0.0833,360.29,0.923,1.046,13.33,1
20250401,科创50,0.0,0.0,0.0,361.32,0.923,1.049,13.66,0
20250402,科创50,0.0,0.0,0.0,360.29,0.923,1.046,13.33,0
20250403,科创50,0.0967,0.0617,0.035,358.94,0.923,1.042,12.9,3
20250407,科创50,6.1154,9.3442,-3.2288,325.16,0.9232,0.953,3.23,15
20250408,科创50,25.0715,9.7262,15.3452,342.87,0.9243,0.96,3.86,13
20250409,科创50,5.3828,0.4054,4.9774,362.56,0.9248,1.001,8.24,6
20250410,科创50,0.6441,1.6052,-0.9611,366.68,0.9248,1.015,9.75,8
20250411,科创50,3.1869,0.0666,3.1203,377.03,0.9252,1.035,11.86,6
20250414,科创50,0.0904,0.5082,-0.4178,377.34,0.9253,1.037,12.08,3
20250415,科创50,1.628,0.0,1.628,375.69,0.9254,1.028,11.08,1
20250416,科创50,0.987,0.0069,0.9801,378.87,0.9256,1.034,11.72,5
20250417,科创50,0.0349,0.0,0.0349,380.74,0.9256,1.039,12.25,1
20250418,科创50,0.082,0.0,0.082,378.25,0.9256,1.032,11.5,1
20250421,科创50,0.0,0.0,0.0,381.92,0.9256,1.042,12.58,0
20250422,科创50,0.0753,0.0,0.0753,381.26,0.9256,1.04,12.36,1
20250423,科创50,0.0,0.0,0.0,379.8,0.9256,1.036,11.93,0
20250424,科创50,0.0,0.4185,-0.4185,375.71,0.9256,1.026,10.85,3
20250425,科创50,0.0,0.173,-0.173,375.9,0.9256,1.027,10.96,1
20250428,科创50,0.0,0.0,0.0,375.17,0.9256,1.025,10.74,0
20250429,科创50,0.7169,0.0125,0.7043,376.24,0.9257,1.026,10.84,6
20250430,科创50,0.0,0.0,0.0,379.91,0.9257,1.036,11.92,0
20250506,科创50,0.2653,0.3134,-0.0481,384.99,0.9257,1.05,13.43,4
20250507,科创50,0.2903,1.9233,-1.633,385.21,0.9258,1.055,13.96,6
20250508,科创50,0.0175,0.207,-0.1895,383.55,0.9258,1.051,13.53,2
20250509,科创50,0.1617,0.193,-0.0312,376.22,0.9258,1.031,11.37,5
20250512,科创50,0.7117,0.2457,0.4659,378.15,0.9259,1.035,11.79,5
20250513,科创50,1.0581,0.0,1.0581,378.1,0.926,1.032,11.45,2
20250514,科创50,0.8799,0.4865,0.3934,380.69,0.9261,1.038,12.08,4
20250515,科创50,0.0,0.0788,-0.0788,375.11,0.9261,1.023,10.46,1
