ts_code,stk_code,conv_price,maturity_date,list_date,bond_short_name,par
118057.SH,688362.SH,28.36,20310626,20250716,甬矽转债,100.0
113696.SH,603596.SH,52.42,20310701,20250728,伯25转债,100.0
111023.SH,605167.SH,12.14,20310703,20250722,利柏转债,100.0
127110.SZ,003816.SZ,3.67,20310709,20250725,广核转债,100.0
118058.SH,688147.SH,33.57,20310806,20250827,微导转债,100.0
113698.SH,603037.SH,12.74,20310815,20250910,凯众转债,100.0
127111.SZ,002626.SZ,19.59,20310820,20250908,金威转债,100.0
123258.SZ,300843.SZ,54.46,20310828,20250910,胜蓝转02,100.0
113697.SH,603308.SH,30.47,20310919,20251022,应流转债,100.0
110818.SH,600325.SH,7.06,20310922,20251104,华发定转,100.0
113699.SH,603979.SH,63.46,20310926,20251027,金25转债,100.0
110099.SH,600483.SH,9.84,20311013,20251030,福能转债,100.0
123259.SZ,300763.SZ,72.55,20311017,20251106,锦浪转02,100.0
118059.SH,688352.SH,13.75,20311103,20251121,颀中转债,100.0
123260.SZ,301398.SZ,52.3,20311107,20251124,卓镁转债,100.0
118060.SH,688800.SH,73.85,20311114,20251212,瑞可转债,100.0
118061.SH,688502.SH,364.43,20311121,20251210,茂莱转债,100.0
145904.SH,836660.SH,11.7,20311229,20260105,25钢研K1,100.0
145905.SH,,9.51,20281210,20251216,智转债K1,100.0
123261.SZ,300996.SZ,18.26,20311205,20251222,普联转债,100.0
111024.SH,605058.SH,34.04,20311211,20260116,澳弘转债,100.0
123262.SZ,300563.SZ,38.82,20311211,20251230,神宇转债,100.0
118062.SH,688003.SH,55.73,20311212,20251231,天准转债,100.0
123263.SZ,300378.SZ,43.54,20311215,20251231,鼎捷转债,100.0
118063.SH,688676.SH,89.28,20311225,20260114,金05转债,100.0
123264.SZ,301036.SZ,36.7,20311226,20260116,双乐转债,100.0
118064.SH,688300.SH,63.55,20320108,20260128,联瑞转债,100.0
123265.SZ,300818.SZ,38.44,20320116,20260130,耐普转02,100.0
127112.SZ,001301.SZ,84.71,20320116,20260205,尚太转债,100.0
110100.SH,600853.SH,4.63,20320122,20260212,龙建转债,100.0
118065.SH,688798.SH,79.83,20320122,20260226,艾为转债,100.0
