trade_date,ts_code,close,vol,amount,pct_chg,pre_close,open,high,low
20251125,113694.SH,136.719,71020.0,9713.6002,0.1377,136.531,136.863,137.999,136.21
20251125,111017.SH,137.007,16481.0,2260.3186,-0.3346,137.467,137.379,137.617,136.888
20251125,113632.SH,137.055,50035.0,6864.2902,0.2604,136.699,136.607,137.7,136.57
20251125,123253.SZ,137.209,18862.3,2602.0243,-0.0794,137.318,137.48,138.98,136.91
20251125,113683.SH,137.282,78532.0,10816.4512,-0.606,138.119,138.0,139.555,135.7
20251125,113624.SH,137.353,42064.0,5754.9317,0.1758,137.112,137.1,137.7,136.1
20251125,118000.SH,137.44,68465.0,9444.8953,0.6275,136.583,136.788,138.874,136.385
20251125,111004.SH,137.485,66711.0,9267.14,-1.4762,139.545,139.28,140.475,137.047
20251125,123085.SZ,137.5,93804.0,12969.077,-0.3623,138.0,137.604,139.403,137.2
20251125,123112.SZ,137.58,22045.0,3042.109,-0.3043,138.0,138.242,138.8,137.402
20251125,118003.SH,137.597,21392.0,2961.5969,-0.2544,137.948,138.155,139.2,137.401
20251125,113681.SH,137.611,29125.0,4016.4534,-0.069,137.706,137.67,138.848,137.233
20251125,113654.SH,137.625,91825.0,12702.9928,-0.7264,138.632,138.514,139.836,137.014
20251125,113676.SH,137.644,29851.0,4124.2379,-0.032,137.688,137.285,138.995,137.285
20251125,113673.SH,137.67,90454.0,12540.2494,-0.5275,138.4,138.58,139.526,137.12
20251125,127028.SZ,137.789,38104.0,5259.9677,0.4293,137.2,137.413,138.54,137.061
20251125,110090.SH,138.092,51851.0,7199.5575,-0.2204,138.397,138.5,139.886,137.8
20251125,118029.SH,138.519,28221.0,3914.0542,0.8746,137.318,137.643,139.29,137.643
20251125,123230.SZ,138.598,27298.0,3811.0154,-1.1405,140.197,140.207,141.519,138.326
20251125,127072.SZ,138.7,7792.0,1080.634,0.1444,138.5,138.52,139.188,138.2
20251125,113649.SH,138.708,37011.0,5141.8225,-0.0864,138.828,138.55,139.6,138.358
20251125,127110.SZ,138.8,89405.7,12453.8648,-0.7522,139.852,139.71,140.201,138.336
20251125,123128.SZ,138.88,94008.1,13085.1651,1.3242,137.065,137.065,140.396,137.065
20251125,127039.SZ,139.001,18670.6,2598.6183,0.0446,138.939,138.939,140.1,138.663
20251125,123223.SZ,139.011,7743.0,1076.6125,0.361,138.511,138.52,139.462,138.38
20251125,127071.SZ,139.069,185600.2,25865.9669,-1.2294,140.8,138.796,140.641,138.0
20251125,123220.SZ,139.379,23967.0,3353.7592,-0.3632,139.887,139.75,140.74,139.199
20251125,111019.SH,139.587,202465.0,28387.3441,1.5237,137.492,137.231,142.0,137.176
20251125,123061.SZ,139.589,42488.0,5942.1681,0.0896,139.464,139.464,140.713,139.11
20251125,110089.SH,139.608,81241.0,11354.7074,0.3227,139.159,139.301,140.666,138.759
20251125,127082.SZ,139.792,94136.2,13299.2475,0.7009,138.819,138.955,147.407,138.572
20251125,127093.SZ,139.9,10494.0,1475.4788,-0.3405,140.378,140.445,141.2,139.802
20251125,110094.SH,139.932,39198.0,5493.2882,0.5244,139.202,139.513,140.802,139.431
20251125,113671.SH,140.228,87641.0,12263.4063,0.9597,138.895,138.701,140.588,138.67
20251125,113593.SH,140.324,386390.0,54673.4342,-0.8171,141.48,141.672,142.713,140.05
20251125,123185.SZ,140.335,105097.1,14940.4054,-2.1531,143.423,141.853,144.305,140.1
20251125,127073.SZ,140.653,1296002.4,179879.8562,4.2654,134.899,137.003,142.1,133.0
20251125,123221.SZ,140.92,9221.0,1304.3482,-0.2668,141.297,141.298,141.998,140.834
20251125,127066.SZ,140.943,35758.0,5078.1941,-0.759,142.021,142.234,143.998,140.5
20251125,123158.SZ,141.022,215002.0,30434.6875,-0.0043,141.028,141.738,143.5,140.405
20251125,118016.SH,141.514,17334.0,2461.9613,0.0544,141.437,141.5,142.74,141.26
20251125,118007.SH,141.693,52961.0,7519.4981,0.8685,140.473,140.33,142.928,140.0
20251125,111022.SH,141.789,10942.0,1548.3081,0.8421,140.605,140.841,141.99,140.355
20251125,123203.SZ,141.9,527376.7,75690.4987,4.0323,136.4,137.0,146.864,136.801
20251125,113646.SH,142.007,17476.0,2480.4837,0.8222,140.849,140.85,142.634,140.85
20251125,123080.SZ,142.011,24458.0,3487.3298,-0.4898,142.71,142.8,143.5,141.875
20251125,127064.SZ,142.8,44664.0,6380.9557,0.7343,141.759,141.752,143.879,141.091
20251125,113066.SH,142.946,22008.0,3142.3245,0.6449,142.03,142.0,143.6,141.8
