date,close,ticker,name,theme
2025-06-05,3877.56005859375,000300.SS,🇨🇳 沪深300,基准指数
2025-06-06,3873.97998046875,000300.SS,🇨🇳 沪深300,基准指数
2025-06-09,3885.25,000300.SS,🇨🇳 沪深300,基准指数
2025-06-10,3865.469970703125,000300.SS,🇨🇳 沪深300,基准指数
2025-06-11,3894.6298828125,000300.SS,🇨🇳 沪深300,基准指数
2025-06-12,3892.199951171875,000300.SS,🇨🇳 沪深300,基准指数
2025-06-13,3864.179931640625,000300.SS,🇨🇳 沪深300,基准指数
2025-06-16,3873.800048828125,000300.SS,🇨🇳 沪深300,基准指数
2025-06-17,3870.3798828125,000300.SS,🇨🇳 沪深300,基准指数
2025-06-18,3874.969970703125,000300.SS,🇨🇳 沪深300,基准指数
2025-06-19,3843.090087890625,000300.SS,🇨🇳 沪深300,基准指数
2025-06-20,3846.639892578125,000300.SS,🇨🇳 沪深300,基准指数
2025-06-23,3857.89990234375,000300.SS,🇨🇳 沪深300,基准指数
2025-06-24,3904.030029296875,000300.SS,🇨🇳 沪深300,基准指数
2025-06-25,3960.070068359375,000300.SS,🇨🇳 沪深300,基准指数
2025-06-26,3946.02001953125,000300.SS,🇨🇳 沪深300,基准指数
2025-06-27,3921.760009765625,000300.SS,🇨🇳 沪深300,基准指数
2025-06-30,3936.080078125,000300.SS,🇨🇳 沪深300,基准指数
2025-07-01,3942.760009765625,000300.SS,🇨🇳 沪深300,基准指数
2025-07-02,3943.68994140625,000300.SS,🇨🇳 沪深300,基准指数
2025-07-03,3968.070068359375,000300.SS,🇨🇳 沪深300,基准指数
2025-07-04,3982.199951171875,000300.SS,🇨🇳 沪深300,基准指数
2025-07-07,3965.179931640625,000300.SS,🇨🇳 沪深300,基准指数
2025-07-08,3998.449951171875,000300.SS,🇨🇳 沪深300,基准指数
2025-07-09,3991.39990234375,000300.SS,🇨🇳 沪深300,基准指数
2025-07-10,4010.02001953125,000300.SS,🇨🇳 沪深300,基准指数
2025-07-11,4014.81005859375,000300.SS,🇨🇳 沪深300,基准指数
2025-07-14,4017.669921875,000300.SS,🇨🇳 沪深300,基准指数
2025-07-15,4019.06005859375,000300.SS,🇨🇳 沪深300,基准指数
2025-07-16,4007.199951171875,000300.SS,🇨🇳 沪深300,基准指数
2025-07-17,4034.489990234375,000300.SS,🇨🇳 沪深300,基准指数
2025-07-18,4058.550048828125,000300.SS,🇨🇳 沪深300,基准指数
2025-07-21,4085.610107421875,000300.SS,🇨🇳 沪深300,基准指数
2025-07-22,4118.9599609375,000300.SS,🇨🇳 沪深300,基准指数
2025-07-23,4119.77001953125,000300.SS,🇨🇳 沪深300,基准指数
2025-07-24,4149.0400390625,000300.SS,🇨🇳 沪深300,基准指数
2025-07-25,4127.16015625,000300.SS,🇨🇳 沪深300,基准指数
2025-07-28,4135.81982421875,000300.SS,🇨🇳 沪深300,基准指数
2025-07-29,4152.02001953125,000300.SS,🇨🇳 沪深300,基准指数
2025-07-30,4151.240234375,000300.SS,🇨🇳 沪深300,基准指数
2025-07-31,4075.590087890625,000300.SS,🇨🇳 沪深300,基准指数
2025-08-01,4054.929931640625,000300.SS,🇨🇳 沪深300,基准指数
2025-08-04,4070.699951171875,000300.SS,🇨🇳 沪深300,基准指数
2025-08-05,4103.4501953125,000300.SS,🇨🇳 沪深300,基准指数
2025-08-06,4113.47998046875,000300.SS,🇨🇳 沪深300,基准指数
2025-08-07,4114.669921875,000300.SS,🇨🇳 沪深300,基准指数
2025-08-08,4104.97021484375,000300.SS,🇨🇳 沪深300,基准指数
2025-08-11,4122.509765625,000300.SS,🇨🇳 沪深300,基准指数
2025-08-12,4143.830078125,000300.SS,🇨🇳 沪深300,基准指数
2025-08-13,4176.580078125,000300.SS,🇨🇳 沪深300,基准指数
2025-08-14,4173.31005859375,000300.SS,🇨🇳 沪深300,基准指数
2025-08-15,4202.35009765625,000300.SS,🇨🇳 沪深300,基准指数
2025-08-18,4239.41015625,000300.SS,🇨🇳 沪深300,基准指数
2025-08-19,4223.3701171875,000300.SS,🇨🇳 沪深300,基准指数
2025-08-20,4271.39990234375,000300.SS,🇨🇳 沪深300,基准指数
2025-08-21,4288.06982421875,000300.SS,🇨🇳 沪深300,基准指数
2025-08-22,4378.0,000300.SS,🇨🇳 沪深300,基准指数
2025-08-25,4469.22021484375,000300.SS,🇨🇳 沪深300,基准指数
2025-08-26,4452.58984375,000300.SS,🇨🇳 沪深300,基准指数
2025-08-27,4386.1298828125,000300.SS,🇨🇳 沪深300,基准指数
2025-08-28,4463.77978515625,000300.SS,🇨🇳 沪深300,基准指数
2025-08-29,4496.759765625,000300.SS,🇨🇳 沪深300,基准指数
2025-09-01,4523.7099609375,000300.SS,🇨🇳 沪深300,基准指数
2025-09-02,4490.4501953125,000300.SS,🇨🇳 沪深300,基准指数
2025-09-03,4459.830078125,000300.SS,🇨🇳 沪深300,基准指数
2025-09-04,4365.2099609375,000300.SS,🇨🇳 沪深300,基准指数
2025-09-05,4460.330078125,000300.SS,🇨🇳 沪深300,基准指数
2025-09-08,4467.56982421875,000300.SS,🇨🇳 沪深300,基准指数
2025-09-09,4436.259765625,000300.SS,🇨🇳 沪深300,基准指数
2025-09-10,4445.3701171875,000300.SS,🇨🇳 沪深300,基准指数
2025-09-11,4548.0400390625,000300.SS,🇨🇳 沪深300,基准指数
2025-09-12,4522.0,000300.SS,🇨🇳 沪深300,基准指数
2025-09-15,4533.06005859375,000300.SS,🇨🇳 沪深300,基准指数
2025-09-16,4523.33984375,000300.SS,🇨🇳 沪深300,基准指数
2025-09-17,4551.02001953125,000300.SS,🇨🇳 沪深300,基准指数
2025-09-18,4498.10986328125,000300.SS,🇨🇳 沪深300,基准指数
2025-09-19,4501.919921875,000300.SS,🇨🇳 沪深300,基准指数
2025-09-22,4522.60986328125,000300.SS,🇨🇳 沪深300,基准指数
2025-09-23,4519.77978515625,000300.SS,🇨🇳 沪深300,基准指数
2025-09-24,4566.06982421875,000300.SS,🇨🇳 沪深300,基准指数
2025-09-25,4593.490234375,000300.SS,🇨🇳 沪深300,基准指数
2025-09-26,4550.0498046875,000300.SS,🇨🇳 沪深300,基准指数
2025-09-29,4620.0498046875,000300.SS,🇨🇳 沪深300,基准指数
2025-09-30,4640.68994140625,000300.SS,🇨🇳 沪深300,基准指数
2025-10-09,4709.47998046875,000300.SS,🇨🇳 沪深300,基准指数
2025-10-10,4616.830078125,000300.SS,🇨🇳 沪深300,基准指数
2025-10-13,4593.97998046875,000300.SS,🇨🇳 沪深300,基准指数
2025-10-14,4539.06005859375,000300.SS,🇨🇳 沪深300,基准指数
2025-10-15,4606.2900390625,000300.SS,🇨🇳 沪深300,基准指数
2025-10-16,4618.419921875,000300.SS,🇨🇳 沪深300,基准指数
2025-10-17,4514.22998046875,000300.SS,🇨🇳 沪深300,基准指数
2025-10-20,4538.22021484375,000300.SS,🇨🇳 沪深300,基准指数
2025-10-21,4607.8701171875,000300.SS,🇨🇳 沪深300,基准指数
2025-10-22,4592.56982421875,000300.SS,🇨🇳 沪深300,基准指数
2025-10-23,4606.35009765625,000300.SS,🇨🇳 沪深300,基准指数
2025-10-24,4660.68017578125,000300.SS,🇨🇳 沪深300,基准指数
2025-10-27,4716.02001953125,000300.SS,🇨🇳 沪深300,基准指数
2025-10-28,4691.97021484375,000300.SS,🇨🇳 沪深300,基准指数
2025-10-29,4747.83984375,000300.SS,🇨🇳 沪深300,基准指数
2025-10-30,4709.91015625,000300.SS,🇨🇳 沪深300,基准指数
2025-10-31,4640.669921875,000300.SS,🇨🇳 沪深300,基准指数
2025-11-03,4653.39990234375,000300.SS,🇨🇳 沪深300,基准指数
2025-11-04,4618.7001953125,000300.SS,🇨🇳 沪深300,基准指数
2025-11-05,4627.259765625,000300.SS,🇨🇳 沪深300,基准指数
2025-11-06,4693.39990234375,000300.SS,🇨🇳 沪深300,基准指数
2025-11-07,4678.7900390625,000300.SS,🇨🇳 沪深300,基准指数
2025-11-10,4695.0498046875,000300.SS,🇨🇳 沪深300,基准指数
2025-11-11,4652.169921875,000300.SS,🇨🇳 沪深300,基准指数
2025-11-12,4645.91015625,000300.SS,🇨🇳 沪深300,基准指数
2025-11-13,4702.06982421875,000300.SS,🇨🇳 沪深300,基准指数
2025-11-14,4628.14013671875,000300.SS,🇨🇳 沪深300,基准指数
2025-11-17,4598.0498046875,000300.SS,🇨🇳 沪深300,基准指数
2025-11-18,4568.18994140625,000300.SS,🇨🇳 沪深300,基准指数
2025-11-19,4588.2900390625,000300.SS,🇨🇳 沪深300,基准指数
2025-11-20,4564.9501953125,000300.SS,🇨🇳 沪深300,基准指数
2025-11-21,4453.60986328125,000300.SS,🇨🇳 沪深300,基准指数
2025-11-24,4448.0498046875,000300.SS,🇨🇳 沪深300,基准指数
2025-11-25,4490.41015625,000300.SS,🇨🇳 沪深300,基准指数
2025-11-26,4517.6298828125,000300.SS,🇨🇳 沪深300,基准指数
2025-11-27,4515.39990234375,000300.SS,🇨🇳 沪深300,基准指数
2025-11-28,4526.66015625,000300.SS,🇨🇳 沪深300,基准指数
2025-12-01,4576.490234375,000300.SS,🇨🇳 沪深300,基准指数
2025-12-02,4554.330078125,000300.SS,🇨🇳 沪深300,基准指数
2025-12-03,4531.0498046875,000300.SS,🇨🇳 沪深300,基准指数
2025-12-04,4546.56982421875,000300.SS,🇨🇳 沪深300,基准指数
2025-12-05,4584.5400390625,000300.SS,🇨🇳 沪深300,基准指数
2025-12-08,4621.75,000300.SS,🇨🇳 沪深300,基准指数
2025-12-09,4598.22021484375,000300.SS,🇨🇳 沪深300,基准指数
2025-12-10,4591.830078125,000300.SS,🇨🇳 沪深300,基准指数
2025-12-11,4552.18994140625,000300.SS,🇨🇳 沪深300,基准指数
2025-12-12,4580.9501953125,000300.SS,🇨🇳 沪深300,基准指数
2025-12-15,4552.06005859375,000300.SS,🇨🇳 沪深300,基准指数
2025-12-16,4497.56005859375,000300.SS,🇨🇳 沪深300,基准指数
2025-12-17,4579.8798828125,000300.SS,🇨🇳 沪深300,基准指数
2025-12-18,4552.7900390625,000300.SS,🇨🇳 沪深300,基准指数
2025-12-19,4568.18017578125,000300.SS,🇨🇳 沪深300,基准指数
2025-12-22,4611.6201171875,000300.SS,🇨🇳 沪深300,基准指数
2025-12-23,4620.72998046875,000300.SS,🇨🇳 沪深300,基准指数
2025-12-24,4634.06005859375,000300.SS,🇨🇳 沪深300,基准指数
2025-12-25,4642.5400390625,000300.SS,🇨🇳 沪深300,基准指数
2025-12-26,4657.240234375,000300.SS,🇨🇳 沪深300,基准指数
2025-12-29,4639.3701171875,000300.SS,🇨🇳 沪深300,基准指数
2025-12-30,4651.27978515625,000300.SS,🇨🇳 沪深300,基准指数
2025-12-31,4629.93994140625,000300.SS,🇨🇳 沪深300,基准指数
2026-01-05,4717.75,000300.SS,🇨🇳 沪深300,基准指数
2026-01-06,4790.68994140625,000300.SS,🇨🇳 沪深300,基准指数
2026-01-07,4776.669921875,000300.SS,🇨🇳 沪深300,基准指数
2026-01-08,4737.64990234375,000300.SS,🇨🇳 沪深300,基准指数
2026-01-09,4758.919921875,000300.SS,🇨🇳 沪深300,基准指数
2026-01-12,4789.919921875,000300.SS,🇨🇳 沪深300,基准指数
2026-01-13,4761.02978515625,000300.SS,🇨🇳 沪深300,基准指数
2026-01-14,4741.93017578125,000300.SS,🇨🇳 沪深300,基准指数
2026-01-15,4751.43017578125,000300.SS,🇨🇳 沪深300,基准指数
2026-01-16,4731.8701171875,000300.SS,🇨🇳 沪深300,基准指数
2026-01-19,4734.4599609375,000300.SS,🇨🇳 沪深300,基准指数
2026-01-20,4718.8798828125,000300.SS,🇨🇳 沪深300,基准指数
2026-01-21,4723.06982421875,000300.SS,🇨🇳 沪深300,基准指数
2026-01-22,4723.7099609375,000300.SS,🇨🇳 沪深300,基准指数
2026-01-23,4702.5,000300.SS,🇨🇳 沪深300,基准指数
2026-01-26,4706.9599609375,000300.SS,🇨🇳 沪深300,基准指数
2026-01-27,4705.68994140625,000300.SS,🇨🇳 沪深300,基准指数
2026-01-28,4717.990234375,000300.SS,🇨🇳 沪深300,基准指数
2026-01-29,4753.8701171875,000300.SS,🇨🇳 沪深300,基准指数
2026-01-30,4706.33984375,000300.SS,🇨🇳 沪深300,基准指数
2026-02-02,4605.97998046875,000300.SS,🇨🇳 沪深300,基准指数
2026-02-03,4660.10986328125,000300.SS,🇨🇳 沪深300,基准指数
2026-02-04,4698.68017578125,000300.SS,🇨🇳 沪深300,基准指数
2026-02-05,4670.419921875,000300.SS,🇨🇳 沪深300,基准指数
2026-02-06,4643.60009765625,000300.SS,🇨🇳 沪深300,基准指数
2026-02-09,4719.06005859375,000300.SS,🇨🇳 沪深300,基准指数
2026-02-10,4724.2998046875,000300.SS,🇨🇳 沪深300,基准指数
2026-02-11,4713.81982421875,000300.SS,🇨🇳 沪深300,基准指数
2026-02-12,4719.580078125,000300.SS,🇨🇳 沪深300,基准指数
2026-02-13,4660.41015625,000300.SS,🇨🇳 沪深300,基准指数
2026-02-24,4707.5400390625,000300.SS,🇨🇳 沪深300,基准指数
2026-02-25,4735.89013671875,000300.SS,🇨🇳 沪深300,基准指数
2026-02-26,4726.8701171875,000300.SS,🇨🇳 沪深300,基准指数
2026-02-27,4710.64990234375,000300.SS,🇨🇳 沪深300,基准指数
2026-03-02,4728.669921875,000300.SS,🇨🇳 沪深300,基准指数
2026-03-03,4655.89990234375,000300.SS,🇨🇳 沪深300,基准指数
2026-03-04,4602.6298828125,000300.SS,🇨🇳 沪深300,基准指数
2026-03-05,4647.69189453125,000300.SS,🇨🇳 沪深300,基准指数
2025-03-05,269159.09375,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-03-06,287654.65625,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-03-07,308583.84375,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-03-10,302256.40625,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-03-11,288628.09375,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-03-12,305663.46875,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-03-13,304203.28125,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-03-14,296415.6875,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-03-17,298849.34375,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-03-18,296902.4375,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-03-19,304203.28125,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-03-20,323185.59375,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-03-21,317344.875,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-03-24,300309.5,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-03-25,299336.03125,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-03-26,298849.34375,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-03-27,292521.90625,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-03-28,284247.59375,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-03-31,271106.0,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-04-01,272079.40625,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-04-02,264778.5625,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-04-03,263805.09375,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-04-04,265752.0,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-04-07,248229.890625,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-04-08,244822.8125,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-04-09,242875.921875,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-04-10,254070.59375,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-04-11,248229.890625,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-04-14,247743.171875,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-04-15,250663.515625,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-04-16,246769.71875,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-04-17,247256.4375,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-04-18,246283.0,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-04-21,244336.09375,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-04-22,245309.53125,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-04-23,253097.140625,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-04-24,250176.796875,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-04-25,253097.140625,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-04-28,255530.765625,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-04-29,255530.765625,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-04-30,253583.890625,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-05-02,248716.625,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-05-07,254557.328125,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-05-08,254557.328125,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-05-09,251636.96875,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-05-12,256017.5,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-05-13,250663.515625,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-05-14,245309.53125,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-05-15,243362.640625,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-05-16,240929.015625,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-05-19,238982.109375,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-05-20,234601.59375,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-05-21,234114.859375,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-05-22,231681.21875,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-05-23,227300.71875,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-05-26,235088.296875,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-05-27,233121.03125,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-05-28,245416.453125,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-05-29,250334.625,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-05-30,245908.265625,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-06-02,240006.46875,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-06-04,241481.921875,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-06-05,252793.703125,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-06-09,253777.34375,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-06-10,257711.859375,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-06-11,262138.203125,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-06-12,261154.59375,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-06-13,259679.125,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-06-16,254760.96875,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-06-17,253285.515625,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-06-18,254760.96875,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-06-19,255744.609375,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-06-20,258203.6875,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-06-23,249350.984375,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-06-24,258695.5,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-06-25,265089.125,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-06-26,263121.84375,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-06-27,255744.609375,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-06-30,256728.234375,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-07-01,271482.71875,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-07-02,283286.34375,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-07-03,306893.5,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-07-04,311319.875,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-07-07,308368.96875,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-07-08,305909.90625,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-07-09,306893.5,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-07-10,309352.59375,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-07-11,315746.21875,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-07-14,316238.03125,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-07-15,315746.21875,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-07-16,300499.90625,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-07-17,302467.15625,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-07-18,305909.90625,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-07-21,321648.0,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-07-22,317713.46875,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-07-23,329517.09375,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-07-24,328533.4375,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-07-25,327058.0,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-07-28,317713.46875,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-07-29,311319.875,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-07-30,307877.15625,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-07-31,303450.8125,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-08-01,285745.40625,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-08-04,285253.59375,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-08-05,293122.65625,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-08-06,293614.5,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-08-07,292630.84375,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-08-08,290663.5625,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-08-11,301483.53125,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-08-12,300991.71875,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-08-13,303942.625,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-08-14,302467.15625,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-08-18,296565.375,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-08-19,297057.1875,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-08-20,294106.28125,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-08-21,297549.0,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-08-22,295089.9375,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-08-25,300991.71875,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-08-26,296033.0625,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-08-27,291570.25,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-08-28,285619.84375,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-08-29,283140.5,005490.KS,🇰🇷 浦项制铁,价值兑现
2025-09-01,278677.6875,005490.KS,🇰🇷 浦项制铁,价值兑现
