date,fund_return,index_return,beta,beta_contribution,pca_friendly,avg_vol,vol_quantile,env_type,vol_regime,pca_contribution,vol_contribution,env_contribution,manager_alpha,cum_fund,cum_beta,cum_pca,cum_vol,cum_env,cum_alpha
20250919,0.00140739,0.00231758,0.150676,0.0003492,,14.02,9.1,—,低波动,0.0,2.962e-05,2.962e-05,0.00102857,6.5096,-1.6315,0.0,0.0377,0.0377,8.1035
20250922,0.00321144,0.00233873,0.151458,0.00035422,,13.75,5.9,—,低波动,0.0,3.104e-05,3.104e-05,0.00282618,6.8308,-1.5961,0.0,0.0408,0.0408,8.3861
20250923,0.00200131,-0.01088566,0.134711,-0.00146642,,13.97,11.4,—,低波动,0.0,2.989e-05,2.989e-05,0.00343784,7.0309,-1.7427,0.0,0.0438,0.0438,8.7299
20250924,0.00359516,0.00763837,0.141717,0.00108249,,14.2,16.7,—,低波动,0.0,2.868e-05,2.868e-05,0.00248399,7.3904,-1.6345,0.0,0.0467,0.0467,8.9783
20250925,-0.00407982,0.00958541,0.109599,0.00105055,,14.53,24.3,—,中低波动,0.0,2.695e-05,2.695e-05,-0.00515732,6.9824,-1.5294,0.0,0.0493,0.0493,8.4625
20250926,-0.00109907,-0.00422882,0.109,-0.00046094,,14.71,28.9,—,中低波动,0.0,2.601e-05,2.601e-05,-0.00066414,6.8725,-1.5755,0.0,0.0519,0.0519,8.3961
20250929,0.00550139,0.00043309,0.105738,4.579e-05,,14.65,28.2,—,中低波动,0.0,2.633e-05,2.633e-05,0.00542927,7.4227,-1.5709,0.0,0.0546,0.0546,8.939
20250930,0.00288486,-0.00749509,0.089321,-0.00066947,,14.97,37.5,—,中低波动,0.0,2.465e-05,2.465e-05,0.00352968,7.7112,-1.6379,0.0,0.057,0.057,9.292
20251009,0.01219968,0.01313325,0.145076,0.00190531,,16.58,61.0,—,中高波动,0.0,1.623e-05,1.623e-05,0.01027814,8.9311,-1.4474,0.0,0.0587,0.0587,10.3198
20251010,-0.00744681,-0.00840229,0.169236,-0.00142197,43.6,16.6,61.9,温和趋势,中高波动,0.00088498,1.612e-05,0.0009011,-0.00692594,8.1864,-1.5896,0.0885,0.0603,0.1488,9.6272
20251013,0.0,-0.00104571,0.170326,-0.00017811,41.9,16.37,58.1,温和趋势,中高波动,0.00112005,1.733e-05,0.00113738,-0.00095927,8.1864,-1.6074,0.2005,0.062,0.2625,9.5313
20251014,0.0138215,-0.00850885,0.114711,-0.00097606,41.7,16.67,63.6,温和趋势,中高波动,0.00114771,1.576e-05,0.00116346,0.0136341,9.5686,-1.705,0.3153,0.0636,0.3789,10.8947
20251015,-0.00564837,0.00284875,0.112181,0.00031957,42.7,16.58,60.0,温和趋势,中高波动,0.00100943,1.623e-05,0.00102566,-0.0069936,9.0038,-1.673,0.4162,0.0652,0.4814,10.1954
20251016,0.00313404,0.00121066,0.114012,0.00013803,42.3,16.81,65.2,温和趋势,中高波动,0.00106474,1.502e-05,0.00107976,0.00191625,9.3172,-1.6592,0.5227,0.0667,0.5894,10.387
20251017,0.00849314,-0.00586267,0.091473,-0.00053628,42.7,17.28,70.2,温和趋势,中高波动,0.00100943,1.256e-05,0.00102199,0.00800743,10.1665,-1.7128,0.6236,0.068,0.6916,11.1877
20251020,-0.00387152,-0.00243761,0.084703,-0.00020647,42.0,17.58,72.9,温和趋势,中高波动,0.00110622,1.099e-05,0.00111722,-0.00478227,9.7793,-1.7335,0.7343,0.0691,0.8033,10.7095
20251021,-0.00573402,0.00409513,0.054329,0.00022249,41.2,17.29,69.4,温和趋势,中高波动,0.00121685,1.251e-05,0.00122936,-0.00718587,9.2059,-1.7112,0.8559,0.0703,0.9263,9.9909
20251022,0.00097747,-0.00034342,0.074304,-2.552e-05,37.9,17.54,72.0,温和趋势,中高波动,0.00167316,1.12e-05,0.00168437,-0.00068138,9.3037,-1.7138,1.0233,0.0714,1.0947,9.9228
20251023,-0.00380842,0.00733597,0.057542,0.00042213,38.0,17.94,74.5,温和趋势,中高波动,0.00165934,9.11e-06,0.00166845,-0.005899,8.9228,-1.6716,1.1892,0.0724,1.2615,9.3329
20251024,-0.00323483,0.00075282,0.07126,5.365e-05,39.7,17.84,73.1,温和趋势,中高波动,0.00142426,9.63e-06,0.0014339,-0.00472238,8.5993,-1.6662,1.3316,0.0733,1.4049,8.8606
20251027,0.00157349,0.00689898,0.08728,0.00060214,38.5,17.94,75.5,温和趋势,中高波动,0.0015902,9.11e-06,0.00159931,-0.00062796,8.7567,-1.606,1.4906,0.0742,1.5649,8.7978
20251028,0.00373118,-0.00917105,0.09365,-0.00085886,39.0,18.12,75.9,温和趋势,中高波动,0.00152106,8.17e-06,0.00152923,0.00306081,9.1298,-1.6919,1.6427,0.075,1.7178,9.1039
20251029,0.00498902,0.00708739,0.126914,0.00089949,26.4,17.98,74.5,温和趋势,中高波动,0.00326336,8.9e-06,0.00327226,0.00081727,9.6287,-1.6019,1.9691,0.0759,2.045,9.1856
20251030,0.00077871,-0.00569452,0.12509,-0.00071232,27.9,17.92,69.6,温和趋势,中高波动,0.00305594,9.22e-06,0.00306516,-0.00157413,9.7066,-1.6732,2.2747,0.0769,2.3515,9.0282
20251031,-0.00136167,-0.00166918,0.077145,-0.00012877,29.3,17.67,66.7,温和趋势,中高波动,0.00286235,1.052e-05,0.00287288,-0.00410578,9.5704,-1.686,2.5609,0.0779,2.6388,8.6177
20251103,-0.00107135,0.00131848,0.07128,9.398e-05,24.8,17.6,65.5,温和趋势,中高波动,0.00348461,1.089e-05,0.0034955,-0.00466083,9.4633,-1.6767,2.9094,0.079,2.9884,8.1516
20251104,-0.00126749,-0.00807058,0.077814,-0.00062801,24.4,17.7,67.8,温和趋势,中高波动,0.00353992,1.037e-05,0.00355028,-0.00418976,9.3365,-1.7395,3.2634,0.08,3.3434,7.7326
20251105,0.00068336,0.0003331,0.068968,2.297e-05,26.1,17.5,60.0,温和趋势,中高波动,0.00330484,1.141e-05,0.00331626,-0.00265587,9.4049,-1.7372,3.5938,0.0812,3.675,7.467
20251106,0.00048778,0.00470748,0.0667,0.00031399,25.6,16.18,37.7,温和趋势,中低波动,0.00337398,1.832e-05,0.0033923,-0.00321851,9.4537,-1.7058,3.9312,0.083,4.0143,7.1452
20251107,-0.00224271,-0.00299571,0.070928,-0.00021248,26.8,15.95,30.6,温和趋势,中低波动,0.00320805,1.952e-05,0.00322757,-0.0052578,9.2294,-1.727,4.252,0.085,4.337,6.6194
20251110,-0.00254093,0.00536831,0.062008,0.00033288,27.0,15.66,28.6,温和趋势,中低波动,0.00318039,2.104e-05,0.00320144,-0.00607525,8.9753,-1.6937,4.5701,0.0871,4.6572,6.0119
20251111,0.00078382,-0.00063178,0.059027,-3.729e-05,27.3,15.59,26.6,温和趋势,中低波动,0.00313891,2.141e-05,0.00316032,-0.00233921,9.0537,-1.6974,4.884,0.0892,4.9732,5.7779
20251112,0.0,0.00634053,0.048212,0.00030569,26.5,15.54,24.6,温和趋势,中低波动,0.00324953,2.167e-05,0.0032712,-0.00357689,9.0537,-1.6669,5.2089,0.0914,5.3003,5.4202
20251113,0.00900684,0.00137969,0.055204,7.616e-05,26.5,15.65,30.3,温和趋势,中低波动,0.00324953,2.109e-05,0.00327063,0.00566005,9.9544,-1.6593,5.5339,0.0935,5.6274,5.9863
20251114,-0.00368701,-0.00375618,0.05713,-0.00021459,28.2,15.2,23.9,温和趋势,中低波动,0.00301446,2.345e-05,0.00303791,-0.00651033,9.5857,-1.6807,5.8353,0.0958,5.9312,5.3352
20251117,-0.00477189,-0.00272183,0.065776,-0.00017903,26.9,15.19,23.5,温和趋势,中低波动,0.00319422,2.35e-05,0.00321772,-0.00781058,9.1085,-1.6986,6.1548,0.0982,6.2529,4.5542
20251118,-0.00088067,-0.00526181,0.071335,-0.00037535,26.9,15.26,26.1,温和趋势,中低波动,0.00319422,2.313e-05,0.00321736,-0.00372268,9.0204,-1.7362,6.4742,0.1005,6.5747,4.1819
20251119,0.00156702,0.00624574,0.068505,0.00042786,28.6,15.2,25.7,温和趋势,中低波动,0.00295915,2.345e-05,0.0029826,-0.00184344,9.1771,-1.6934,6.7701,0.1028,6.8729,3.9975
20251120,-0.00088007,-0.00884422,0.08308,-0.00073478,28.8,15.01,22.5,温和趋势,中低波动,0.00293149,2.444e-05,0.00295594,-0.00310123,9.0891,-1.7668,7.0632,0.1053,7.1685,3.6874
20251121,-9.787e-05,-0.00761852,0.086029,-0.00065541,31.1,15.07,23.6,温和趋势,中低波动,0.00261345,2.413e-05,0.00263758,-0.00208004,9.0793,-1.8324,7.3246,0.1077,7.4323,3.4794
20251124,-0.00088093,0.00547031,0.075114,0.0004109,32.0,15.28,30.1,温和趋势,中低波动,0.002489,2.303e-05,0.00251203,-0.00380386,8.9912,-1.7913,7.5735,0.11,7.6835,3.099
20251125,-0.00372277,0.0032985,0.076373,0.00025192,32.3,15.01,23.0,温和趋势,中低波动,0.00244752,2.444e-05,0.00247196,-0.00644665,8.6189,-1.7661,7.8182,0.1124,7.9307,2.4544
20251126,0.00059,0.00103185,0.078758,8.127e-05,30.0,14.61,13.3,温和趋势,低波动,0.00276556,2.654e-05,0.0027921,-0.00228337,8.6779,-1.758,8.0948,0.1151,8.2099,2.226
20251127,-0.00294827,0.00356126,0.067056,0.0002388,29.5,14.49,10.5,温和趋势,低波动,0.0028347,2.716e-05,0.00286186,-0.00604893,8.3831,-1.7341,8.3783,0.1178,8.4961,1.6211
20251128,0.0002957,0.00642202,0.064433,0.00041379,28.7,14.6,14.3,温和趋势,低波动,0.00294532,2.659e-05,0.00297191,-0.00309,8.4127,-1.6927,8.6728,0.1205,8.7933,1.3121
20251201,0.00916395,0.00932425,0.10356,0.00096562,29.1,14.62,17.9,温和趋势,低波动,0.00289001,2.648e-05,0.00291649,0.00528184,9.3291,-1.5962,8.9618,0.1231,9.0849,1.8403
20251202,-0.00312456,0.00012324,0.105285,1.298e-05,29.3,14.26,8.9,温和趋势,低波动,0.00286235,2.837e-05,0.00289072,-0.00602826,9.0166,-1.5949,9.248,0.126,9.374,1.2375
20251203,-0.00078359,-0.00278079,0.102104,-0.00028393,29.9,14.17,7.5,温和趋势,低波动,0.00277939,2.884e-05,0.00280823,-0.00330789,8.9383,-1.6233,9.526,0.1288,9.6548,0.9067
20251204,0.00049013,0.00142736,0.105481,0.00015056,29.9,14.48,12.3,温和趋势,低波动,0.00277939,2.722e-05,0.0028066,-0.00246703,8.9873,-1.6082,9.8039,0.1316,9.9355,0.66
20251205,0.00146966,0.00156231,0.104015,0.0001625,29.2,14.87,26.8,温和趋势,中低波动,0.00287618,2.518e-05,0.00290136,-0.0015942,9.1342,-1.5919,10.0915,0.1341,10.2256,0.5006
20251208,0.00195667,-0.00170248,0.110301,-0.00018778,28.0,15.05,31.3,温和趋势,中低波动,0.00304212,2.423e-05,0.00306635,-0.0009219,9.3299,-1.6107,10.3957,0.1365,10.5322,0.4084
20251209,-0.0018552,-0.01336708,0.116179,-0.00155298,26.0,15.39,39.3,温和趋势,中低波动,0.00331867,2.245e-05,0.00334113,-0.00364335,9.1444,-1.766,10.7276,0.1387,10.8664,0.0441
20251210,0.00303254,0.00393071,0.121232,0.00047653,28.7,15.6,43.5,温和趋势,中低波动,0.00294532,2.136e-05,0.00296668,-0.00041067,9.4476,-1.7184,11.0221,0.1409,11.163,0.003
20251211,0.00234067,-0.00231917,0.119182,-0.0002764,27.4,15.4,39.5,温和趋势,中低波动,0.00312508,2.24e-05,0.00314748,-0.00053041,9.6817,-1.746,11.3346,0.1431,11.4778,-0.05
20251212,0.00690741,0.00141893,0.12139,0.00017224,26.6,15.49,40.2,温和趋势,中低波动,0.00323571,2.193e-05,0.00325764,0.00347753,10.3724,-1.7288,11.6582,0.1453,11.8035,0.2977
20251215,-0.00299562,-0.00127454,0.123474,-0.00015737,25.6,15.64,46.6,温和趋势,中低波动,0.00337398,2.115e-05,0.00339513,-0.00623338,10.0729,-1.7445,11.9956,0.1474,12.143,-0.3256
20251216,-0.00164679,-0.00534062,0.14061,-0.00075094,24.9,16.12,52.8,温和趋势,中高波动,0.00347078,1.863e-05,0.00348941,-0.00438526,9.9082,-1.8196,12.3427,0.1493,12.492,-0.7642
20251217,-0.00495124,0.00449649,0.120688,0.00054267,21.4,16.14,55.6,温和趋势,中高波动,0.00395475,1.853e-05,0.00397328,-0.00946719,9.4131,-1.7654,12.7382,0.1511,12.8893,-1.7109
20251218,0.00107323,0.00494869,0.12231,0.00060527,21.3,16.6,64.8,温和趋势,中高波动,0.00396858,1.612e-05,0.0039847,-0.00351674,9.5204,-1.7048,13.135,0.1528,13.2878,-2.0626
20251219,0.00204669,-0.00184576,0.068914,-0.0001272,21.1,16.75,66.3,温和趋势,中高波动,0.00399623,1.534e-05,0.00401157,-0.00183768,9.7251,-1.7175,13.5346,0.1543,13.6889,-2.2463
20251222,0.01128154,0.01424308,0.133915,0.00190736,16.8,17.2,69.9,温和趋势,中高波动,0.00459083,1.298e-05,0.00460381,0.00477037,10.8532,-1.5268,13.9937,0.1556,14.1493,-1.7693
20251223,0.00730949,0.00477323,0.144552,0.00068998,17.7,17.53,74.5,温和趋势,中高波动,0.00446638,1.126e-05,0.00447764,0.00214187,11.5842,-1.4578,14.4404,0.1567,14.5971,-1.5551
20251224,0.00849679,0.01207613,0.192828,0.00232861,17.4,17.99,85.3,温和趋势,高波动,0.00450786,8.85e-06,0.00451671,0.00165147,12.4339,-1.2249,14.8912,0.1576,15.0488,-1.3899
20251225,0.00350298,-0.00160362,0.184953,-0.00029659,18.1,18.02,85.4,温和趋势,高波动,0.00441107,8.69e-06,0.00441976,-0.00062019,12.7842,-1.2546,15.3323,0.1585,15.4907,-1.452
20251226,0.01028268,0.0099306,0.249137,0.00247408,16.7,18.34,86.6,温和趋势,高波动,0.00460466,7.02e-06,0.00461167,0.00319693,13.8124,-1.0072,15.7927,0.1592,15.9519,-1.1323
20251229,-0.00289492,-0.00494572,0.253794,-0.00125519,17.3,18.53,86.7,温和趋势,高波动,0.00452169,6.02e-06,0.00452771,-0.00616744,13.5229,-1.1327,16.2449,0.1598,16.4047,-1.749
20251230,-0.00664866,0.00434084,0.238409,0.0010349,16.7,18.87,86.9,温和趋势,高波动,0.00460466,4.24e-06,0.0046089,-0.01229246,12.8581,-1.0292,16.7054,0.1602,16.8656,-2.9783
20251231,-0.00226278,-0.00651473,0.258862,-0.00168642,16.6,18.93,87.0,温和趋势,高波动,0.00461848,3.93e-06,0.00462242,-0.00519878,12.6318,-1.1979,17.1672,0.1606,17.3278,-3.4981
20260105,0.0048193,0.00520454,0.212281,0.00110482,15.2,19.15,87.1,温和趋势,高波动,0.00481207,2.78e-06,0.00481485,-0.00110037,13.1137,-1.0874,17.6484,0.1609,17.8093,-3.6082
20260106,0.00441914,0.01905728,0.183617,0.00349925,15.1,19.54,88.2,温和趋势,高波动,0.0048259,7.4e-07,0.00482664,-0.00390675,13.5556,-0.7375,18.131,0.1609,18.292,-3.9989
20260107,0.00692856,0.00524122,0.193151,0.00101235,20.3,20.42,91.3,温和趋势,高波动,0.00410686,-3.87e-06,0.00410299,0.00181322,14.2485,-0.6362,18.5417,0.1606,18.7023,-3.8175
20260108,-0.00818181,-0.01442101,0.293074,-0.00422642,20.8,20.87,97.1,温和趋势,高波动,0.00403772,-6.22e-06,0.0040315,-0.00798689,13.4303,-1.0589,18.9455,0.1599,19.1054,-4.6162
20260109,-0.0001875,0.01040531,0.284227,0.00295746,21.9,20.9,97.1,温和趋势,高波动,0.00388561,-6.38e-06,0.00387923,-0.00702419,13.4116,-0.7631,19.334,0.1593,19.4933,-5.3186
20260112,-0.00075016,0.0165595,0.250629,0.00415029,21.5,21.05,97.2,温和趋势,高波动,0.00394092,-7.16e-06,0.00393376,-0.00883421,13.3365,-0.3481,19.7281,0.1586,19.8867,-6.2021
20260113,0.01004,-0.00239065,0.262394,-0.00062729,21.7,21.07,97.2,温和趋势,高波动,0.00391327,-7.27e-06,0.003906,0.00676129,14.3405,-0.4108,20.1194,0.1578,20.2773,-5.5259
20260114,0.00111489,0.00968143,0.251713,0.00243694,21.1,21.14,98.1,温和趋势,高波动,0.00399623,-7.63e-06,0.0039886,-0.00531065,14.452,-0.1671,20.5191,0.1571,20.6762,-6.057
20260115,0.00454738,-0.00507073,0.245673,-0.00124574,22.0,20.92,94.5,温和趋势,高波动,0.00387178,-6.48e-06,0.0038653,0.00192782,14.9068,-0.2917,20.9062,0.1564,21.0627,-5.8642
20260116,-0.00711354,-0.00729381,0.264258,-0.00192745,21.4,21.57,100.0,温和趋势,高波动,0.00395475,-9.88e-06,0.00394487,-0.00913096,14.1954,-0.4845,21.3017,0.1555,21.4572,-6.7773
20260119,-0.00316355,-0.00114334,0.28097,-0.00032124,23.2,21.18,97.3,温和趋势,高波动,0.00370585,-7.84e-06,0.00369801,-0.00654032,13.8791,-0.5166,21.6723,0.1547,21.827,-7.4313
20260120,0.00644051,-0.00089058,0.275825,-0.00024565,22.3,21.11,95.5,温和趋势,高波动,0.0038303,-7.48e-06,0.00382282,0.00286334,14.5231,-0.5411,22.0553,0.1539,22.2093,-7.145
20260121,0.00723312,0.00400248,0.283749,0.0011357,22.3,20.61,88.5,温和趋势,高波动,0.0038303,-4.86e-06,0.00382544,0.00227198,15.2464,-0.4276,22.4384,0.1534,22.5918,-6.9178
20260122,-0.00165653,0.0073641,0.295637,0.0021771,22.1,20.76,89.5,温和趋势,高波动,0.00385796,-5.65e-06,0.00385231,-0.00768594,15.0808,-0.2099,22.8242,0.1529,22.977,-7.6864
20260123,0.01825987,0.01139563,0.343029,0.00390903,23.1,20.85,89.6,温和趋势,高波动,0.00371968,-6.12e-06,0.00371356,0.01063728,16.9068,0.181,23.1961,0.1523,23.3484,-6.6227
20260126,0.0103257,0.0158531,0.368647,0.0058442,23.6,21.3,97.4,温和趋势,高波动,0.00365054,-8.47e-06,0.00364207,0.00083943,17.9393,0.7655,23.5612,0.1514,23.7126,-6.5387
20260127,0.00475065,-0.00197357,0.360641,-0.00071175,22.0,21.37,98.3,温和趋势,高波动,0.00387178,-8.84e-06,0.00386295,0.00159945,18.4144,0.6943,23.9484,0.1505,24.0989,-6.3788
20260128,0.00303371,0.01487531,0.346784,0.00515852,22.0,21.47,98.3,温和趋势,高波动,0.00387178,-9.36e-06,0.00386242,-0.00598723,18.7178,1.2101,24.3355,0.1496,24.4851,-6.9775
20260129,0.01014108,0.02247392,0.357957,0.0080447,23.4,21.8,100.0,温和趋势,高波动,0.00367819,-1.109e-05,0.00366711,-0.00157073,19.7319,2.0146,24.7034,0.1485,24.8518,-7.1346
20260130,0.00070451,-0.02480432,0.300046,-0.00744243,23.9,23.07,100.0,温和趋势,高波动,0.00360906,-1.773e-05,0.00359132,0.00455562,19.8023,1.2704,25.0643,0.1467,25.211,-6.679
20260202,0.01346346,-0.04372832,0.114086,-0.0049888,29.3,24.88,100.0,温和趋势,高波动,0.00286235,-2.721e-05,0.00283515,0.01561711,21.1487,0.7715,25.3505,0.144,25.4945,-5.1173
20260203,-0.00659929,0.00928718,0.099485,0.00092394,38.1,24.95,100.0,温和趋势,高波动,0.00164551,-2.757e-05,0.00161794,-0.00914117,20.4887,0.8639,25.5151,0.1412,25.6563,-6.0314
20260204,-0.0065549,0.02002755,0.073288,0.00146777,36.8,24.14,98.3,温和趋势,高波动,0.00182527,-2.333e-05,0.00180194,-0.00982461,19.8332,1.0107,25.6976,0.1389,25.8365,-7.0139
20260205,0.00035195,-0.02144778,0.07225,-0.0015496,38.3,24.18,98.3,温和趋势,高波动,0.00161785,-2.354e-05,0.00159431,0.00030724,19.8684,0.8557,25.8594,0.1365,25.9959,-6.9832
20260206,-0.0023748,-0.00860044,0.078573,-0.00067576,40.3,24.13,96.7,温和趋势,高波动,0.0013413,-2.328e-05,0.00131802,-0.00301706,19.631,0.7881,25.9935,0.1342,26.1277,-7.2849
20260209,0.00352577,0.00979149,0.07978,0.00078116,40.2,23.99,95.8,温和趋势,高波动,0.00135512,-2.255e-05,0.00133258,0.00141203,19.9835,0.8662,26.129,0.132,26.261,-7.1437
20260210,0.00114211,0.00094689,0.076249,7.22e-05,40.0,23.9,95.0,温和趋势,高波动,0.00138278,-2.208e-05,0.0013607,-0.00029079,20.0977,0.8735,26.2673,0.1298,26.397,-7.1727
20260211,-0.00105306,0.00757429,0.069791,0.00052862,39.8,23.76,94.2,温和趋势,高波动,0.00141044,-2.134e-05,0.00138909,-0.00297077,19.9924,0.9263,26.4083,0.1276,26.536,-7.4698
20260212,-0.00149258,-0.00348124,0.06976,-0.00024285,41.0,23.93,95.0,温和趋势,高波动,0.0012445,-2.223e-05,0.00122227,-0.002472,19.8432,0.902,26.5328,0.1254,26.6582,-7.717
20260213,8.798e-05,-0.0169174,0.071173,-0.00120406,39.9,23.85,93.3,温和趋势,高波动,0.00139661,-2.182e-05,0.00137479,-8.275e-05,19.852,0.7816,26.6724,0.1232,26.7957,-7.7253
20260224,-0.0014955,0.03050919,0.049877,0.00152171,41.0,25.16,100.0,温和趋势,高波动,0.0012445,-2.867e-05,0.00121583,-0.00423304,19.7024,0.9338,26.7969,0.1203,26.9172,-8.1486
20260225,-0.00140964,0.00743021,0.045944,0.00034137,41.5,25.31,100.0,温和趋势,高波动,0.00117536,-2.946e-05,0.00114591,-0.00289692,19.5615,0.9679,26.9144,0.1174,27.0318,-8.4383
20260226,-0.00335263,-0.00706151,0.052269,-0.0003691,40.6,25.47,100.0,温和趋势,高波动,0.00129981,-3.029e-05,0.00126952,-0.00425305,19.2262,0.931,27.0444,0.1144,27.1588,-8.8636
20260227,-0.00079671,0.00462271,0.052323,0.00024187,40.8,25.32,99.2,温和趋势,高波动,0.00127216,-2.951e-05,0.00124265,-0.00228123,19.1465,0.9552,27.1716,0.1114,27.283,-9.0917
20260302,-0.00239205,0.0263836,0.037313,0.00098446,40.3,26.93,100.0,温和趋势,高波动,0.0013413,-3.793e-05,0.00130336,-0.00467987,18.9073,1.0537,27.3058,0.1076,27.4134,-9.5597
20260303,-0.00887985,0.0077149,0.031437,0.00024253,40.1,27.94,100.0,温和趋势,高波动,0.00136895,-4.322e-05,0.00132573,-0.01044811,18.0193,1.0779,27.4426,0.1033,27.546,-10.6045
20260304,-0.00510734,0.0144795,0.022596,0.00032718,36.8,28.21,100.0,温和趋势,高波动,0.00182527,-4.463e-05,0.00178064,-0.00721516,17.5086,1.1106,27.6252,0.0988,27.724,-11.326
20260305,0.00333231,0.00152148,0.016592,2.524e-05,35.6,28.31,100.0,温和趋势,高波动,0.0019912,-4.515e-05,0.00194605,0.00136102,17.8418,1.1132,27.8243,0.0943,27.9186,-11.1899
20260306,-8.976e-05,0.01280622,0.013438,0.0001721,35.0,28.56,100.0,温和趋势,高波动,0.00207417,-4.646e-05,0.00202771,-0.00228957,17.8329,1.1304,28.0317,0.0897,28.1214,-11.4189
20260309,-0.00870782,0.03885234,-0.02481,-0.00096393,37.0,29.94,100.0,温和趋势,高波动,0.00179761,-5.368e-05,0.00174393,-0.00948782,16.9621,1.034,28.2115,0.0843,28.2958,-12.3677
20260310,0.0031696,-0.02098128,-0.027651,0.00058014,41.6,29.65,99.2,温和趋势,高波动,0.00116154,-5.217e-05,0.00110937,0.00148009,17.279,1.092,28.3276,0.0791,28.4067,-12.2197
20260311,-0.00126383,0.00790629,-0.028766,-0.00022743,44.4,29.67,99.2,温和趋势,高波动,0.00077436,-5.227e-05,0.00072209,-0.00175849,17.1527,1.0692,28.4051,0.0739,28.4789,-12.3955
20260312,-0.00081349,0.01955422,-0.030981,-0.00060581,45.7,29.61,97.5,温和趋势,高波动,0.0005946,-5.196e-05,0.00054264,-0.00075032,17.0713,1.0087,28.4645,0.0687,28.5332,-12.4705
20260313,-0.00108554,0.00638058,-0.037333,-0.00023821,44.6,29.08,96.7,温和趋势,高波动,0.0007467,-4.918e-05,0.00069752,-0.00154485,16.9628,0.9848,28.5392,0.0638,28.603,-12.625
20260316,-9.056e-05,0.00109509,-0.037015,-4.053e-05,41.8,29.4,96.7,温和趋势,高波动,0.00113388,-5.086e-05,0.00108302,-0.00113305,16.9537,0.9808,28.6526,0.0587,28.7113,-12.7383
